headline,date,vader_SA,textblob_SA,section,abstract,keywords,url,doc_type,material_type,vader_full
Two Arrested in Killings of Transgender Women in Puerto Rico,2020-05-01,-0.9788,-0.3333333333333333,U.S.,The police said they had classified the deaths as a hate crime after the remains of two women were found in a badly burned car last week.,"['Murders, Attempted Murders and Homicides', 'Hate Crimes']",https://www.nytimes.com/2020/04/30/us/puerto-rico-transgender-murder-arrests.html,article,News,"{'neg': 0.338, 'neu': 0.662, 'pos': 0.0, 'compound': -0.9788}"
Fiona Ex Machina,2020-05-01,0.0,0.16666666666666666,Podcasts,"Fiona Apple blows our minds, again.",[],https://www.nytimes.com/2020/04/30/podcasts/still-processing-fiona-apple-fetch-bolt-cutters.html,article,News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
No Graduation Ceremony? You Get Oprah!,2020-05-01,0.784,0.3045833333333333,U.S.,Oprah Winfrey will give a virtual commencement address on Facebook for college and high school seniors across the United States.,"['Commencement Speeches', 'Colleges and Universities', 'Computers and the Internet', 'Coronavirus (2019-nCoV)']",https://www.nytimes.com/2020/04/30/us/oprah-winfrey-graduation-commencement-speeches-virus.html,article,News,"{'neg': 0.044, 'neu': 0.775, 'pos': 0.181, 'compound': 0.784}"
Coronavirus Briefing: What Happened Today,2020-05-01,0.0,0.08333333333333333,U.S.,Public beaches have become a flashpoint as the U.S. begins to emerge from stay-at-home restrictions.,['Coronavirus (2019-nCoV)'],https://www.nytimes.com/2020/04/30/us/coronavirus-today.html,article,briefing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Closing Number of a Musical,2020-05-01,0.4019,0.08333333333333333,Crosswords & Games,Trenton Charlson raises the curtain on our solving weekend.,['Crossword Puzzles'],https://www.nytimes.com/2020/04/30/crosswords/daily-puzzle-2020-05-01.html,article,News,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4019}"
Labs Across U.S. Join Federal Initiative to Study Coronavirus Genome,2020-05-01,0.5994,0.16666666666666666,Science,"The project, announced by the C.D.C., will help trace patterns of transmission, investigate outbreaks and map how the virus is evolving, which can affect a cure.","['Genetics and Heredity', 'Coronavirus (2019-nCoV)', 'Medicine and Health', 'Research', 'Epidemics', 'Vaccination and Immunization', 'Laboratories and Scientific Equipment']",https://www.nytimes.com/2020/04/30/science/coronavirus-genetic-sequencing.html,article,News,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.5994}"
"Corrections: May 1, 2020",2020-05-01,0.0,0.16666666666666666,Corrections,"Corrections that appeared in print on Friday, May 1, 2020.",[],https://www.nytimes.com/2020/04/30/pageoneplus/corrections-may-1-2020.html,article,Correction,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Quotation of the Day: Billions Slide Down Ladder That Took Decades to Climb,2020-05-01,0.0,0.005555555555555536,Today’s Paper,"Quotation of the Day for Friday, May 1, 2020.",[],https://www.nytimes.com/2020/04/30/todayspaper/quotation-of-the-day-billions-slide-down-ladder-that-took-decades-to-climb.html,article,Quote,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Making Space in Marriage, Even as the Walls Close In",2020-05-01,0.6124,0.31333333333333335,Style,"She didn’t want to go to Burning Man (for all the reasons people don’t), but then there she was, dancing naked in the desert, and it was good.","['Love (Emotion)', 'Marriages', 'Burning Man Festival']",https://www.nytimes.com/2020/05/01/style/modern-love-coronavirus-burning-man-making-space-in-marriage.html,article,News,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.6124}"
U.S. Stocks End the Week Lower After Tech Earnings,2020-05-01,-0.296,0.3333333333333333,Business Day,The latest on stock market and business news during the coronavirus outbreak.,"['United States Economy', 'Coronavirus (2019-nCoV)', 'Stocks and Bonds', ""Standard & Poor's 500-Stock Index""]",https://www.nytimes.com/2020/05/01/business/stock-market-today-coronavirus.html,article,News,"{'neg': 0.062, 'neu': 0.937, 'pos': 0.0, 'compound': -0.296}"
Companies Sell the Blood of Recovered Coronavirus Patients for Exorbitant Prices,2020-05-01,-0.6486,-0.0993939393939394,World,"The W.H.O. extends the global health emergency as deaths near 240,000, and our New Delhi correspondent paints a portrait of a fearful city.","['Coronavirus (2019-nCoV)', 'AIRLINES AND AIRPLANES', 'Politics and Government']",https://www.nytimes.com/2020/05/01/world/coronavirus-news.html,article,News,"{'neg': 0.118, 'neu': 0.852, 'pos': 0.03, 'compound': -0.6486}"
"Coronavirus, E.C.B., Chinese Lab: Your Friday Briefing",2020-05-01,0.0,0.08333333333333333,Briefing,Here’s what you need to know.,[],https://www.nytimes.com/2020/05/01/briefing/coronavirus-european-central-bank-wuhan-lab.html,article,briefing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Anderson Cooper Announces Birth of His First Child,2020-05-01,0.0,0.03888888888888888,U.S.,"Wyatt Morgan Cooper, who is named after the newscaster’s late father, was delivered by a surrogate.","['Television', 'Surrogate Motherhood']",https://www.nytimes.com/2020/05/01/us/anderson-cooper-baby-son-wyatt.html,article,News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Will New N.C.A.A. Rules Really Keep Agents and Boosters at Bay?,2020-05-01,0.2824,0.025505050505050485,Sports,"If college athletes are permitted to cash in on their fame, how can the N.C.A.A. forbid guidance from people who have long worked in the shadows?","['Football (College)', 'Basketball (College)', 'College Athletics', 'AMATEUR ATHLETICS']",https://www.nytimes.com/2020/05/01/sports/ncaa-paying-athletes-boosters.html,article,News,"{'neg': 0.036, 'neu': 0.911, 'pos': 0.053, 'compound': 0.2824}"
