headline,date,vader_SA,textblob_SA,section,abstract,keywords,url,doc_type,material_type,vader_full
"From Google, on Its Advertising Tech Business",2021-07-01,0.0,0.20833333333333331,Opinion,“Our research shows that publishers’ revenue increases when they use our tools — that’s why they choose to use them!” a Google official writes.,"['Online Advertising', 'Advertising and Marketing']",https://www.nytimes.com/2021/06/30/opinion/letters/google-advertising-technology-business.html,article,Letter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
The N.B.A. Champion May Be the Last Team Standing,2021-07-01,0.8176,0.15555555555555556,Sports,"Injuries to stars have dominated and reshaped the playoffs, raising questions about the legacy of the team that wins it all.","['Sports Injuries', 'Basketball', 'Playoff Games', 'NBA Championship']",https://www.nytimes.com/2021/06/30/sports/basketball/nba-injuries-giannis-antetokounmpo.html,article,News,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.8176}"
"A poll reveals another U.S. vaccine divide, this one by household.",2021-07-01,0.3612,0.2222222222222222,U.S.,Workers were more likely to get a shot when their employers encouraged them and provided paid time off.,"['Vaccination and Immunization', 'Paid Time Off', 'Polls and Public Opinion']",https://www.nytimes.com/2021/06/30/us/vaccinated-households-poll-results.html,article,News,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.3612}"
Judge Blocks Florida Law Regulating Social Media Companies,2021-07-01,0.34,0.20555555555555557,Technology,"It would fine companies like Facebook, YouTube and Twitter if they permanently bar candidates for office in the state.","['Social Media', 'Censorship', 'Computers and the Internet', 'Decisions and Verdicts', 'Law and Legislation']",https://www.nytimes.com/2021/06/30/technology/florida-law-social-media-desantis.html,article,News,"{'neg': 0.044, 'neu': 0.856, 'pos': 0.1, 'compound': 0.34}"
James Franco Agrees to Pay $2.2 Million to Settle Sexual Misconduct and Fraud Lawsuits,2021-07-01,-0.7345,0.07333333333333333,U.S.,"Two former students of Mr. Franco’s acting school had accused him of subjecting them to sexually exploitative auditions and film shoots. In the proposed settlement, he did not admit wrongdoing.","['Suits and Litigation (Civil)', 'Compensation for Damages (Law)', 'Women and Girls', 'Sex Crimes', 'Frauds and Swindling', 'Actors and Actresses']",https://www.nytimes.com/2021/06/30/us/james-franco-sexual-misconduct-settlement.html,article,News,"{'neg': 0.143, 'neu': 0.828, 'pos': 0.029, 'compound': -0.7345}"
Curling Locales,2021-07-01,0.0,0.16666666666666666,Crosswords & Games,Joe Deeney makes a deal out of things.,['Crossword Puzzles'],https://www.nytimes.com/2021/06/30/crosswords/daily-puzzle-2021-07-01.html,article,News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Greg Noll, Surfing Superstar Who Tackled the Big Waves, Dies at 84",2021-07-01,0.0,0.10888888888888888,Sports,"Known as ‘Da Bull,’ he caught waves in Hawaii, California, Australia and Mexico. One expert said he “could be the Babe Ruth of surfing.”","['Deaths (Obituaries)', 'Surfing']",https://www.nytimes.com/2021/06/30/sports/greg-noll-dead.html,article,Obituary (Obit),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Pictures From a Revolution: China’s Communists Mark a Centennial,2021-07-01,-0.4215,0.08333333333333333,World,The improbable rise of a superpower that was born in the rubble of dynasty and fears it may yet meet the same fate.,"['Politics and Government', 'Hong Kong Protests (2019)']",https://www.nytimes.com/2021/06/30/world/asia/china-communists-100th-anniversary.html,article,News,"{'neg': 0.054, 'neu': 0.946, 'pos': 0.0, 'compound': -0.4215}"
"Corrections: July 1, 2021",2021-07-01,0.0,0.16666666666666666,Corrections,"Corrections that appeared in print on Thursday, July 1, 2021.",[],https://www.nytimes.com/2021/06/30/pageoneplus/corrections-july-1-2021.html,article,Correction,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Your Thursday Briefing,2021-07-01,0.0,0.08333333333333333,Briefing,A global virus surge.,[],https://www.nytimes.com/2021/06/30/briefing/coronavirus-bill-cosby-heat-wave.html,article,briefing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Phoenix Suns Headed to First N.B.A. Finals in Almost 30 Years,2021-07-01,0.0,0.05333333333333332,Sports,"This will be the first trip to the finals for the Suns’ veteran leader, Chris Paul, who scored 41 points in the series-clinching Game 6 victory over the Los Angeles Clippers.","['Sports Injuries', 'Playoff Games', 'NBA Championship']",https://www.nytimes.com/2021/06/30/sports/basketball/nba-phoenix-suns-finals.html,article,News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Every Shot, and Second, Counts for Tampa Bay",2021-07-01,0.8481,0.04907407407407407,Sports,The Lightning’s Blake Coleman dived to tip in the winning goal in the final moments of the second period to help Tampa Bay triumph despite being heavily outshot. His move looked awfully familiar.,"['Stanley Cup', 'Hockey, Ice']",https://www.nytimes.com/2021/06/30/sports/hockey/nhl-montreal-canadiens-tampa-lightning.html,article,News,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.8481}"
College Athletes Cash In as Generations of Rules Fade Under Pressure,2021-07-01,0.6249,0.14646464646464644,Sports,Thursday brings a seismic shift for college sports: eased N.C.A.A. policies and new laws to let players make money off their fame.,"['Student Athlete Compensation', 'College Athletics', 'Colleges and Universities']",https://www.nytimes.com/2021/07/01/sports/ncaafootball/ncaa-college-athletes-endorsements.html,article,News,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.6249}"
Infighting and Poor Planning Leave Condo Sites in Disrepair,2021-07-01,-0.7964,-0.012731481481481491,U.S.,"Under pressure to keep costs down, many condo boards around the country have little money set aside for big repairs like the ones needed in Surfside, Fla. Some are looking to force a change.","['Surfside, Fla, Building Collapse (2021)', 'Condominiums', 'Home Repairs and Improvements']",https://www.nytimes.com/2021/07/01/us/condo-associations-surfside-collapse.html,article,News,"{'neg': 0.153, 'neu': 0.81, 'pos': 0.036, 'compound': -0.7964}"
The Imperial Editor Goes the Way of the Dodo,2021-07-01,-0.6908,0.16666666666666666,Fashion & Style,Business and culture have conspired to kill off a passé persona.,"['Fashion and Apparel', 'Magazines', 'Appointments and Executive Changes', 'your-feed-fashion']",https://www.nytimes.com/2021/07/01/fashion/magazine-changes-conde-nast-anna-wintour.html,article,News,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.6908}"
Who Is rg_bunny1: An Instagram Whodunit,2021-07-01,0.2263,0.16666666666666669,Style,"Doping out the identity of an obsessive, enigmatic Instagram poster has become a favored pastime of the scrolling classes.","['Art', 'Photography', 'Social Media']",https://www.nytimes.com/2021/07/01/style/social-media-instagram-who-is-rgbunny1-everyone-speculates-nobody-knows.html,article,News,"{'neg': 0.044, 'neu': 0.89, 'pos': 0.066, 'compound': 0.2263}"
"Quotation of the Day: As Condo Boards Squabble, Disaster May Loom",2021-07-01,-0.6249,0.16666666666666666,Today’s Paper,"Quotation of the Day for Thursday, July 1, 2021.",[],https://www.nytimes.com/2021/07/01/todayspaper/quotation-of-the-day-as-condo-boards-squabble-disaster-may-loom.html,article,Quote,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.6249}"
