headline,date,vader_SA,textblob_SA,section,abstract,keywords,url,doc_type,material_type,vader_full
Tom Brokaw: You Can Find the Entire World Inside Your Hospital,2018-01-01,0.7351,0.16666666666666666,Opinion,American health care is a universe of scientific genius and selfless compassion populated by the most diverse population in the country.,"['Health Insurance and Managed Care', 'Immigration and Emigration', 'Hospitals', 'Patient Protection and Affordable Care Act (2010)']",https://www.nytimes.com/2017/12/31/opinion/tom-brokaw-health-care-immigrants.html,article,Op-Ed,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.7351}"
New York Family of 5 Among 10 Americans Killed in Costa Rica Plane Crash,2018-01-01,-0.9136,0.007878787878787864,World,"The Costa Rican government said the crash occurred in the mountainous area of Punta Islita, a tourist destination about 140 miles west of the capital, San José.","['Aviation Accidents, Safety and Disasters']",https://www.nytimes.com/2017/12/31/world/americas/costa-rica-plane-crash.html,article,News,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.9136}"
The Wall of Love Outside a Jail,2018-01-01,0.296,0.19444444444444442,New York,Families have turned the side of a warehouse facing a federal jail in Brooklyn into a message board for their imprisoned relatives.,"['Prisons and Prisoners', 'Families and Family Life', 'Posters', 'vis-photo']",https://www.nytimes.com/2017/12/31/nyregion/metropolitan-detention-center-brooklyn-jail-signs.html,article,News,"{'neg': 0.059, 'neu': 0.859, 'pos': 0.082, 'compound': 0.296}"
The Sentient-Being Diet,2018-01-01,0.0,0.1515151515151515,Opinion,Making New Year resolutions as a hedge against apocalypse.,"['Books and Literature', 'New Year']",https://www.nytimes.com/2017/12/31/opinion/new-year-sentient-being-diet.html,article,Op-Ed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Changing the Script,2018-01-01,-0.296,0.08333333333333333,Opinion,"Screenwriters need to stop letting male characters control the direction of a film’s plot, a reader says.","['Movies', 'Women and Girls', ""Women's Rights""]",https://www.nytimes.com/2017/12/31/opinion/men-women-movies.html,article,Letter,"{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.296}"
Don’t Belittle Egypt,2018-01-01,-0.6124,0.2833333333333333,Opinion,"Egypt’s ambassador asserts that the country is an important U.S. ally, contrary to what two Op-Ed writers said.",['United States International Relations'],https://www.nytimes.com/2017/12/31/opinion/us-egypt.html,article,Letter,"{'neg': 0.143, 'neu': 0.813, 'pos': 0.044, 'compound': -0.6124}"
Apportioning Blame for the Amtrak Tragedy,2018-01-01,-0.5859,0.16666666666666666,Opinion,"Readers point to Congress, the Federal Railroad Administration and the nature of our market economy.","['Railroads', 'Transportation', 'Accidents and Safety', 'Infrastructure (Public Works)']",https://www.nytimes.com/2017/12/31/opinion/amtrak-derailment.html,article,Letter,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.5859}"
Taxing College Endowments,2018-01-01,0.0,0.08333333333333333,Opinion,"The president of the Association of American Universities decries the tax, which she says will reduce the funds for student aid.","['Colleges and Universities', 'Financial Aid (Education)', 'Federal Taxes (US)']",https://www.nytimes.com/2017/12/31/opinion/taxing-college-endowments.html,article,Letter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
When the Parent-Child Bond Is Cut,2018-01-01,0.0,0.16666666666666666,Opinion,Readers discuss family estrangement from the perspective of both parents and children.,"['Parenting', 'Children and Childhood']",https://www.nytimes.com/2017/12/31/opinion/parent-child-estrangement.html,article,Letter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Overwhelmed by Donations for Survivors of Fatal Bronx Fire,2018-01-01,-0.7579,0.2006060606060606,New York,"The outpouring of support after New York’s deadliest fire in more than a quarter-century is “a sign that the victims are not alone,” a neighborhood priest said.",['Fires and Firefighters'],https://www.nytimes.com/2017/12/31/nyregion/bronx-fire-donations.html,article,News,"{'neg': 0.161, 'neu': 0.761, 'pos': 0.078, 'compound': -0.7579}"
