headline,date,vader_SA,textblob_SA,section,abstract,keywords,url,doc_type,material_type,vader_full
A Leak-Prone White House Finally Manages to Keep a Secret,2019-12-01,0.5106,-0.013988095238095244,U.S.,President Trump’s aides were delighted that news of his Thanksgiving Day visit to Afghanistan stayed under wraps.,['Afghanistan War (2001- )'],https://www.nytimes.com/2019/11/30/us/politics/white-house-afghanistan-secrecy.html,article,News,"{'neg': 0.0, 'neu': 0.937, 'pos': 0.063, 'compound': 0.5106}"
Justin Fields Has ‘Heisman Moment’ in Ohio State’s Win Over Michigan,2019-12-01,0.3818,0.44166666666666665,Sports,The Buckeyes quarterback threw one of his four touchdown passes in a 56-27 win immediately after returning from an injury scare.,['Football (College)'],https://www.nytimes.com/2019/11/30/sports/ncaafootball/ohio-state-michigan-justin-fields.html,article,News,"{'neg': 0.096, 'neu': 0.783, 'pos': 0.121, 'compound': 0.3818}"
Mikaela Shiffrin Learns a New Way to Win: Without Her Mother as Coach,2019-12-01,0.5106,0.23419913419913416,Sports,A personal loss has prompted Eileen Shiffrin to step away from coaching her daughter after the two decided “it was important for her to get back to her life.”,['World Cup (Skiing)'],https://www.nytimes.com/2019/11/30/sports/skiing/mikaela-shiffrin-mom-eileen.html,article,News,"{'neg': 0.034, 'neu': 0.884, 'pos': 0.082, 'compound': 0.5106}"
Leonardo DiCaprio Responds to Brazil’s President About Amazon Fires,2019-12-01,0.0516,-0.0777777777777778,World,The actor and environmentalist released a statement on Saturday after President Jair Bolsonaro falsely accused him of funding the fires recently set in the Amazon rainforest.,"['Social Media', 'Environment', 'Fires and Firefighters', 'Global Warming', 'Computers and the Internet']",https://www.nytimes.com/2019/11/30/world/americas/Jair-bolsonaro-amazon-fires-Leonardo-DiCaprio.html,article,News,"{'neg': 0.04, 'neu': 0.899, 'pos': 0.061, 'compound': 0.0516}"
Cooking Grease Down a Drain Eyed in Sewage Flood of at Least 80 Homes,2019-12-01,0.2057,0.012301587301587298,New York,A blocked pipe caused sewage to back up several feet deep in homes in a Queens neighborhood as officials looked at a familiar culprit on the heels of Thanksgiving.,"['Sewers and Sewage', 'Waste Materials and Disposal', 'Water Pollution', 'Basements and Cellars']",https://www.nytimes.com/2019/11/30/nyregion/Queens-sewage-spill.html,article,News,"{'neg': 0.0, 'neu': 0.971, 'pos': 0.029, 'compound': 0.2057}"
Trump’s Intervention in SEALs Case Tests Pentagon’s Tolerance,2019-12-01,-0.4939,0.2111111111111111,U.S.,Chief Petty Officer Edward Gallagher’s case pits a Pentagon hierarchy committed to enforcing longstanding rules of combat against a commander in chief with no military experience but a finely honed sense of grievance against authority.,"['Iraq War (2003-11)', 'War Crimes, Genocide and Crimes Against Humanity', 'Civilian Casualties', 'United States Defense and Military Forces', 'United States Politics and Government', 'internal-national collaboration']",https://www.nytimes.com/2019/11/30/us/politics/trump-seals-eddie-gallagher.html,article,News,"{'neg': 0.127, 'neu': 0.777, 'pos': 0.096, 'compound': -0.4939}"
"9 Family Members Die in Plane Crash During Storm in South Dakota, Officials Say",2019-12-01,-0.9393,0.16666666666666666,U.S.,"Members of four generations of a family who were returning from a hunting trip died in the accident, according to a statement from a company that two of the victims founded.","['Aviation Accidents, Safety and Disasters', 'Snow and Snowstorms', 'Deaths (Fatalities)', 'AIRLINES AND AIRPLANES']",https://www.nytimes.com/2019/11/30/us/south-dakota-plane-crash.html,article,News,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.9393}"
"Daniella Berman, Anthony Cak",2019-12-01,0.8591,-0.04166666666666667,Fashion & Style,"Mutual friends conspired to introduce the couple, in 2011, at a small dinner party to celebrate the groom’s birthday.",['Weddings and Engagements'],https://www.nytimes.com/2019/12/01/fashion/weddings/daniella-berman-anthony-cak.html,article,News,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.8591}"
"Quotation of the Day: Amazon’s Expansive, Creeping Influence in an American City",2019-12-01,0.0,0.08333333333333333,Today’s Paper,"Quotation of the Day for Sunday, December 1, 2019.",[],https://www.nytimes.com/2019/12/01/todayspaper/quotation-of-the-day-amazons-expansive-creeping-influence-in-an-american-city.html,article,Quote,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Corrections: Dec. 1, 2019",2019-12-01,0.0,0.16666666666666666,Corrections,"Corrections that appeared in print on Sunday, Dec. 1, 2019.",[],https://www.nytimes.com/2019/12/01/pageoneplus/corrections-dec-1-2019.html,article,News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Ellie Krupnick, Daniel Aronhime",2019-12-01,0.4767,0.16666666666666666,Fashion & Style,The couple met in 2013 at a Shabbat dinner with mutual friends.,['Weddings and Engagements'],https://www.nytimes.com/2019/12/01/fashion/weddings/ellie-krupnick-daniel-aronhime.html,article,News,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4767}"
"Helen Yang, Maxwell Meyer",2019-12-01,0.6908,0.16666666666666666,Fashion & Style,"The couple met in 2009 while running for positions with Harvard China Care, a college club that supports orphans in China.",['Weddings and Engagements'],https://www.nytimes.com/2019/12/01/fashion/weddings/helen-yang-maxwell-meyer.html,article,News,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.6908}"
"Courtney Bass, Daniel Sherizen",2019-12-01,0.4939,-0.04444444444444446,Fashion & Style,"The couple met via email through a mutual friend in 2016, and reconnected in January 2019 through the dating app Hinge.",['Weddings and Engagements'],https://www.nytimes.com/2019/12/01/fashion/weddings/courtney-bass-daniel-sherizen.html,article,News,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.4939}"
"Lindsey Puliti, Gregory Kay",2019-12-01,0.8225,0.08333333333333333,Fashion & Style,"The couple met in 2014 at a mutual friend’s backyard party, and began dating six months later, after the friend invited both of them to another party.",['Weddings and Engagements'],https://www.nytimes.com/2019/12/01/fashion/weddings/lindsey-puliti-gregory-kay.html,article,News,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.8225}"
What’s on TV Sunday: Kacey Musgraves’s Christmas Show and ‘Apollo 11’,2019-12-01,0.0,0.13333333333333333,Arts,"Stream Kacey Musgraves’s modern take on classic Christmas specials, and catch an immersive documentary about the Apollo 11 moon landing.","['Television', 'Movies']",https://www.nytimes.com/2019/12/01/arts/television/whats-on-tv-sunday-kacey-musgravess-christmas-show-and-apollo-11.html,article,News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
China Cracks Down on Fentanyl. But Is It Enough to End the U.S. Epidemic?,2019-12-01,-0.3736,-0.037777777777777785,World,"After years of American pressure, China is taking steps to shut off the illicit supply of deadly synthetic opioids. But don’t expect an end to the overdoses.","['Fentanyl', 'Drug Abuse and Traffic', 'Opioids and Opiates', 'Regulation and Deregulation of Industry', 'United States International Relations']",https://www.nytimes.com/2019/12/01/world/asia/china-fentanyl-crackdown.html,article,News,"{'neg': 0.088, 'neu': 0.861, 'pos': 0.05, 'compound': -0.3736}"
‘My Children Often Call Me Old-Fashioned. I Prefer Traditional.’,2019-12-01,0.0,0.20075757575757575,New York,"Paying with cash, wondering what a subway rider is studying and more reader tales of New York City in this week’s Metropolitan Diary.",[],https://www.nytimes.com/2019/12/01/nyregion/metropolitan-diary.html,article,News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Plunge in 3 Hong Kong Stocks Offers a Cautionary Tale,2019-12-01,0.3182,0.09523809523809525,Business Day,The sudden drops raise fresh questions about corporate governance and regulatory oversight in a crossroads for global finance.,"['Stocks and Bonds', 'Securities and Commodities Violations', 'Politics and Government', 'Short Selling', 'Regulation and Deregulation of Industry']",https://www.nytimes.com/2019/12/01/business/dealbook/hong-kong-stocks.html,article,News,"{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.3182}"
Hong Kong Police Fire Tear Gas as Protesters Return in Force,2019-12-01,-0.7906,0.15555555555555556,World,"After a week of relative calm and a vote that boosted protesters’ cause, officers fired tear gas and rubber bullets, and demonstrators attacked shops.","['Demonstrations, Protests and Riots', 'Hong Kong Protests (2019)', 'Politics and Government', 'Elections']",https://www.nytimes.com/2019/12/01/world/asia/hong-kong-protests.html,article,News,"{'neg': 0.198, 'neu': 0.728, 'pos': 0.074, 'compound': -0.7906}"
‘Sent Candy’: Cockpit Tapes Show Russian Pilots Bombing Syrian Civilians,2019-12-01,-0.8126,0.10416666666666666,World,"A Times investigation used cockpit recordings to show for the first time how Russian pilots attacked civilians in Syria this summer, killing dozens.","['Civilian Casualties', 'your-feed-visual-investigations', 'War Crimes, Genocide and Crimes Against Humanity']",https://www.nytimes.com/video/world/middleeast/100000006818506/russia-bombs-syria-civlians.html,multimedia,Video,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.8126}"
A Civilian Camp in Syria Was Bombed. Here’s How We Traced the Culprit.,2019-12-01,0.3875,0.05555555555555555,Reader Center,"Eyewitness photos and videos, flight logs and cockpit tapes obtained by The Times enabled reporters to trace an airstrike on a Syrian camp for displaced families to a Russian pilot.","['your-feed-visual-investigations', 'War Crimes, Genocide and Crimes Against Humanity']",https://www.nytimes.com/2019/12/01/reader-center/syria-russia-bombing-video-investigation.html,article,News,"{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.3875}"
Called to Serve Children and Looking for Her Opportunity,2019-12-01,0.8517,0.11041666666666666,Neediest Cases,Shirley Dieujuste lost her job at a child care center and could not pay her rent. Now she is looking for other ways to provide children with love and hope.,[],https://www.nytimes.com/2019/12/01/neediest-cases/foster-care-new-rochelle.html,article,News,"{'neg': 0.032, 'neu': 0.804, 'pos': 0.164, 'compound': 0.8517}"
How a Curious Mammal Evolved Its Venom,2019-12-01,0.204,-0.11388888888888889,Science,"Solenodons are highly unusual, and very difficult to study.","['Solenodons (Animals)', 'Poisoning and Poisons', 'Mammals', 'Genetics and Heredity', 'Evolution (Biology)', 'Endangered and Extinct Species', 'Research', 'your-feed-science']",https://www.nytimes.com/2019/12/01/science/solenodons-venom.html,article,News,"{'neg': 0.069, 'neu': 0.817, 'pos': 0.114, 'compound': 0.204}"
"Homes That Sold for Around $600,000",2019-12-01,0.0,0.101010101010101,Real Estate,Recent residential sales in New York City and the region.,['Real Estate and Housing (Residential)'],https://www.nytimes.com/2019/12/01/realestate/homes-that-sold-for-around-600000.html,article,News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
How a Divided Left Is Losing the Battle on Abortion,2019-12-01,-0.8221,-0.004761904761904761,U.S.,"Miscalculations, and an unexpected victory by President Trump, have put abortion access at its most vulnerable point in decades, and the left on the defensive. Now it is trying to recover.","['ABORTION', 'Birth Control and Family Planning', 'Presidential Election of 2020', ""Women's Rights"", 'United States Politics and Government', 'Women and Girls', 'Law and Legislation', 'States (US)']",https://www.nytimes.com/2019/12/01/us/politics/abortion-planned-parenthood.html,article,News,"{'neg': 0.15, 'neu': 0.833, 'pos': 0.017, 'compound': -0.8221}"
‘I Wanted to Die:’ Northern Ireland Confronts a Suicide Crisis,2019-12-01,-0.9642,-0.3866666666666667,World,"Haunted by a violent past, the territory has one of the highest suicide rates in the world.","['Depression (Mental)', 'Mental Health and Disorders', 'Anxiety and Stress', 'Post-Traumatic Stress Disorder', 'Terrorism', 'Suicides and Suicide Attempts']",https://www.nytimes.com/2019/12/01/world/europe/northern-ireland-suicide.html,article,News,"{'neg': 0.345, 'neu': 0.579, 'pos': 0.076, 'compound': -0.9642}"
Assange to Testify on Being Recorded in Embassy in London,2019-12-01,-0.4939,-0.08333333333333334,World,"Recordings have emerged of private conversations that Julian Assange, the WikiLeaks founder, had while living in the Ecuadorean Embassy. He and a Spanish prosecutor blame the United States.","['Classified Information and State Secrets', 'Diplomatic Service, Embassies and Consulates', 'Espionage and Intelligence Services']",https://www.nytimes.com/2019/12/01/world/europe/assange-spying-embassy-Ecuador.html,article,News,"{'neg': 0.091, 'neu': 0.866, 'pos': 0.043, 'compound': -0.4939}"
"Holiday Travel, AIDS, Sea Snakes: Your Weekend Briefing",2019-12-01,0.5423,0.3333333333333333,Briefing,Here’s what you need to know about the week’s top stories.,[],https://www.nytimes.com/2019/12/01/briefing/holiday-travel-aids-sea-snakes.html,article,briefing,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.5423}"
