headline,date,compound_score,SA,section,abstract,keywords,url,doc_type,material_type
Human Rights Group Says Two U.S. Strikes Killed Somali Civilians,2020-04-01,-0.9559,"{'neg': 0.294, 'neu': 0.652, 'pos': 0.054, 'compound': -0.9559}",World,A report by Amnesty International challenges the American military’s claim that the February strikes hit only terrorists and no innocent bystanders.,"['Civilian Casualties', 'Terrorism', 'United States Defense and Military Forces']",https://www.nytimes.com/2020/03/31/world/africa/somalia-civilian-casualties.html,article,News
‘Never Thought I Would Need It’: Americans Put Pride Aside to Seek Aid,2020-04-01,0.4284,"{'neg': 0.115, 'neu': 0.723, 'pos': 0.162, 'compound': 0.4284}",U.S.,"With coronavirus-related job losses, many workers are reluctantly seeking charity and unemployment benefits for the first time in their lives.","['Unemployment', 'Food Banks and Pantries', 'Layoffs and Job Reductions', 'Philanthropy', 'Coronavirus (2019-nCoV)']",https://www.nytimes.com/2020/03/31/us/virus-food-banks-unemployment.html,article,News
"$30 Million in Illegal Drugs Seized From Cross-Border Tunnel in San Diego, U.S. Says",2020-04-01,-0.802,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.802}",U.S.,The tunnel’s entrance was not far from a newly constructed portion of the border wall that President Trump visited last September in the Otay Mesa section of San Diego.,"['Drug Abuse and Traffic', 'Border Barriers', 'Smuggling', 'Immigration and Emigration', 'Organized Crime']",https://www.nytimes.com/2020/03/31/us/drug-tunnel-san-diego-tijuana.html,article,News
"As Furloughs Grow, Kennedy Center Defends Use of $25 Million in Aid",2020-04-01,-0.4959,"{'neg': 0.075, 'neu': 0.891, 'pos': 0.034, 'compound': -0.4959}",Arts,Critics in Congress push to revoke the performing arts center’s piece of the stimulus package as it works to explain its response to the financial crisis.,"['Finances', 'Art', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'United States Politics and Government']",https://www.nytimes.com/2020/03/31/arts/kennedy-center-defends-25-million.html,article,News
Historic Town in Veszprém County,2020-04-01,0.3875,"{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.3875}",Crosswords & Games,"Mad magazine editor in chief John Ficarra makes his New York Times Crossword debut, with the able assistance of Patrick Merrell.",['Crossword Puzzles'],https://www.nytimes.com/2020/03/31/crosswords/daily-puzzle-2020-04-01.html,article,News
Trump Calls New Fuel Economy Rule a Boon. Some Experts See Steep Costs.,2020-04-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Climate,"The president said the measure,  announced Tuesday, would lift the economy, but outside analysts said the administration's rosy numbers did not represent an accurate accounting of its costs. ","['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'United States Politics and Government', 'Fuel Efficiency', 'Regulation and Deregulation of Industry', 'United States Economy']",https://www.nytimes.com/2020/03/31/climate/trump-pollution-rollback.html,article,News
This Broccoli-Dill Pasta Has a Hippie Twist. Your Kids Will Love It.,2020-04-01,0.9154,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.9154}",Magazine,"A quick purée, seasoned with lemon and garlic, is a kind of delicious all-purpose dip, sauce and spread.","['Cooking and Cookbooks', 'Vegetables', 'Broccoli', 'Recipes']",https://www.nytimes.com/2020/03/31/magazine/broccoli-dill-pasta-recipe.html,article,News
"Quotation of the Day: Cases Spiral Aboard an Aircraft Carrier, and a Commander Pleads for Help",2020-04-01,0.0258,"{'neg': 0.0, 'neu': 0.972, 'pos': 0.028, 'compound': 0.0258}",Today’s Paper,"Quotation of the Day for April 1, 2020.",[],https://www.nytimes.com/2020/03/31/todayspaper/quotation-of-the-day-cases-spiral-aboard-an-aircraft-carrier-and-a-commander-pleads-for-help.html,article,Quote
"Corrections: April 1, 2020",2020-04-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Corrections,"Corrections that appeared in print on Wednesday, April 1, 2020.",[],https://www.nytimes.com/2020/03/31/pageoneplus/corrections-april-1-2020.html,article,Correction
"Wallace Roney, Jazz Trumpet Virtuoso, Is Dead at 59",2020-04-01,-0.7096,"{'neg': 0.12, 'neu': 0.835, 'pos': 0.046, 'compound': -0.7096}",Arts,"Initially dismissed by some as a Miles Davis imitator, Mr. Roney, who has died of coronavirus complications, emerged as a major musician in his own right.","['Deaths (Obituaries)', 'Jazz', 'Coronavirus (2019-nCoV)']",https://www.nytimes.com/2020/03/31/arts/music/wallace-roney-dead-coronavirus.html,article,Obituary (Obit)
