date,vader,textblob,bert
2017-01-01,0.02357945205479452,0.10710669150737642,0.29463351752660044
2017-01-02,-0.014148863636363638,0.035742469336219336,-0.11257162825627759
2017-01-03,0.02229662162162163,0.07134705259705258,0.011698801372502295
2017-01-04,0.057481111111111115,0.10361795033670032,0.07155520220597585
2017-01-05,0.050472192513368985,0.0797044049483889,0.07888111902430733
2017-01-06,0.04220945945945946,0.08153936647686648,0.021844383564081284
2017-01-07,0.029877906976744188,0.052556349765652086,-0.18020094411317691
2017-01-08,0.09124675324675324,0.11168793688274206,0.1916762249810355
2017-01-09,0.04010324324324324,0.057567173620745045,-0.1462492656063389
2017-01-10,0.08753650793650794,0.0944563493654102,0.05449326360036457
2017-01-11,0.06305518867924528,0.09517419449435957,0.05876743877833744
2017-01-12,0.05382955665024631,0.08379558488856517,0.10008858841628276
2017-01-13,0.08385770750988143,0.07428259734336809,-0.01092844895223383
2017-01-14,0.008185576923076924,0.09715004324379323,0.04674441310075613
2017-01-15,0.08895,0.09338701393635604,0.16055323105109365
2017-01-16,0.005989922480620155,0.08270671834625322,-0.03320074820703315
2017-01-17,0.03452215909090909,0.0920903276542481,0.03431987322189591
2017-01-18,0.08405900900900902,0.07144237852571185,-0.05376128597302479
2017-01-19,0.003289655172413794,0.07428138228665049,0.148768013692907
2017-01-20,0.07037404580152672,0.06313895069683872,0.17908466817768476
2017-01-21,0.0819862385321101,0.0733454355702062,0.0882189016823375
2017-01-22,0.02405949367088607,0.06980438045311461,0.17297002484526816
2017-01-23,0.003496000000000002,0.07798842097056381,-0.07830186367034912
2017-01-24,0.019754913294797685,0.06466277800020573,-0.054306771713874234
2017-01-25,0.00896448598130841,0.0641584650422267,0.03566981838128277
2017-01-26,0.040102415458937196,0.06829634189839502,0.1322595595161696
2017-01-27,0.0476331914893617,0.07172748636312466,0.0009533194785422557
2017-01-28,-0.018999099099099106,0.062240877240877235,-0.05762311789366576
2017-01-29,-0.129725,0.10254666021113389,-0.2902857465179343
2017-01-30,0.07624647887323945,0.12868571276141696,-0.005791261162556392
2017-01-31,0.028894117647058824,0.08608560953842816,0.03306743152001325
2017-02-01,0.06861695652173913,0.0815744776962168,0.1665302857108738
2017-02-02,0.013151502145922747,0.08283768736826676,0.03531174828566195
2017-02-03,0.06061147540983607,0.11768906561009897,0.015865536742523074
2017-02-04,0.0435621359223301,0.08743457984841478,-0.27015744077349174
2017-02-05,0.06936938775510204,0.06200795614060921,-0.06274662090807546
2017-02-06,0.0741284023668639,0.09551255012793473,-0.10365132149859999
2017-02-07,-0.025818994413407816,0.0810021793331849,-0.07371795110862349
2017-02-08,0.08115566502463055,0.10515263833585597,-0.07645907366804301
2017-02-09,-0.028605454545454545,0.07375977673420854,0.11880056641318582
2017-02-10,0.10657740585774059,0.10276943951368636,0.10174455228709775
2017-02-11,0.08510471698113208,0.11008627038579868,-0.04517173767089844
2017-02-12,0.11021477272727273,0.11697494912795237,0.40649097751487384
2017-02-13,0.07276354679802956,0.0720520755764422,-0.07095108654698715
2017-02-14,0.05829724770642202,0.07315673559366218,0.06788088969134409
2017-02-15,0.09598657407407407,0.08028440823579712,0.12320660910120716
2017-02-16,0.08251147540983607,0.0758802451912083,0.06644773214566903
2017-02-17,0.10622235772357724,0.10180060546843356,0.0006751849399349567
2017-02-18,0.02528666666666667,0.0863806292087542,-0.07244333724180856
2017-02-19,0.02741313131313131,0.040683418480135645,0.07498456071121525
2017-02-20,-0.002474809160305344,0.04860034138182993,-0.01744303539509081
2017-02-21,0.006594708994708992,0.06895275983569633,0.014642663102932078
2017-02-22,0.061658791208791204,0.07442314794993365,0.1366423682852106
2017-02-23,0.06356076555023923,0.0769009204875148,0.11475300788879393
2017-02-24,0.006706147540983606,0.07421243506796785,0.12218817604369804
2017-02-25,-0.007086607142857144,0.060032741316223444,-0.21646453919155256
2017-02-26,0.033536250000000004,0.059185651154401143,0.28669068589806557
2017-02-27,0.08940052631578947,0.09207294277360066,-0.004662534123972842
2017-02-28,0.05842804232804232,0.0695571191252408,0.013371323466931711
2017-03-01,0.0011129310344827562,0.06941893874005942,0.09769959490874718
2017-03-02,0.06810305676855895,0.0872621725476529,0.15109066020973905
2017-03-03,0.11542445414847162,0.1151708911943628,0.22017903983853268
2017-03-04,0.07549047619047619,0.07426575364670603,-0.1507494296346392
2017-03-05,0.00017761194029851442,0.05505836617776916,0.13615449328920734
2017-03-06,0.04657431693989072,0.07513381768504719,-0.04132621112417001
2017-03-07,0.04317777777777777,0.06589082084386316,-0.14241897271423742
2017-03-08,0.06286649746192893,0.06819506352764147,-0.08958565977019102
2017-03-09,0.034499999999999996,0.08632702200170818,0.08584533401114172
2017-03-10,0.03262981651376147,0.08848678186407542,0.04070271948061951
2017-03-11,-0.03492156862745098,0.07425256150439973,-0.1641453551311119
2017-03-12,0.17341975308641977,0.09375615279781944,0.06614159213172065
2017-03-13,0.07021176470588235,0.08810413962151928,-0.07206991553944063
2017-03-14,0.06787722772277227,0.07260202805994885,-0.03514855244372152
2017-03-15,0.04821395348837209,0.07474313615509628,-0.02375681455745254
2017-03-16,0.02054979423868313,0.0768820864396996,-0.020190096931692995
2017-03-17,0.03604857142857143,0.1120239248657616,0.061460474315954715
2017-03-18,-0.05962924528301886,0.04507283073320809,-0.04349365380575073
2017-03-19,0.05713928571428571,0.0644631637377173,0.13193043711639585
2017-03-20,-0.0016232558139534872,0.08199015172489009,0.031733872238979784
2017-03-21,0.015354010695187163,0.051784495386768103,0.1203414577851321
2017-03-22,0.004590147783251232,0.05818209755032414,-0.1152887015507139
2017-03-23,0.0013906542056074745,0.06772451328526094,0.016431993970247073
2017-03-24,-0.027011814345991564,0.07254668799710993,0.0809552390364152
2017-03-25,-0.035290625,0.0567509169071669,-0.08940151582161586
2017-03-26,0.05117692307692308,0.05186407959324626,0.2815738977530064
2017-03-27,-0.03253558282208589,0.06712329997314659,-0.15597488909411283
2017-03-28,0.007505291005291006,0.04631498278323674,-0.11752651986621675
2017-03-29,0.049843137254901956,0.08752529054551111,-0.02944340162417468
2017-03-30,0.024363839285714287,0.09738153610785945,0.008151080991540634
2017-03-31,0.017036283185840707,0.07885279123940628,-0.08048822262645823
2017-04-01,0.03034862385321101,0.04467212378418144,-0.07356544973653391
2017-04-02,0.03425308641975308,0.07725891649502759,0.26434706684983805
2017-04-03,0.07672574850299402,0.05601768607703166,-0.02651912045336055
