,0
0,0.05595599999999999
1,0.031796
2,0.005624000000000002
3,0.0
4,-0.05002799999999999
5,0.11878
6,0.08944800000000001
7,0.02734
8,0.047931999999999995
9,0.0244125
10,0.0028080000000000015
11,-0.005976000000000004
12,-0.07226363636363636
13,-0.012728
14,-0.002208000000000001
15,-0.038148
16,0.012728
17,0.04499166666666667
18,0.0
19,0.062612
20,-0.005624000000000002
21,-0.018925000000000004
22,0.021755999999999998
23,0.025476000000000002
24,0.009275999999999998
25,0.03989565217391304
26,0.007604
27,-0.09695200000000001
28,-0.033844000000000006
29,0.01968
30,0.005519047619047618
31,0.0
32,0.08200800000000001
33,-0.0028080000000000015
34,-0.06500799999999998
35,-0.019068
36,0.017311999999999998
37,0.021075
38,0.039512
39,-0.055316000000000004
40,-0.01686
41,-0.002064
42,-0.04768
43,0.017616
44,0.030596
45,0.0015280000000000005
46,0.060488
47,0.12953199999999998
48,-0.038239999999999996
49,-0.074492
50,-0.047400000000000005
51,0.047479999999999994
52,0.048352000000000006
53,0.011855999999999995
54,0.0037960000000000016
55,0.00226
56,0.043044
57,0.214684
58,0.012848
59,-0.0030679999999999995
60,-0.04632857142857143
61,0.060812000000000005
62,-0.014164000000000003
63,-0.034324
64,-0.039492
65,0.035871999999999994
66,0.023436
67,0.0
68,-0.067444
69,-0.081012
70,0.0262
71,0.041383333333333334
72,0.018352
73,0.05821199999999999
74,0.009052
75,-0.019088
76,-0.05240800000000001
77,0.0039039999999999986
78,0.063788
79,0.10022400000000001
80,0.023284000000000003
81,-0.053470833333333335
82,-0.05942727272727273
83,-0.047945454545454555
84,0.036835999999999994
85,0.060384
86,-0.028684000000000008
87,-0.042496
88,-0.058247999999999994
89,0.016076
90,-0.020726086956521738
91,-0.027232
92,0.014184
93,0.0
94,0.0
95,-0.06884399999999999
96,-0.017616
97,-0.0075480000000000035
98,0.0
99,0.086204
100,-0.051768
101,0.04951428571428572
102,-0.05105384615384616
103,0.036688
104,0.068628
105,0.005479999999999998
106,0.025456
107,0.06473600000000002
108,-0.01806
109,0.22420800000000005
110,0.045591999999999994
111,0.028415999999999997
112,0.020560000000000002
113,-0.026632
114,0.064788
115,-0.032144000000000006
116,0.011047999999999995
117,-0.017616
118,0.04003636363636364
119,-0.03904
120,0.013540000000000002
121,-0.015884
122,-0.043628
123,0.037728
124,0.01835
125,0.0018833333333333356
126,0.021067999999999996
127,-0.031364
128,-0.01954
129,0.0
130,0.020424
131,-0.050440000000000006
132,0.0042320000000000005
133,-0.009903999999999998
134,0.039512
135,0.01
136,-0.022484
137,0.07830400000000001
138,0.019328
139,-0.019068
140,0.0
141,0.0
142,0.133476
143,0.0064
144,0.072572
145,0.0
146,0.017616
147,-0.03904
148,-0.011495999999999998
149,0.011492
150,0.014244
151,0.021067999999999996
152,0.045751999999999994
153,-0.032068
154,0.021067999999999996
155,0.012795999999999998
156,0.012875999999999999
157,-0.023976
158,0.067296
159,-0.05223599999999999
160,-0.14807599999999999
161,0.11988000000000001
162,0.0
163,0.022875999999999997
164,-0.09150399999999999
165,0.06556800000000002
166,0.04373200000000001
167,-0.017616
168,0.021196000000000003
169,-0.017616
170,0.022296
171,-0.0005959999999999965
172,-0.032296
173,-0.0007080000000000019
174,0.009652000000000003
175,0.033024
176,0.017616
177,0.05904347826086957
178,-0.081164
179,-0.0055879999999999975
180,-0.01
181,0.0024519999999999963
182,-0.021075
183,0.022875999999999997
184,0.003956000000000004
185,-0.025823809523809523
186,0.013116000000000003
187,-0.019208
188,0.021067999999999996
189,0.025468
190,-0.013600000000000001
191,-0.04992
192,-0.013600000000000001
193,0.070644
194,0.0
195,0.0
196,0.036684
197,-0.031599999999999996
198,0.084064
199,0.022875999999999997
200,0.04213599999999999
201,0.07947199999999999
202,0.0017600000000000016
203,0.018352
204,0.088088
205,0.041216
206,0.021692
207,0.042612000000000004
208,0.001936
209,0.02206
210,0.0
211,-0.014448
212,0.008164
213,0.013600000000000001
214,0.21680800000000006
215,0.016219999999999995
216,0.040824
217,0.0
218,-0.019068
219,0.019068
220,-0.028432000000000002
221,0.008838095238095237
222,0.047080000000000004
223,-0.03661600000000001
224,0.006207999999999998
225,-0.015271999999999999
226,0.008228
227,0.043356000000000006
228,-0.031396
229,0.053812
230,0.015639999999999998
231,0.041228
232,-0.012728
233,0.068944
234,-0.10330399999999999
235,-0.044832000000000004
236,0.0
237,0.010012
238,0.038136
239,0.0
240,-0.09405999999999999
241,0.046611999999999994
242,0.022748
243,0.01686
244,-0.006124000000000001
245,0.007467999999999997
246,0.0
247,-0.000948
248,0.0
249,-0.061695999999999994
250,0.05676521739130435
251,0.052092
252,0.023824
253,0.045232
254,0.028432000000000002
255,0.047459999999999995
256,0.038148
257,0.034428
258,0.035516
259,-0.02544
260,0.029783999999999998
261,-0.043744000000000026
