headline,date,vader_SA,textblob_SA,section,abstract,keywords,url,doc_type,material_type,vader_full
Use of Ad-Blocking Software Rises by 30% Worldwide,2017-02-01,-0.4404,0.16666666666666666,Technology,People are increasingly using the technology on their mobile devices and computers to block intrusive advertisements while surfing the web.,"['Online Advertising', 'Smartphones', 'Computers and the Internet']",https://www.nytimes.com/2017/01/31/technology/ad-blocking-internet.html,article,News,"{'neg': 0.055, 'neu': 0.945, 'pos': 0.0, 'compound': -0.4404}"
"A Polluted Site, and a Potential Mess for the Trump Organization",2017-02-01,-0.6705,0.0033333333333333383,Business Day,"The organization wants the State of South Carolina to limit its cleanup costs at an industrial site, but it may not be eligible for the program to which it applied.",[],https://www.nytimes.com/2017/01/31/business/charleston-sc-titan-atlas-manufacturing.html,article,News,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.6705}"
Fighting in Ukraine May Complicate U.S. Thaw With Russia,2017-02-01,-0.7817,-0.10666666666666669,World,"The outbreak of violence killed at least eight Ukrainian soldiers and three on the pro-Russian side, shifting the front lines by only a few hundred yards in spots.",['United States International Relations'],https://www.nytimes.com/2017/01/31/world/europe/eastern-ukraine-civil-war-russia.html,article,News,"{'neg': 0.162, 'neu': 0.761, 'pos': 0.077, 'compound': -0.7817}"
U.S. Airstrikes Hit Taliban After Attack on an Afghan Army Post,2017-02-01,-0.8587,0.16666666666666666,World,"The airstrikes in an embattled district of Helmand Province came after the militants tunneled under an army post and set off explosives, killing Afghan soldiers.","['United States Defense and Military Forces', 'Afghanistan War (2001-14)']",https://www.nytimes.com/2017/01/31/world/asia/afghanistan-taliban-helmand.html,article,News,"{'neg': 0.159, 'neu': 0.809, 'pos': 0.032, 'compound': -0.8587}"
A Diplomat’s Proper Channel of Dissent,2017-02-01,0.0387,0.16666666666666666,Opinion,"Expressing opposition prevents group think, but you will get more listeners if you do it privately.","['United States International Relations', 'United States Politics and Government', 'Diplomatic Service, Embassies and Consulates', 'Immigration and Emigration', 'Executive Orders and Memorandums', 'Refugees and Displaced Persons']",https://www.nytimes.com/2017/01/31/opinion/a-diplomats-proper-channel-of-dissent.html,article,Op-Ed,"{'neg': 0.0, 'neu': 0.968, 'pos': 0.032, 'compound': 0.0387}"
"In Etan Patz Case, Prosecutors Point to Pedro Hernandez’s Words",2017-02-01,-0.7351,-0.016666666666666677,New York,Closing arguments made by the prosecution rested heavily on video clips of Mr. Hernandez and testimony about what he had told relatives and friends.,"['Murders, Attempted Murders and Homicides']",https://www.nytimes.com/2017/01/31/nyregion/etan-patz-case-pedro-hernandezs.html,article,News,"{'neg': 0.16, 'neu': 0.772, 'pos': 0.068, 'compound': -0.7351}"
What You Need to Know About #DeleteUber,2017-02-01,-0.4215,-0.011111111111111127,Technology,The ride-hailing company has been forced to contend with an unexpected event: a surge in users seeking to delete their accounts.,"['Car Services and Livery Cabs', 'Taxicabs and Taxicab Drivers', 'Immigration and Emigration']",https://www.nytimes.com/2017/01/31/business/delete-uber.html,article,News,"{'neg': 0.071, 'neu': 0.9, 'pos': 0.028, 'compound': -0.4215}"
The Depp Conundrum: Who Should Keep Tabs on the Money?,2017-02-01,-0.6298,0.050757575757575744,Business Day,New fiduciary rules are at the center of a battle in the federal government. Is Johnny Depp’s lawsuit against his financial advisers an argument for or against them?,"['Financial Planners', 'United States Politics and Government', 'Law and Legislation', 'Suits and Litigation (Civil)']",https://www.nytimes.com/2017/01/31/business/johnny-depp-management-group.html,article,News,"{'neg': 0.116, 'neu': 0.847, 'pos': 0.037, 'compound': -0.6298}"
Conservatives Alienated by Boy Scouts’ Shift on Transgender Policy,2017-02-01,0.0,0.3333333333333333,U.S.,Conservative groups view the decision by the Boy Scouts of America as another sign that the organization is moving away from its traditions.,"['Christians and Christianity', 'Transgender and Transsexuals', 'Homosexuality and Bisexuality', 'Freedom of Religion']",https://www.nytimes.com/2017/01/31/us/boy-scouts-transgender-policy.html,article,News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Wash Me, S’Il Vous Plaît",2017-02-01,-0.4404,-0.14444444444444446,New York,Recalling a universal message on a dirty car window.,['Automobiles'],https://www.nytimes.com/2017/01/31/nyregion/metropolitan-diary-wash-me-sil-vous-plait.html,article,Brief,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.4404}"
Where Neil Gorsuch Would Fit on the Supreme Court,2017-02-01,0.7269,0.2833333333333333,U.S.,Where Trump’s nominee falls on the court’s ideological spectrum.,['Conservatism (US Politics)'],https://www.nytimes.com/interactive/2017/01/31/us/politics/trump-supreme-court-nominee.html,multimedia,Interactive Feature,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.7269}"
"In Judge Neil Gorsuch, an Echo of Scalia in Philosophy and Style",2017-02-01,0.0,0.10555555555555556,U.S.,"Judge Gorsuch, 49, is an originalist, meaning he tries to interpret the Constitution consistently with the understanding of those who drafted and adopted it.","['Appointments and Executive Changes', 'Constitution (US)', 'United States Politics and Government']",https://www.nytimes.com/2017/01/31/us/politics/neil-gorsuch-supreme-court-nominee.html,article,News,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Senate Democrats Delay Confirmation of Mnuchin and Price,2017-02-01,-0.802,0.3333333333333333,U.S.,"Democrats boycotted a Senate Finance Committee meeting that had been scheduled to vote on the two cabinet picks, saying the nominees had given misleading information.","['United States Politics and Government', 'Appointments and Executive Changes']",https://www.nytimes.com/2017/01/31/us/politics/democrats-delay-confirmation-mnuchin-price.html,article,News,"{'neg': 0.164, 'neu': 0.806, 'pos': 0.03, 'compound': -0.802}"
Capitals’ Reuniting of John Carlson and Karl Alzner Pays Off,2017-02-01,0.7351,0.2583333333333333,Sports,"Carlson and Alzner, who were inseparable on and off the ice at the start of their careers, were teamed with other players for two years before becoming an effective unit again this season.","['Hockey, Ice']",https://www.nytimes.com/2017/01/31/sports/hockey/capitals-reuniting-of-john-carlson-and-karl-alzner-pays-off.html,article,News,"{'neg': 0.0, 'neu': 0.91, 'pos': 0.09, 'compound': 0.7351}"
"Max Wilcox, Grammy-Winning Record Producer, Dies at 88",2017-02-01,0.0,0.08333333333333333,Arts,Mr. Wilcox was called a musical collaborator by the pianist Arthur Rubinstein.,"['Classical Music', 'Grammy Awards', 'Deaths (Obituaries)']",https://www.nytimes.com/2017/01/31/arts/music/max-wilcox-dead.html,article,Obituary (Obit),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Why Democrats Should Oppose Neil Gorsuch,2017-02-01,0.0,0.16666666666666666,Opinion,It’s not about the nominee. It’s about an illegitimate process.,"['Filibusters and Debate Curbs', 'United States Politics and Government']",https://www.nytimes.com/2017/01/31/opinion/neil-gorsuch-how-democrats-should-respond.html,article,Op-Ed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Why Liberals Should Back Neil Gorsuch,2017-02-01,0.6249,0.23809523809523808,Opinion,"We disagree on many things, but he has the right temperament and independence for the Supreme Court.","['Federal Courts (US)', 'United States Politics and Government', 'Appointments and Executive Changes']",https://www.nytimes.com/2017/01/31/opinion/why-liberals-should-back-neil-gorsuch.html,article,Op-Ed,"{'neg': 0.043, 'neu': 0.839, 'pos': 0.118, 'compound': 0.6249}"
"As Canada Transforms, an Anti-Immigrant Fringe Stirs",2017-02-01,-0.8689,0.005555555555555536,World,"Some observers fear that law enforcement officials have played down the threat of far-right nationalist groups, preferring to focus on Islamic terrorism.","['Immigration and Emigration', 'Muslims and Islam', 'Discrimination', 'Hate Crimes', 'Fringe Groups and Movements']",https://www.nytimes.com/2017/01/31/world/americas/canada-quebec-nationalists.html,article,News,"{'neg': 0.198, 'neu': 0.76, 'pos': 0.042, 'compound': -0.8689}"
"Emmanuelle Riva, Star of ‘Hiroshima Mon Amour’ and ‘Amour,’ Dies at 89",2017-02-01,0.6369,0.2606060606060606,Movies,A French New Wave star who a half-century later was the oldest person nominated for an Oscar for best lead actor or actress.,"['Deaths (Obituaries)', 'ACTORS AND ACTRESSES', 'Movies']",https://www.nytimes.com/2017/01/31/movies/emmanuelle-riva-star-of-hiroshima-mon-amour-dies-at-89.html,article,Obituary (Obit),"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.6369}"
New York Officers and Mayor Reach Deal for 12% Raise Over 5 Years,2017-02-01,0.7003,0.13434343434343432,New York,"The agreement, retroactive to 2012, offers a cumulative 12 percent raise and provides that all officers below sergeants will wear body cameras.",['Organized Labor'],https://www.nytimes.com/2017/01/31/nyregion/new-york-officers-and-mayor-reach-deal-for-12-raise-over-5-years.html,article,News,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.7003}"
"John Wetton, Rocker With King Crimson and Asia, Dies at 67",2017-02-01,0.0,0.2333333333333333,Arts,"Mr. Wetton, a technically adept bassist with a smooth tenor voice, adapted the progressive rock of his earlier bands into later mainstream hits.","['Pop and Rock Music', 'Deaths (Obituaries)']",https://www.nytimes.com/2017/01/31/arts/music/john-wetton-rocker-with-king-crimson-and-asia-dies-at-67.html,article,Obituary (Obit),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
