headline,date,vader_SA,textblob_SA,section,abstract,keywords,url,doc_type,material_type,vader_full
Trump’s Book Club: A President Who Doesn’t Read Promotes the Books That Promote Him,2018-12-01,0.8779,0.16666666666666666,U.S.,"President Trump, who is not a reader, has used Twitter to plug a slew of Trump-friendly books with titles like “Why We Fight” and “The Russia Hoax.”","['Books and Literature', 'United States Politics and Government', 'Presidents and Presidency (US)']",https://www.nytimes.com/2018/11/30/us/politics/trump-books.html,article,News,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.8779}"
Kareem Hunt Is Cut by the Chiefs After a Video Showed Him Attacking a Woman,2018-12-01,-0.7496,0.0037037037037036904,Sports,"Hunt, a star running back, was also suspended by the N.F.L. hours after the release of the video, which showed Hunt knocking a woman down and kicking her at a hotel in February.","['Football', 'Domestic Violence']",https://www.nytimes.com/2018/11/30/sports/kareem-hunt-chiefs-video.html,article,News,"{'neg': 0.119, 'neu': 0.855, 'pos': 0.026, 'compound': -0.7496}"
Agency Pulls Back on Its Warning Against Talk of ‘Resistance’ in Federal Workplaces,2018-12-01,0.077,0.005952380952380917,U.S.,"Casual conversations about impeachment and invocations of “resistance” to policies, but not to President Trump, will be permitted, the Office of Special Counsel said.",['Hatch Act (1939)'],https://www.nytimes.com/2018/11/30/us/politics/federal-employees-trump-impeachment-resist.html,article,News,"{'neg': 0.103, 'neu': 0.839, 'pos': 0.058, 'compound': 0.077}"
A China Hawk Gains Prominence as Trump Confronts Xi on Trade,2018-12-01,-0.128,0.14166666666666666,U.S.,"Michael Pillsbury, the president’s top outside adviser on China, has the president’s ear ahead of negotiations with Xi Jinping.","['United States International Relations', 'United States Economy', 'United States Politics and Government', 'Books and Literature']",https://www.nytimes.com/2018/11/30/us/politics/trump-china-trade-xi-michael-pillsbury.html,article,News,"{'neg': 0.084, 'neu': 0.841, 'pos': 0.075, 'compound': -0.128}"
Wilmer Flores Is a Met No More,2018-12-01,0.4833,0.20416666666666666,Sports,"A fan favorite, Flores did not receive a contract offer from the Mets on Friday, making him a free agent.",['Baseball'],https://www.nytimes.com/2018/11/30/sports/wilmer-flores-mets.html,article,News,"{'neg': 0.088, 'neu': 0.78, 'pos': 0.133, 'compound': 0.4833}"
Will Trump Speak Up Against China’s Oppression?,2018-12-01,-0.5661,0.08333333333333333,Opinion,"In Argentina, President Trump has a chance to confront Xi Jinping on human rights abuses against the Uighurs.","['United States International Relations', 'Human Rights and Human Rights Violations', 'Uighurs (Chinese Ethnic Group)', 'Embargoes and Sanctions', 'United States Politics and Government']",https://www.nytimes.com/2018/11/30/opinion/xi-trump-uighurs-human-rights.html,article,Editorial,"{'neg': 0.119, 'neu': 0.839, 'pos': 0.042, 'compound': -0.5661}"
ISIS Official Known for Caging Foes Is Captured by Iraq,2018-12-01,0.296,0.5833333333333334,World,The captured operative was a midlevel official best known for having paraded captured Kurdish soldiers in cages.,"['Terrorism', 'Espionage and Intelligence Services']",https://www.nytimes.com/2018/11/30/world/middleeast/iraq-isis-prisoner.html,article,News,"{'neg': 0.068, 'neu': 0.837, 'pos': 0.095, 'compound': 0.296}"
Canada Faces a New Challenge as a Century of Automaking Ends,2018-12-01,0.5187,0.1515151515151515,World,Both Prime Minister Justin Trudeau and Premier Doug Ford of Ontario pledged to help jobless G.M. workers in Canada. But what aid they can truly offer is unclear.,"['Layoffs and Job Reductions', 'Shutdowns (Institutional)', 'Factories and Manufacturing', 'Automobiles']",https://www.nytimes.com/2018/11/30/world/canada/general-motors-closing-jobs.html,article,News,"{'neg': 0.044, 'neu': 0.834, 'pos': 0.122, 'compound': 0.5187}"
High Stakes for House Freshmen: The Office Lottery,2018-12-01,0.6386,-0.10166666666666667,U.S.,"Forget coveted committee assignments and leadership positions. The concern of the hour was who could land a picturesque view, or a spacious lobby to woo colleagues and constituents alike.","['Building Service Employees', 'Lotteries']",https://www.nytimes.com/2018/11/30/us/politics/freshmen-representatives-office-lottery.html,article,News,"{'neg': 0.037, 'neu': 0.812, 'pos': 0.15, 'compound': 0.6386}"
Mets Appear Near a Deal for Robinson Cano and Edwin Diaz,2018-12-01,0.296,0.13333333333333333,Sports,The trade would require the Mets to give the Seattle Mariners two prospects who were first-round draft picks.,"['Baseball', 'Trades (Sports)']",https://www.nytimes.com/2018/11/30/sports/mets-robinson-cano-edwin-diaz.html,article,News,"{'neg': 0.0, 'neu': 0.959, 'pos': 0.041, 'compound': 0.296}"
Knickers the Steer Really Is Big. But Most of Us Don’t Know a Cow’s Normal Size.,2018-12-01,0.5719,0.09761904761904762,Science,"If you thought Knickers was a once-in-a-lifetime giant, you may not be spending enough time with cattle. ","['Cattle', 'Factory Farming']",https://www.nytimes.com/2018/11/30/science/knickers-holstein-size.html,article,News,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.5719}"
Trump Tops Tricky Dick,2018-12-01,-0.4588,-0.4166666666666667,Opinion,"And now, the worst and the dumbest.","['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government']",https://www.nytimes.com/2018/11/30/opinion/donald-trump-cohen-mueller-manafort.html,article,Op-Ed,"{'neg': 0.277, 'neu': 0.55, 'pos': 0.173, 'compound': -0.4588}"
Scent of the Russians,2018-12-01,-0.6249,-0.3111111111111111,Opinion,There’s a connection between Cohen’s guilty plea and Ukraine’s desperate plight.,"['United States International Relations', 'United States Politics and Government', 'Defense and Military Forces', 'United States Defense and Military Forces', 'Russian Interference in 2016 US Elections and Ties to Trump Associates']",https://www.nytimes.com/2018/11/30/opinion/trump-russia-cohen-guilty-plea.html,article,Op-Ed,"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.6249}"
Quotation of the Day: Marriott Breach Puts Data of 500 Million at Risk,2018-12-01,0.0,0.16666666666666666,Today’s Paper,"Quotation of the Day for Saturday, December 1, 2018.",[],https://www.nytimes.com/2018/11/30/todayspaper/quotation-of-the-day-marriott-breach-puts-data-of-500-million-at-risk.html,article,Quote,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Quit Stalling,2018-12-01,-0.34,-0.06666666666666667,Crosswords & Games,Ryan McCarty tries to make us tense.,['Crossword Puzzles'],https://www.nytimes.com/2018/11/30/crosswords/daily-puzzle-2018-12-01.html,article,News,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.34}"
Trouble Looms for Mexico’s New President,2018-12-01,-0.7351,0.12367424242424242,Opinion,"The new leader will face many challenges, starting with his American counterpart. Damage control will be his first task.","['United States International Relations', 'Immigration and Emigration', 'Asylum, Right of', 'International Trade and World Market', 'North American Free Trade Agreement']",https://www.nytimes.com/2018/11/30/opinion/mexico-lopez-obrador-inauguration-castaneda.html,article,Op-Ed,"{'neg': 0.175, 'neu': 0.794, 'pos': 0.03, 'compound': -0.7351}"
Justice Dept. Says McKinsey Hid Dual Roles to Profit From Bankruptcy,2018-12-01,0.8316,0.16666666666666666,Business Day,A request to force the return of about $20 million in fees involves a coal company bankruptcy in which McKinsey was both an adviser and a creditor.,"['Bankruptcies', 'Suits and Litigation (Civil)', 'Mines and Mining']",https://www.nytimes.com/2018/11/30/business/mckinsey-bankruptcy-disclosures.html,article,News,"{'neg': 0.06, 'neu': 0.789, 'pos': 0.15, 'compound': 0.8316}"
"Corrections: December 1, 2018",2018-12-01,0.0,0.16666666666666666,Corrections,"Corrections appearing in print on Saturday, December 1, 2018.",[],https://www.nytimes.com/2018/11/30/pageoneplus/corrections-december-1-2018.html,article,Correction,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
