0,1
"['""happy easter""', '""jesus christ superstar""', '""jesus christ superstar live""', '""laura ingraham""', '""ncaa championship 2018""', '""fabolous""', '""channing tatum""', '""mlb scores""', '""13 reasons why season 2 date""', '""ready player one""', '""villanova""', '""dodgers""', '""roseanne""', '""roseanne barr""', '""real madrid""', '""mets""', '""easter""', '""mega millions""', '""a quiet place""', '""ncaa final four""', '""red sox""', '""villanova basketball""', '""far cry 5""', '""little caesars""', '""honey baked ham""']","['""+1,450%""', '""+1,250%""', '""+1,200%""', '""+1,100%""', '""+800%""', '""+750%""', '""+750%""', '""+700%""', '""+350%""', '""+250%""', '""+200%""', '""+200%""', '""+200%""', '""+170%""', '""+170%""', '""+170%""', '""+160%""', '""+140%""', '""+140%""', '""+130%""', '""+130%""', '""+120%""', '""+100%""', '""+100%""', '""+90%""']"
"['""patrick reed""', '""masters leaderboard 2018""', '""nasim aghdam""', '""tony finau""', '""conor mcgregor""', '""masters 2018""', '""rickie fowler""', '""jordan spieth""', '""national sibling day 2018""', '""the masters""', '""rory mcilroy""', '""ufc 223""', '""masters""', '""earthquake los angeles""', '""maya angelou""', '""tiger woods""', '""wrestlemania 34""', '""a quiet place""', '""the miracle season""', '""tony finau ankle""', '""blockers""', '""cardi b""', '""ufc""', '""chappaquiddick""', '""youtube shooting""']","['""+4,650%""', '""+2,700%""', '""+2,100%""', '""+1,350%""', '""+1,000%""', '""+850%""', '""+750%""', '""+650%""', '""+650%""', '""+650%""', '""+650%""', '""+550%""', '""+500%""', '""+450%""', '""+450%""', '""+450%""', '""+350%""', '""+350%""', '""+350%""', '""+300%""', '""+300%""', '""+250%""', '""+200%""', '""+180%""', '""+120%""']"
"['""barbara bush""', '""r lee ermey""', '""beyonce coachella""', '""tristan thompson""', '""harry anderson""', '""dez bryant""', '""lani blair""', '""khloe kardashian""', '""paul ryan""', '""boston marathon 2018""', '""lost in space""', '""syria""', '""coachella""', '""andre ingram""', '""nba playoffs""', '""nba playoffs 2018""', '""will ferrell""', '""rampage""', '""sean hannity""', '""beyonce""', '""truth or dare""', '""tax day 2018""', '""mark zuckerberg""', '""kawhi leonard""', '""carrie underwood""']","['""+4,100%""', '""+2,950%""', '""+2,500%""', '""+1,950%""', '""+1,850%""', '""+1,650%""', '""+1,250%""', '""+1,100%""', '""+950%""', '""+800%""', '""+800%""', '""+700%""', '""+650%""', '""+600%""', '""+550%""', '""+350%""', '""+250%""', '""+250%""', '""+250%""', '""+250%""', '""+200%""', '""+200%""', '""+180%""', '""+130%""', '""+130%""']"
"['""avicii""', '""verne troyer""', '""avicii cause of death""', '""waffle house shooting""', '""avici""', '""allison mack""', '""how did avicii die""', '""royal baby""', '""gregg popovich wife""', '""george hw bush""', '""super troopers 2""', '""royal baby 3""', '""i feel pretty""', '""traffik""', '""kate middleton""', '""nicaragua""', '""westworld""', '""southwest emergency landing""', '""barbara bush""', '""westworld season 2""', '""deadpool 2""', '""facebook log in""', '""prince""', '""infinity war""', '""avengers infinity war""']","['""Breakout""', '""Breakout""', '""+2,750%""', '""+2,150%""', '""+1,900%""', '""+1,550%""', '""+1,350%""', '""+850%""', '""+700%""', '""+650%""', '""+550%""', '""+450%""', '""+450%""', '""+450%""', '""+300%""', '""+250%""', '""+200%""', '""+200%""', '""+170%""', '""+170%""', '""+160%""', '""+110%""', '""+100%""', '""+100%""', '""+90%""']"
"['""golden state killer""', '""michelle wolf""', '""bill cosby""', '""captain marvel""', '""joseph james deangelo""', '""shaquem griffin""', '""josh allen""', '""nfl draft time""', '""who dies in infinity war""', '""fortnite season 4""', '""baker mayfield""', '""thanos""', '""infinity war""', '""nfl draft""', '""alfie evans""', '""nfl draft 2018""', '""avengers""', '""kanye west""', '""avengers infinity war""', '""nfl""', '""real madrid""', '""kentucky derby""', '""cinco de mayo""', '""dallas cowboys""', '""korea""']","['""+4,800%""', '""+4,200%""', '""+2,950%""', '""+2,350%""', '""+1,350%""', '""+1,250%""', '""+1,050%""', '""+750%""', '""+750%""', '""+700%""', '""+550%""', '""+450%""', '""+450%""', '""+450%""', '""+450%""', '""+400%""', '""+400%""', '""+400%""', '""+400%""', '""+250%""', '""+180%""', '""+140%""', '""+120%""', '""+80%""', '""+70%""']"
"['""met gala""', '""hawaii volcano""', '""met gala 2018""', '""this is america""', '""childish gambino""', '""kentucky derby 2018 horses""', '""donald glover""', '""volcano""', '""cobra kai""', '""kentucky derby 2018""', '""kentucky derby""', '""cinco de mayo""', '""john mccain""', '""boy scouts""', '""overboard""', '""mint julep""', '""teacher appreciation week 2018""', '""earthquake""', '""raptors""', '""elon musk""', '""mothers day gifts""', '""mothers day""', '""dicks sporting good""', '""capitals""', '""edible arrangements""']","['""+4,100%""', '""+3,800%""', '""+2,700%""', '""+2,500%""', '""+1,100%""', '""+800%""', '""+750%""', '""+750%""', '""+650%""', '""+650%""', '""+600%""', '""+400%""', '""+350%""', '""+350%""', '""+350%""', '""+300%""', '""+250%""', '""+200%""', '""+170%""', '""+150%""', '""+140%""', '""+100%""', '""+100%""', '""+80%""', '""+70%""']"
"['""happy mothers day""', '""margot kidder""', '""feliz dia de las madres""', '""happy mothers day 2018""', '""twitch prime""', '""savage x fenty""', '""lethal weapon""', '""kimberly guilfoyle""', '""life of the party""', '""breaking in""', '""meghan markle""', '""mothers day""', '""ufc""', '""edible arrangements""', '""deadpool 2""', '""tiger woods""', '""twitch""', '""mothers day ideas""', '""taylor swift""', '""1800 flowers""', '""flowers""', '""texas roadhouse""', '""phillies""', '""yankees""']","['""+3,000%""', '""+2,150%""', '""+1,600%""', '""+1,450%""', '""+550%""', '""+550%""', '""+500%""', '""+450%""', '""+350%""', '""+300%""', '""+180%""', '""+140%""', '""+100%""', '""+90%""', '""+90%""', '""+90%""', '""+80%""', '""+80%""', '""+60%""', '""+50%""', '""+50%""', '""+50%""', '""+40%""', '""+40%""']"
"['""laurel yanny""', '""texas school shooting""', '""yanni laurel""', '""santa fe high school""', '""aaron schlossberg""', '""yanny vs laurel""', '""yanny or laurel""', '""santa fe texas""', '""meghan markle wedding dress""', '""dimitrios pagourtzis""', '""laurel""', '""school shooting""', '""megan merkel""', '""royal wedding""', '""preakness""', '""princess diana""', '""preakness 2018""', '""billboard awards 2018""', '""show dogs""', '""13 reasons why""', '""13 reasons why cast""', '""kate middleton""', '""prince harry""', '""meghan markle""', '""prince william""']","['""Breakout""', '""Breakout""', '""+4,700%""', '""+4,000%""', '""+3,650%""', '""+3,200%""', '""+2,650%""', '""+2,400%""', '""+2,050%""', '""+1,850%""', '""+1,550%""', '""+1,400%""', '""+950%""', '""+850%""', '""+800%""', '""+700%""', '""+700%""', '""+700%""', '""+700%""', '""+650%""', '""+600%""', '""+600%""', '""+550%""', '""+550%""', '""+500%""']"
"['""valerie jarrett""', '""morgan freeman""', '""roseanne""', '""indiana school shooting""', '""tropical storm alberto""', '""chris paul""', '""liverpool vs real madrid""', '""harvey weinstein""', '""philip roth""', '""champions league final""', '""indy 500""', '""nba finals""', '""memorial day""', '""champions league""', '""solo movie""', '""tomi lahren""', '""rockets game""', '""warriors game""', '""rockets""', '""houston rockets""', '""warriors vs rockets""', '""gsw""', '""golden state""', '""warriors""', '""stanley cup""']","['""+3,900%""', '""+1,350%""', '""+1,100%""', '""+1,100%""', '""+850%""', '""+800%""', '""+650%""', '""+550%""', '""+500%""', '""+400%""', '""+350%""', '""+350%""', '""+300%""', '""+300%""', '""+300%""', '""+250%""', '""+250%""', '""+200%""', '""+160%""', '""+150%""', '""+150%""', '""+150%""', '""+150%""', '""+130%""', '""+120%""']"
"['""sophie brussaux""', '""fallout 76""', '""kate spade""', '""guatemala volcano""', '""samantha bee""', '""drake baby mama""', '""feckless""', '""chaka khan net worth""', '""jr smith""', '""bryan colangelo""', '""warriors vs cavs""', '""the1975..com""', '""chief keef""', '""action point""', '""guatemala""', '""david spade""', '""adrift""', '""tiger woods""', '""johnny depp""', '""nba finals 2018""', '""kanye west""', '""nba finals""', '""drake""', '""what did roseanne tweet""', '""pusha t""']","['""+3,500%""', '""+2,650%""', '""+2,450%""', '""+2,100%""', '""+1,950%""', '""+1,700%""', '""+1,550%""', '""+1,050%""', '""+950%""', '""+750%""', '""+700%""', '""+600%""', '""+550%""', '""+550%""', '""+450%""', '""+400%""', '""+400%""', '""+350%""', '""+300%""', '""+250%""', '""+250%""', '""+200%""', '""+180%""', '""+170%""', '""+170%""']"
"['""anthony bourdain""', '""jackson odell""', '""asia argento""', '""ihob""', '""charles krauthammer""', '""bode miller""', '""anthony bourdain quotes""', '""kids see ghost album""', '""hereditary""', '""e3""', '""dicks sporting good""', '""belmont stakes 2018""', '""belmont stakes""', '""hotel artemis""', '""ihop""', '""e3 2018""', '""cm punk""', '""halloween 2018""', '""hereditary trailer""', '""singapore""', '""kate spade death""', '""world cup schedule""', '""incredibles 2""', '""ufc""', '""david spade""']","['""Breakout""', '""+3,550%""', '""+2,500%""', '""+2,050%""', '""+1,400%""', '""+1,250%""', '""+800%""', '""+650%""', '""+600%""', '""+550%""', '""+500%""', '""+450%""', '""+450%""', '""+450%""', '""+350%""', '""+350%""', '""+300%""', '""+250%""', '""+250%""', '""+250%""', '""+170%""', '""+170%""', '""+150%""', '""+120%""', '""+90%""']"
"['""xxxtentacion died""', '""xxxtentacion""', '""xxxtentacion death""', '""xxxtentacion dead""', '""xxx tentacion""', '""happy fathers day""', '""us open leaderboard 2018""', '""portugal vs spain""', '""chris hardwick""', '""xxtentacion""', '""mexico vs germany""', '""world cup scores""', '""xxxtentacion songs""', '""happy fathers day images""', '""is xxxtentacion dead""', '""space force""', '""incredibles 2 showtimes""', '""brooks koepka""', '""fifa world cup""', '""brazil vs switzerland""', '""world cup""', '""russia vs saudi arabia""', '""fifa world cup 2018 schedule""', '""fifa world cup schedule""', '""us open""']","['""Breakout""', '""Breakout""', '""Breakout""', '""+4,050%""', '""+2,400%""', '""+2,300%""', '""+2,250%""', '""+2,250%""', '""+2,200%""', '""+2,150%""', '""+2,050%""', '""+1,950%""', '""+1,850%""', '""+1,800%""', '""+1,650%""', '""+1,500%""', '""+950%""', '""+950%""', '""+900%""', '""+850%""', '""+800%""', '""+800%""', '""+800%""', '""+750%""', '""+750%""']"
"['""vinnie paul""', '""red hen lexington""', '""melania trump jacket""', '""peter fonda""', '""argentina vs croatia""', '""mexico vs south korea""', '""liangelo ball""', '""charles krauthammer""', '""bet awards 2018""', '""world cup standings""', '""dwight howard""', '""corey lewandowski""', '""melania trump""', '""nba draft 2018""', '""nba draft""', '""jurassic world fallen kingdom""', '""demi lovato""', '""nhl draft 2018""', '""jurassic world""', '""grayson allen""', '""yellowstone tv show""', '""nba""', '""argentina""', '""westworld""', '""world cup scores""']","['""+3,900%""', '""+2,300%""', '""+1,300%""', '""+1,050%""', '""+1,000%""', '""+950%""', '""+750%""', '""+750%""', '""+650%""', '""+600%""', '""+400%""', '""+400%""', '""+400%""', '""+300%""', '""+250%""', '""+250%""', '""+200%""', '""+200%""', '""+160%""', '""+160%""', '""+130%""', '""+120%""', '""+110%""', '""+60%""', '""+50%""']"
"['""brazil vs mexico""', '""demarcus cousins""', '""justice kennedy""', '""fireworks show near me""', '""alexandria ocasio cortez""', '""jarrod ramos""', '""anthony kennedy""', '""fortnite twitter""', '""fortnite playground mode""', '""wimbledon""', '""supreme court justices""', '""nba free agency""', '""mexico vs sweden""', '""comcast outage""', '""germany vs south korea""', '""mbappe""', '""lebron james""', '""4th of july""', '""uncle drew""', '""joe jackson""', '""lebron""', '""world cup bracket""', '""drake""', '""deandre jordan""', '""lakers""']","['""+4,450%""', '""+2,000%""', '""+1,250%""', '""+1,200%""', '""+1,150%""', '""+1,050%""', '""+1,050%""', '""+550%""', '""+550%""', '""+500%""', '""+450%""', '""+450%""', '""+400%""', '""+400%""', '""+400%""', '""+350%""', '""+350%""', '""+350%""', '""+350%""', '""+350%""', '""+300%""', '""+300%""', '""+300%""', '""+250%""', '""+250%""']"
"['""thai cave rescue""', '""hailey baldwin""', '""justin bieber engaged""', '""france vs belgium""', '""cave rescue""', '""brett kavanaugh""', '""brazil vs belgium""', '""travis pastrana""', '""thailand cave rescue""', '""build a bear""', '""boys in cave""', '""thailand soccer team""', '""joey chestnut""', '""tab hunter""', '""ufc 226""', '""daniel cormier""', '""tony parker""', '""scott pruitt""', '""the first purge""', '""justin bieber""', '""happy 4th of july""', '""college board""', '""sharp objects""', '""france vs uruguay""', '""carmelo anthony""']","['""+2,400%""', '""+1,850%""', '""+1,850%""', '""+1,850%""', '""+1,750%""', '""+1,550%""', '""+950%""', '""+850%""', '""+800%""', '""+800%""', '""+700%""', '""+700%""', '""+700%""', '""+650%""', '""+550%""', '""+550%""', '""+500%""', '""+500%""', '""+500%""', '""+450%""', '""+350%""', '""+350%""', '""+300%""', '""+300%""', '""+250%""']"
"['""wimbledon final 2018""', '""france vs croatia""', '""ray emery""', '""amazon prime day""', '""kylie jenner net worth""', '""putin""', '""home run derby 2018""', '""england vs croatia""', '""pacquiao vs matthysse""', '""world cup final""', '""cardi b baby""', '""england croatia""', '""who is america""', '""world cup final 2018""', '""skyscraper""', '""isner""', '""manny machado""', '""kylie jenner""', '""croatia""', '""nadal""', '""hotel transylvania 3""', '""amazon prime""', '""build a bear""', '""fortnite season 5""', '""cardi b""']","['""+1,450%""', '""+1,050%""', '""+1,050%""', '""+950%""', '""+850%""', '""+750%""', '""+750%""', '""+700%""', '""+650%""', '""+650%""', '""+650%""', '""+550%""', '""+400%""', '""+350%""', '""+350%""', '""+300%""', '""+200%""', '""+200%""', '""+180%""', '""+180%""', '""+170%""', '""+150%""', '""+150%""', '""+150%""', '""+140%""']"
"['""duck boat""', '""james gunn""', '""duck boat accident""', '""tony sparano""', '""jimmy garoppolo""', '""british open""', '""british open 2018""', '""tiger woods""', '""demi lovato""', '""idiot""', '""the equalizer 2""', '""equalizer 2""', '""rowan atkinson""', '""kimberly guilfoyle""', '""shazam""', '""the open""', '""shark week""', '""lily james""', '""kawhi leonard""', '""mega millions""', '""mamma mia 2""', '""manny machado""', '""mega millions numbers""', '""cubs""']","['""Breakout""', '""+2,950%""', '""+2,400%""', '""+1,200%""', '""+1,050%""', '""+950%""', '""+900%""', '""+900%""', '""+850%""', '""+800%""', '""+700%""', '""+550%""', '""+500%""', '""+350%""', '""+250%""', '""+200%""', '""+200%""', '""+120%""', '""+110%""', '""+110%""', '""+100%""', '""+50%""', '""+40%""', '""+40%""']"
"['""carr fire""', '""redding fire""', '""hammerhead bat""', '""facebook stock""', '""demi lovato dead""', '""mission impossible fallout""', '""fb stock""', '""nick jonas""', '""mission impossible""', '""cal fire""', '""mollie tibbetts""', '""demi lovato""', '""nia wilson""', '""demi lovato overdose""', '""fb""', '""ready player one""', '""aapl""', '""mlb trade rumors""', '""red sox""', '""mlb standings""', '""mission impossible 6""', '""rockies""']","['""+3,700%""', '""+2,550%""', '""+1,500%""', '""+900%""', '""+850%""', '""+700%""', '""+500%""', '""+450%""', '""+400%""', '""+400%""', '""+250%""', '""+170%""', '""+130%""', '""+120%""', '""+110%""', '""+90%""', '""+80%""', '""+70%""', '""+70%""', '""+50%""', '""+50%""', '""+40%""']"
"['""urban meyer""', '""zombie boy""', '""rick genest""', '""sarah jeong""', '""shaun weiss""', '""zach smith""', '""death of a nation""', '""ufc 227""', '""astroworld""', '""the darkest minds""', '""travis scott""', '""the spy who dumped me""', '""alex jones""', '""crossfit games 2018""', '""christopher robin""', '""lollapalooza""', '""better call saul""', '""ufc""', '""robert redford""', '""mollie tibbetts""', '""nfl""', '""lebron james""']","['""Breakout""', '""+1,400%""', '""+1,100%""', '""+950%""', '""+900%""', '""+800%""', '""+650%""', '""+600%""', '""+600%""', '""+550%""', '""+400%""', '""+400%""', '""+300%""', '""+300%""', '""+300%""', '""+250%""', '""+180%""', '""+110%""', '""+100%""', '""+100%""', '""+90%""', '""+40%""']"
"['""aretha franklin""', '""omarosa""', '""pga championship leaderboard""', '""meteor shower""', '""pga championship 2018""', '""blackkklansman""', '""holy fire""', '""insatiable tv series""', '""holy fire update""', '""nfl scores""', '""pga""', '""the meg""', '""rogers cup""', '""ohio special election""', '""pga leaderboard""', '""dog days""', '""tiger woods""', '""ruby rose""', '""google classroom""', '""restaurants open near me""', '""kahoot""', '""quizlet""', '""cool math""', '""nfl preseason""', '""packers""']","['""+4,300%""', '""+1,550%""', '""+1,450%""', '""+1,000%""', '""+1,000%""', '""+650%""', '""+600%""', '""+550%""', '""+500%""', '""+400%""', '""+400%""', '""+300%""', '""+300%""', '""+300%""', '""+250%""', '""+200%""', '""+190%""', '""+190%""', '""+150%""', '""+100%""', '""+70%""', '""+60%""', '""+60%""', '""+60%""', '""+50%""']"
"['""chris watts""', '""asia argento""', '""to all the boys i loved before""', '""noah centineo""', '""jimmy bennett""', '""shannon watts""', '""nick jonas""', '""aretha franklin songs""', '""shanann watts""', '""search where the stone heads are looking""', '""mile 22""', '""post malone""', '""crazy rich asians""', '""aretha franklin""', '""ariana grande""', '""manafort""', '""madonna""', '""crazy rich asians movie""', '""google classroom""', '""classroom""', '""kahoot""', '""cool math games""', '""mollie tibbetts""', '""alpha""', '""ixl""']","['""+3,300%""', '""+1,800%""', '""+1,250%""', '""+1,150%""', '""+1,000%""', '""+900%""', '""+550%""', '""+550%""', '""+450%""', '""+400%""', '""+300%""', '""+250%""', '""+250%""', '""+250%""', '""+250%""', '""+250%""', '""+170%""', '""+160%""', '""+160%""', '""+120%""', '""+120%""', '""+100%""', '""+90%""', '""+80%""', '""+80%""']"
"['""john mccain""', '""mccain""', '""jacksonville shooting""', '""senator john mccain""', '""john mccain death""', '""david katz""', '""logan paul vs ksi""', '""hurricane hawaii""', '""hurricane lane""', '""who won logan or ksi""', '""the happytime murders""', '""eric decker""', '""ben affleck""', '""stefan karl""', '""beto o rourke""', '""epic games""', '""jacksonville""', '""happy time murders""', '""hawaii""', '""tiger woods""', '""urban meyer""', '""blackboard""', '""noah centineo""', '""sharp objects""', '""quizlet live""']","['""Breakout""', '""Breakout""', '""+4,000%""', '""+2,250%""', '""+1,750%""', '""+1,700%""', '""+1,600%""', '""+1,000%""', '""+1,000%""', '""+550%""', '""+550%""', '""+250%""', '""+180%""', '""+180%""', '""+180%""', '""+170%""', '""+160%""', '""+150%""', '""+130%""', '""+120%""', '""+90%""', '""+80%""', '""+80%""', '""+70%""', '""+70%""']"
"['""eminem kamikaze""', '""vanessa marquez""', '""college football scores""', '""eminem""', '""machine gun kelly""', '""nike stock""', '""henry kissinger""', '""jack ryan""', '""aretha franklin funeral""', '""gene wilder""', '""ncaa football""', '""kin""', '""khalil mack""', '""us open tennis 2018""', '""us open tennis""', '""operation finale""', '""us open""', '""college football""', '""john mccain funeral""', '""penn state football""', '""john mccain children""', '""aretha franklin""', '""labor day""', '""meghan mccain""', '""michigan football""']","['""+2,600%""', '""+1,700%""', '""+1,550%""', '""+1,350%""', '""+1,250%""', '""+1,250%""', '""+800%""', '""+650%""', '""+600%""', '""+500%""', '""+400%""', '""+350%""', '""+350%""', '""+350%""', '""+350%""', '""+300%""', '""+300%""', '""+300%""', '""+300%""', '""+300%""', '""+250%""', '""+250%""', '""+250%""', '""+250%""', '""+250%""']"
"['""mac miller""', '""hurricane florence""', '""burt reynolds""', '""mac miller dead""', '""mac miller death""', '""burt reynolds dead""', '""september 11""', '""hurricane florence 2018""', '""florence""', '""mac miller songs""', '""naomi osaka""', '""cardi b and nicki minaj""', '""bmw championship 2018""', '""nfl scores""', '""bobby brown""', '""julie chen""', '""monday night football""', '""hurricane""', '""hurricane tracker""', '""serena williams us open 2018""', '""ufc 228""', '""the nun""', '""aaron rodgers""', '""cardi b""', '""tesla stock""']","['""Breakout""', '""Breakout""', '""Breakout""', '""+2,550%""', '""+2,250%""', '""+2,100%""', '""+1,900%""', '""+1,750%""', '""+1,700%""', '""+1,600%""', '""+1,550%""', '""+1,450%""', '""+1,300%""', '""+1,050%""', '""+800%""', '""+700%""', '""+700%""', '""+650%""', '""+550%""', '""+550%""', '""+450%""', '""+300%""', '""+300%""', '""+250%""', '""+200%""']"
"['""iphone xr""', '""eminem killshot""', '""iphone xs max""', '""christine blasey ford""', '""vontae davis""', '""iphone xs""', '""hurricane florence live""', '""josh gordon""', '""frying pan tower""', '""ggg vs canelo 2""', '""apple watch 4""', '""emmys""', '""apple event""', '""a simple favor""', '""henry cavill""', '""liga mx""', '""hurricane florence update""', '""new iphone""', '""iphone x""', '""florence weather""', '""white boy rick""', '""the predator""', '""tcu""', '""hurricane tracker""', '""florence""']","['""+2,800%""', '""+2,800%""', '""+2,550%""', '""+2,200%""', '""+2,100%""', '""+1,550%""', '""+1,200%""', '""+1,050%""', '""+1,000%""', '""+1,000%""', '""+500%""', '""+400%""', '""+350%""', '""+350%""', '""+250%""', '""+250%""', '""+200%""', '""+190%""', '""+160%""', '""+140%""', '""+140%""', '""+140%""', '""+140%""', '""+100%""', '""+90%""']"
"['""bill cosby""', '""tiger woods""', '""bowsette""', '""maniac""', '""jimmy butler""', '""baker mayfield""', '""pga tour""', '""pga tour leaderboard""', '""life itself""', '""fahrenheit 11/9""', '""nfl week 3""', '""house with a clock in its walls""', '""addison russell""', '""joaquin phoenix""', '""tilray stock""', '""kavanaugh""', '""lil wayne""', '""this is us""', '""browns""', '""brett kavanaugh""', '""cleveland browns""', '""nfl standings""', '""detroit lions""']","['""+1,600%""', '""+1,300%""', '""+1,000%""', '""+650%""', '""+600%""', '""+550%""', '""+500%""', '""+500%""', '""+450%""', '""+400%""', '""+350%""', '""+300%""', '""+300%""', '""+180%""', '""+170%""', '""+130%""', '""+100%""', '""+90%""', '""+90%""', '""+80%""', '""+70%""', '""+60%""', '""+40%""']"
"['""lindsey graham""', '""jeff flake""', '""kavanaugh vote""', '""ryder cup results""', '""boofing""', '""ryder cup""', '""brett kavanaugh news""', '""mlb playoffs""', '""kavanaugh confirmation""', '""hell fest""', '""mark judge""', '""brett kavanaugh""', '""senate judiciary committee""', '""david wright""', '""kavanaugh""', '""lindsay lohan""', '""lil wayne""', '""earl thomas""', '""night school""', '""brewers""', '""rockies""', '""carter 5""', '""fortnite season 6""', '""brewers score""', '""colorado rockies""']","['""+1,700%""', '""+1,400%""', '""+1,300%""', '""+1,250%""', '""+750%""', '""+700%""', '""+700%""', '""+500%""', '""+500%""', '""+450%""', '""+350%""', '""+350%""', '""+350%""', '""+350%""', '""+300%""', '""+300%""', '""+250%""', '""+200%""', '""+200%""', '""+190%""', '""+180%""', '""+170%""', '""+160%""', '""+150%""', '""+140%""']"
"['""hurricane michael""', '""presidential alert""', '""khabib vs mcgregor""', '""khabib""', '""ufc 229""', '""hurricane michael 2018""', '""mcgregor fight""', '""mcgregor""', '""nikki haley""', '""conor mcgregor""', '""khabib nurmagomedov""', '""ufc""', '""jason van dyke""', '""drew brees""', '""susan collins""', '""yankees game""', '""venom""', '""mega millions results""', '""yankees""', '""a star is born""', '""braves""', '""red sox""', '""bradley cooper""', '""yankees score""', '""venom review""']","['""Breakout""', '""+2,200%""', '""+1,850%""', '""+1,850%""', '""+1,650%""', '""+1,550%""', '""+1,550%""', '""+1,250%""', '""+1,100%""', '""+750%""', '""+700%""', '""+700%""', '""+550%""', '""+550%""', '""+500%""', '""+500%""', '""+300%""', '""+250%""', '""+250%""', '""+250%""', '""+190%""', '""+180%""', '""+180%""', '""+160%""', '""+160%""']"
"['""paul allen""', '""aladdin 2019""', '""sylvester stallone""', '""ariana grande""', '""mega million""', '""pete davidson""', '""selena gomez""', '""meghan markle""', '""first man""', '""hurricane michael update""', '""mega millions results""', '""kanye west""', '""hurricane michael""', '""sarah ferguson""', '""mlb playoffs 2018""', '""hurricane""', '""mega millions""', '""baseball playoffs 2018""', '""stock market""', '""sears""', '""dow jones""', '""jimmy butler""', '""weather channel""', '""djia""', '""nba schedule""']","['""+1,700%""', '""+800%""', '""+500%""', '""+300%""', '""+300%""', '""+300%""', '""+250%""', '""+250%""', '""+250%""', '""+250%""', '""+200%""', '""+190%""', '""+180%""', '""+150%""', '""+140%""', '""+130%""', '""+110%""', '""+110%""', '""+100%""', '""+90%""', '""+90%""', '""+90%""', '""+90%""', '""+90%""', '""+80%""']"
"['""roman reigns""', '""mega million""', '""mega millions drawing""', '""lottery drawing tonight""', '""is youtube down""', '""mega millions payout""', '""mega million drawing time""', '""chris paul""', '""world series 2018""', '""mega millions""', '""nba scores""', '""lotto mega millions""', '""mega millions results""', '""mega millions numbers""', '""world series schedule""', '""powerball results""', '""megamillions""', '""amari cooper""', '""powerball""', '""manny machado""', '""lakers""', '""dodgers score""', '""nba""', '""dodgers game""', '""iphone xr""']","['""+1,300%""', '""+1,150%""', '""+1,000%""', '""+950%""', '""+950%""', '""+900%""', '""+750%""', '""+550%""', '""+500%""', '""+500%""', '""+450%""', '""+450%""', '""+450%""', '""+400%""', '""+400%""', '""+350%""', '""+300%""', '""+300%""', '""+300%""', '""+250%""', '""+170%""', '""+160%""', '""+160%""', '""+160%""', '""+150%""']"
"['""pittsburgh shooting""', '""cesar sayoc""', '""robert bowers""', '""megyn kelly""', '""powerball winner last night""', '""whitey bulger""', '""dodgers vs red sox""', '""mlb world series 2018""', '""squirrel hill""', '""sabrina the teenage witch""', '""hunter killer""', '""boston red sox world series""', '""world series 2018""', '""red dead redemption 2""', '""red dead redemption""', '""world series""', '""pittsburgh""', '""red sox game""', '""red sox""', '""daylight saving 2018""', '""boston red sox""', '""pumpkin carving ideas""', '""chad kelly""', '""packers""', '""redsox""']","['""+4,150%""', '""+3,500%""', '""+2,000%""', '""+1,850%""', '""+1,750%""', '""+1,400%""', '""+700%""', '""+550%""', '""+500%""', '""+450%""', '""+350%""', '""+350%""', '""+350%""', '""+350%""', '""+300%""', '""+300%""', '""+170%""', '""+150%""', '""+140%""', '""+130%""', '""+120%""', '""+120%""', '""+100%""', '""+100%""', '""+90%""']"
"['""where do i vote #electionday""', '""election results""', '""where to vote""', '""nick mullens""', '""nobody’s fool""', '""derrick rose""', '""ufc 230""', '""walmart black friday 2018""', '""election day 2018""', '""midterm elections""', '""black friday 2018""', '""bohemian rhapsody""', '""freddie mercury""', '""black friday ads 2018""', '""pete davidson""', '""daylight savings""', '""ufc""', '""tutuapp""', '""the grinch""', '""time change""', '""daylight savings 2018""', '""538""', '""alabama football""', '""timberwolves""', '""cowboys""']","['""+2,700%""', '""+1,400%""', '""+1,250%""', '""+1,200%""', '""+1,200%""', '""+700%""', '""+600%""', '""+350%""', '""+300%""', '""+250%""', '""+250%""', '""+250%""', '""+250%""', '""+170%""', '""+160%""', '""+160%""', '""+140%""', '""+120%""', '""+110%""', '""+100%""', '""+80%""', '""+80%""', '""+70%""', '""+60%""', '""+60%""']"
"['""stan lee""', '""california fires""', '""united states of america election results""', '""camp fire""', '""woolsey fire""', '""stan lee dead""', '""paradise fire""', '""california shooting""', '""malibu fire""', '""paradise california""', '""arizona senate race""', '""jim acosta""', '""jeff sessions""', '""georgia election results""', '""florida senate race""', '""georgia governor race""', '""election results 2018""', '""election results""', '""texas election results""', '""az senate race""', '""michigan election results""', '""ga governor race""', '""florida governor race""', '""mcsally""', '""florida elections""']","['""Breakout""', '""Breakout""', '""Breakout""', '""+4,300%""', '""+3,950%""', '""+3,450%""', '""+3,350%""', '""+2,850%""', '""+2,800%""', '""+2,600%""', '""+2,450%""', '""+2,250%""', '""+1,950%""', '""+1,450%""', '""+1,300%""', '""+1,200%""', '""+1,200%""', '""+1,150%""', '""+850%""', '""+850%""', '""+850%""', '""+750%""', '""+650%""', '""+650%""', '""+550%""']"
