0,1
"['""area 51 raid""', '""area 51""', '""hurricane barry""', '""charles levin""', '""rip torn""', '""bianca devins""', '""nintendo switch lite""', '""amazon prime day 2019""', '""prime day 2019""', '""new orleans weather""', '""prime day""', '""chris paul""', '""stuber""', '""federer""', '""crawl""', '""hurricane""', '""roger federer""', '""simona halep""', '""bastille day""', '""the lion king""', '""national hurricane center""', '""amazon prime""', '""lion king""', '""new orleans""', '""nintendo switch""']","['""Breakout""', '""+2,850%""', '""+2,650%""', '""+2,300%""', '""+1,800%""', '""+1,550%""', '""+850%""', '""+850%""', '""+700%""', '""+700%""', '""+650%""', '""+550%""', '""+500%""', '""+400%""', '""+300%""', '""+250%""', '""+250%""', '""+200%""', '""+170%""', '""+140%""', '""+140%""', '""+140%""', '""+110%""', '""+80%""', '""+80%""']"
"['""british open leaderboard""', '""cats trailer""', '""top gun 2""', '""top gun""', '""cats movie""', '""corvette c8""', '""manny pacquiao fight""', '""faceapp""', '""pacquiao vs thurman""', '""face app""', '""british open""', '""open championship""', '""peppa pig height""', '""aging app""', '""el chapo""', '""the open 2019""', '""liga mx""', '""tiger woods""', '""neil armstrong""', '""lion king cast""', '""lion king showtimes""', '""lion king""', '""ilhan omar""', '""bella thorne""', '""the lion king""']","['""+1,350%""', '""+1,150%""', '""+1,100%""', '""+1,050%""', '""+1,050%""', '""+900%""', '""+850%""', '""+800%""', '""+800%""', '""+750%""', '""+650%""', '""+650%""', '""+600%""', '""+450%""', '""+400%""', '""+350%""', '""+300%""', '""+250%""', '""+250%""', '""+200%""', '""+190%""', '""+170%""', '""+160%""', '""+160%""', '""+140%""']"
"['""gilroy garlic festival""', '""rutger hauer""', '""equifax data breach settlement""', '""equifax settlement""', '""gilroy garlic festival shooting""', '""equifax""', '""lupy games starjack io""', '""lupygames bottle flip 3d""', '""lupy games mini golf world""', '""fortnite world cup""', '""elijah cummings""', '""mueller testimony""', '""once upon a time in hollywood""', '""orange is the new black""', '""lupygames omg word pop""', '""lupy games doodle creatures""', '""nicole murphy""', '""the boys""', '""lupygames ado stunt cars 2""', '""wellsfargo log in""', '""dicks sporting goods""', '""adam sandler""', '""red sox""', '""the bachelorette""', '""tour de france""']","['""+2,400%""', '""+2,100%""', '""+1,850%""', '""+1,850%""', '""+1,100%""', '""+950%""', '""+850%""', '""+800%""', '""+750%""', '""+700%""', '""+450%""', '""+400%""', '""+350%""', '""+300%""', '""+300%""', '""+300%""', '""+250%""', '""+250%""', '""+250%""', '""+200%""', '""+130%""', '""+100%""', '""+60%""', '""+60%""', '""+50%""']"
"['""el paso shooting""', '""dayton shooting""', '""patrick crusius""', '""ohio shooting""', '""connor betts""', '""toni morrison""', '""saoirse kennedy hill""', '""mass shooting""', '""shooting in texas today""', '""national girlfriend day""', '""el paso""', '""tulsi gabbard""', '""marianne williamson""', '""hobbies interests""', '""dayton ohio""', '""crossfit games 2019""', '""personal finance""', '""descendants 3""', '""julianne hough""', '""hobbs and shaw""', '""andrew yang""', '""joe biden""', '""democratic debate""', '""hannah brown""', '""citi open""']","['""Breakout""', '""Breakout""', '""+4,600%""', '""+4,150%""', '""+2,700%""', '""+1,450%""', '""+1,300%""', '""+1,150%""', '""+1,150%""', '""+800%""', '""+700%""', '""+700%""', '""+650%""', '""+550%""', '""+550%""', '""+450%""', '""+450%""', '""+350%""', '""+350%""', '""+300%""', '""+250%""', '""+250%""', '""+200%""', '""+110%""', '""+100%""']"
"['""jeffrey epstein""', '""epstein""', '""prince andrew""', '""brooke houts""', '""liam hemsworth""', '""miley cyrus""', '""wu assassins""', '""scary stories to tell in the dark""', '""rogers cup""', '""nfl scores""', '""dora and the lost city of gold""', '""antonio brown""', '""the art of racing in the rain""', '""premier league""', '""google classroom""', '""danny trejo""', '""the kitchen""', '""antonio brown foot""', '""raiders""', '""dora movie""', '""hobbies interests""', '""personal finance""', '""patriots""', '""nfl""', '""dallas cowboys""']","['""+2,050%""', '""+1,650%""', '""+750%""', '""+700%""', '""+700%""', '""+650%""', '""+450%""', '""+400%""', '""+400%""', '""+400%""', '""+400%""', '""+300%""', '""+300%""', '""+250%""', '""+250%""', '""+200%""', '""+160%""', '""+150%""', '""+110%""', '""+90%""', '""+70%""', '""+70%""', '""+60%""', '""+60%""', '""+50%""']"
"['""cedric benson""', '""peter fonda""', '""why were corn flakes invented""', '""philadelphia shooting""', '""why were cornflakes invented""', '""ufc 241""', '""bmw championship""', '""nate diaz""', '""big big baller lupygames""', '""sextuplets""', '""patrick swayze""', '""blinded by the light""', '""benz""', '""gmaillogin""', '""cincinnati open""', '""good boys""', '""google classroom""', '""dicks sporting good""', '""bmw""', '""kahoot""', '""prodigy""', '""philadelphia""', '""google slides""', '""cool math""', '""cool math games""']","['""+2,850%""', '""+2,500%""', '""+2,200%""', '""+1,850%""', '""+950%""', '""+750%""', '""+600%""', '""+450%""', '""+400%""', '""+350%""', '""+350%""', '""+250%""', '""+200%""', '""+200%""', '""+200%""', '""+180%""', '""+150%""', '""+150%""', '""+110%""', '""+90%""', '""+90%""', '""+80%""', '""+80%""', '""+80%""', '""+70%""']"
"['""wizard of oz""', '""andrew luck""', '""the wizard of oz""', '""david koch""', '""amazon rainforest""', '""wizard of oz red slippers""', '""bombshell movie""', '""miami vs florida""', '""popeyes chicken sandwiches""', '""alyson stoner""', '""13 reasons why""', '""amazon fire""', '""popeyes""', '""us open tennis""', '""amazon forest fire""', '""13 reasons why season 3""', '""ready or not""', '""angel has fallen""', '""benz""', '""taylor swift""', '""college football""', '""tom holland""', '""bmw""', '""thanos""', '""spiderman""']","['""Breakout""', '""+2,850%""', '""+1,700%""', '""+1,500%""', '""+1,500%""', '""+1,350%""', '""+1,200%""', '""+750%""', '""+750%""', '""+650%""', '""+600%""', '""+550%""', '""+500%""', '""+500%""', '""+350%""', '""+350%""', '""+250%""', '""+250%""', '""+180%""', '""+170%""', '""+140%""', '""+140%""', '""+120%""', '""+110%""', '""+110%""']"
"['""job hunting""', '""binance""', '""hurricane dorian""', '""btc""', '""dorian update""', '""jessi combs""', '""hurricane dorian update""', '""dorian""', '""dorian path""', '""dorian tracker""', '""dorian track""', '""hurricane tracker""', '""kevin hart car accident""', '""hurricane dorian track""', '""kevin hart""', '""hurricane dorian tracker""', '""weather channel hurricane""', '""noaa hurricane dorian""', '""hurricane""', '""hurricane dorian 2019""', '""hurricane florida""', '""tracking dorian""', '""noaa hurricane""', '""loans""', '""national hurricane center""']","['""Breakout""', '""Breakout""', '""Breakout""', '""Breakout""', '""Breakout""', '""Breakout""', '""Breakout""', '""+3,200%""', '""+3,150%""', '""+2,900%""', '""+2,900%""', '""+2,850%""', '""+2,750%""', '""+2,700%""', '""+2,650%""', '""+2,350%""', '""+2,050%""', '""+1,850%""', '""+1,650%""', '""+1,650%""', '""+1,450%""', '""+1,000%""', '""+900%""', '""+800%""', '""+550%""']"
"['""antonio brown""', '""kylie rae harris""', '""antonio brown news""', '""bears vs packers""', '""nfl scores""', '""chandrayaan 2""', '""mexico vs usa""', '""ufc 242""', '""it chapter 2""', '""iphone 11""', '""nicki minaj""', '""thursday night football""', '""patriots""', '""nfl""', '""raiders""', '""new england patriots""', '""nfl schedule""', '""toto""', '""rafael nadal""', '""ufc""', '""nfl games today""', '""tiktok""', '""oakland raiders""', '""browns""', '""green bay packers""']","['""+3,300%""', '""+2,550%""', '""+1,300%""', '""+1,150%""', '""+1,150%""', '""+750%""', '""+600%""', '""+500%""', '""+350%""', '""+350%""', '""+200%""', '""+200%""', '""+200%""', '""+160%""', '""+150%""', '""+140%""', '""+130%""', '""+120%""', '""+110%""', '""+100%""', '""+100%""', '""+100%""', '""+90%""', '""+90%""', '""+90%""']"
"['""eddie money""', '""cokie roberts""', '""shane gillis""', '""iphone 11 pro max""', '""paulina porizkova""', '""friday the 13th""', '""9/11""', '""felicity huffman""', '""twin towers""', '""iphone 11 pro""', '""borderlands 3""', '""iphone 11""', '""brittany taylor ig""', '""hustlers""', '""drew brees""', '""ben roethlisberger""', '""thursday night football""', '""the cars""', '""mexico vs argentina""', '""andrew yang""', '""panthers""', '""little caesars pizza""']","['""+3,850%""', '""+1,650%""', '""+1,000%""', '""+750%""', '""+650%""', '""+600%""', '""+550%""', '""+500%""', '""+450%""', '""+450%""', '""+450%""', '""+250%""', '""+250%""', '""+250%""', '""+200%""', '""+160%""', '""+150%""', '""+130%""', '""+130%""', '""+130%""', '""+80%""', '""+60%""']"
"['""friends ross""', '""friends rachel""', '""friends joey""', '""friends phoebe""', '""friends chandler""', '""friends monica""', '""area 51 raid""', '""area 51""', '""sid haig""', '""ross geller""', '""greta thunberg""', '""tekashi 69""', '""emmy winners 2019""', '""6ix9ine""', '""emmys 2019""', '""ad astra""', '""ios 13""', '""houston weather""', '""europa league""', '""fall season""', '""gardner minshew""', '""jalen ramsey""', '""downton abbey movie""', '""nfl standings""', '""cubs""']","['""+4,850%""', '""+1,850%""', '""+1,700%""', '""+1,500%""', '""+1,500%""', '""+1,350%""', '""+1,250%""', '""+1,050%""', '""+1,000%""', '""+950%""', '""+950%""', '""+800%""', '""+650%""', '""+600%""', '""+350%""', '""+300%""', '""+250%""', '""+200%""', '""+190%""', '""+160%""', '""+140%""', '""+90%""', '""+70%""', '""+50%""', '""+40%""']"
"['""national son day""', '""saints vs cowboys""', '""the politician""', '""amber guyger""', '""adam schiff""', '""impeachment""', '""kanye west""', '""this is us""', '""judy garland""', '""trump""', '""trump news""', '""trump twitter""', '""joker""', '""donald trump""', '""marshalls""', '""jose jose""', '""justin bieber""', '""nancy pelosi""', '""packers""', '""liga mx""']","['""+1,650%""', '""+950%""', '""+550%""', '""+500%""', '""+450%""', '""+250%""', '""+160%""', '""+130%""', '""+100%""', '""+90%""', '""+80%""', '""+80%""', '""+70%""', '""+70%""', '""+70%""', '""+70%""', '""+70%""', '""+60%""', '""+60%""', '""+40%""']"
"['""diahann carroll""', '""packers vs cowboys""', '""national boyfriend day""', '""browns vs 49ers""', '""cody simpson""', '""joker review""', '""big mouth""', '""joaquin phoenix""', '""joker""', '""mason rudolph""', '""mlb playoffs""', '""the joker""', '""bernie sanders""', '""joker movie""', '""braves""', '""kylie jenner""', '""dodgers""', '""nationals""', '""49ers""', '""astros""', '""botham jean""', '""yankees""', '""atlanta braves""', '""entertainment""', '""nhl""']","['""+1,550%""', '""+1,250%""', '""+1,000%""', '""+900%""', '""+750%""', '""+500%""', '""+400%""', '""+400%""', '""+350%""', '""+300%""', '""+300%""', '""+300%""', '""+300%""', '""+250%""', '""+250%""', '""+250%""', '""+190%""', '""+190%""', '""+180%""', '""+170%""', '""+140%""', '""+140%""', '""+140%""', '""+140%""', '""+110%""']"
"['""joseph antoine ferdinand plateau""', '""yankees vs astros""', '""sulli""', '""lions vs packers""', '""cowboys vs jets""', '""brooke nevils nbc""', '""nationals vs cardinals""', '""giants vs patriots""', '""ronan farrow""', '""fortnite season 11""', '""brooke neville""', '""errol spence""', '""jexi""', '""el camino""', '""fortnite""', '""redskins vs dolphins""', '""gemini man""', '""pg&e power shutdown""', '""columbus day 2019""', '""pixel 4""', '""earthquake""', '""astros""', '""india vs south africa""', '""lsu football""', '""astros score""']","['""Breakout""', '""+2,200%""', '""+1,350%""', '""+1,250%""', '""+1,100%""', '""+1,100%""', '""+1,050%""', '""+900%""', '""+850%""', '""+800%""', '""+750%""', '""+600%""', '""+450%""', '""+350%""', '""+300%""', '""+300%""', '""+300%""', '""+190%""', '""+150%""', '""+150%""', '""+150%""', '""+130%""', '""+120%""', '""+120%""', '""+110%""']"
"['""elijah cummings""', '""dallas tornado""', '""eagles vs cowboys""', '""raiders vs packers""', '""tulsi gabbard""', '""saints vs bears""', '""tennessee vs alabama""', '""cooke maroney""', '""patrick mahomes""', '""world series 2019""', '""jose altuve""', '""real madrid""', '""patrick day""', '""world series""', '""maleficent""', '""astros vs yankees""', '""dicks sporting good""', '""yankees""', '""meghan markle""', '""urban dictionary""', '""raiders""', '""bills""', '""buffalo bills""', '""new york yankees""', '""broncos""']","['""+4,950%""', '""+2,550%""', '""+1,350%""', '""+800%""', '""+750%""', '""+750%""', '""+700%""', '""+700%""', '""+400%""', '""+350%""', '""+250%""', '""+250%""', '""+250%""', '""+200%""', '""+140%""', '""+120%""', '""+110%""', '""+70%""', '""+70%""', '""+60%""', '""+50%""', '""+50%""', '""+50%""', '""+50%""', '""+40%""']"
"['""sylvia plath""', '""kincade fire""', '""getty fire""', '""mckamey manor""', '""astros vs nationals""', '""world series score""', '""katie hill photos""', '""katie hill""', '""toby mac son""', '""browns vs patriots""', '""packers vs chiefs""', '""jesus is king""', '""pge outage map""', '""panthers vs 49ers""', '""auburn vs lsu""', '""clippers vs warriors""', '""nba scores""', '""modern warfare""', '""jazz vs lakers""', '""oklahoma vs kansas state""', '""kanye west""', '""outer worlds""', '""nate diaz""', '""gmail sign in""', '""world series""']","['""Breakout""', '""+3,900%""', '""+2,200%""', '""+1,950%""', '""+1,650%""', '""+1,600%""', '""+1,550%""', '""+1,450%""', '""+1,450%""', '""+850%""', '""+800%""', '""+800%""', '""+700%""', '""+650%""', '""+600%""', '""+600%""', '""+500%""', '""+450%""', '""+450%""', '""+400%""', '""+400%""', '""+400%""', '""+300%""', '""+300%""', '""+250%""']"
"['""will rogers""', '""john witherspoon""', '""cowboys vs giants""', '""patriots vs ravens""', '""world series game 7""', '""alexandra grant""', '""day of the dead""', '""jermaine whitehead""', '""49ers vs cardinals""', '""ufc 244""', '""colts vs steelers""', '""jeffree star""', '""vikings vs chiefs""', '""epstein""', '""heidi klum""', '""erin andrews""', '""jeffrey epstein""', '""ravens""', '""harriet""', '""ufc""', '""nate diaz""', '""black friday 2019 ads""', '""popeyes""', '""terminator dark fate""', '""team trees""']","['""Breakout""', '""Breakout""', '""+1,800%""', '""+1,350%""', '""+1,200%""', '""+950%""', '""+900%""', '""+800%""', '""+750%""', '""+750%""', '""+600%""', '""+600%""', '""+500%""', '""+350%""', '""+350%""', '""+350%""', '""+300%""', '""+250%""', '""+200%""', '""+200%""', '""+200%""', '""+200%""', '""+170%""', '""+150%""', '""+110%""']"
"['""the edmonton grads""', '""boondocks characters""', '""logan paul vs ksi""', '""vikings vs cowboys""', '""seahawks vs 49ers""', '""logan paul""', '""lsu vs alabama""', '""veterans day""', '""betty white""', '""disney plus app""', '""school closings""', '""joe burrow""', '""falcons vs saints""', '""playing with fire""', '""disney plus""', '""rick and morty season 4""', '""lsu""', '""veterans day 2019""', '""the mandalorian""', '""last christmas""', '""walmart black friday 2019""', '""college football rankings""', '""midway movie""', '""midway""', '""dicks sporting good""']","['""Breakout""', '""+2,050%""', '""+1,850%""', '""+1,400%""', '""+1,250%""', '""+1,250%""', '""+1,100%""', '""+1,000%""', '""+800%""', '""+650%""', '""+650%""', '""+550%""', '""+500%""', '""+500%""', '""+500%""', '""+450%""', '""+450%""', '""+300%""', '""+250%""', '""+250%""', '""+200%""', '""+170%""', '""+150%""', '""+150%""', '""+130%""']"
"['""myles garrett""', '""steelers vs browns""', '""kaepernick""', '""colin kaepernick""', '""school shooting""', '""baby yoda""', '""mason rudolph""', '""venice flooding""', '""chiefs vs chargers""', '""dwayne johnson""', '""impeachment hearings schedule""', '""cma awards 2019""', '""mandalorian""', '""roger stone""', '""impeachment""', '""carmelo anthony""', '""the mandalorian""', '""the good liar""', '""browns""', '""ford vs ferrari movie""', '""trump impeachment""', '""steelers""', '""walmart black friday 2019 ad""', '""black friday deals 2019""', '""eagles""']","['""+4,950%""', '""+2,000%""', '""+1,800%""', '""+1,450%""', '""+1,350%""', '""+1,350%""', '""+1,100%""', '""+700%""', '""+650%""', '""+550%""', '""+450%""', '""+450%""', '""+400%""', '""+400%""', '""+350%""', '""+350%""', '""+350%""', '""+300%""', '""+200%""', '""+190%""', '""+160%""', '""+120%""', '""+110%""', '""+100%""', '""+90%""']"
"['""cybertruck""', '""tesla cybertruck""', '""tesla truck""', '""cowboys vs patriots""', '""penn state vs ohio state""', '""justin timberlake""', '""dicks sport""', '""21 bridges""', '""grammy nominations""', '""colts vs texans""', '""tesla""', '""sondland""', '""liga mx""', '""frozen 2""', '""gymshark""', '""champions league""', '""tulsi gabbard""', '""premier league""', '""green bean casserole""', '""knives out""', '""bloomberg""', '""honey baked ham""', '""packers""', '""walmart black friday ad""', '""prince andrew""']","['""Breakout""', '""+3,200%""', '""+2,950%""', '""+1,350%""', '""+750%""', '""+700%""', '""+600%""', '""+550%""', '""+500%""', '""+500%""', '""+450%""', '""+450%""', '""+400%""', '""+300%""', '""+300%""', '""+250%""', '""+250%""', '""+250%""', '""+250%""', '""+170%""', '""+160%""', '""+150%""', '""+140%""', '""+110%""', '""+110%""']"
"['""history of thanksgiving""', '""jimmy hoffa""', '""alabama vs auburn""', '""cyber monday""', '""kohls black friday sales 2019""', '""cyber monday deals""', '""bills vs cowboys""', '""walmart cyber monday""', '""cyber monday 2019""', '""ohio state vs michigan""', '""dicks sporting black friday 2019""', '""happy thanksgiving 2019""', '""saints vs falcons""', '""happy thanksgiving""', '""mavericks vs lakers""', '""browns vs steelers""', '""the irishman""', '""walmart hours""', '""queen and slim""', '""apple watch series 3""', '""josh allen""', '""jcpenney black friday""', '""pacsun""', '""costco black friday""', '""target black friday""']","['""Breakout""', '""+1,700%""', '""+1,700%""', '""+1,650%""', '""+1,600%""', '""+1,350%""', '""+1,300%""', '""+1,250%""', '""+1,200%""', '""+1,000%""', '""+900%""', '""+700%""', '""+700%""', '""+600%""', '""+400%""', '""+400%""', '""+400%""', '""+350%""', '""+300%""', '""+300%""', '""+250%""', '""+200%""', '""+200%""', '""+190%""', '""+170%""']"
"['""camille claudel""', '""juice wrld""', '""juice wrld dead""', '""juice world""', '""spotify wrapped""', '""cowboys vs bears""', '""miss universe 2019""', '""lsu vs georgia""', '""chiefs vs patriots""', '""49ers vs saints""', '""ohio state vs wisconsin""', '""1444""', '""pearl harbor""', '""spotify wrapped 2019""', '""redskins vs packers""', '""marriage story""', '""will smith""', '""bath and body works candle day""', '""mike norvell""', '""thursday night football""', '""quizlet live""', '""quizizz""', '""spotify""', '""peloton""', '""quizlet""']","['""Breakout""', '""Breakout""', '""+2,950%""', '""+2,800%""', '""+1,750%""', '""+1,450%""', '""+1,300%""', '""+1,200%""', '""+1,050%""', '""+950%""', '""+850%""', '""+800%""', '""+650%""', '""+550%""', '""+450%""', '""+250%""', '""+200%""', '""+200%""', '""+200%""', '""+170%""', '""+160%""', '""+150%""', '""+140%""', '""+140%""', '""+130%""']"
"['""xbox series x""', '""danny aiello""', '""presidents cup""', '""penis fish""', '""rams vs cowboys""', '""army navy game""', '""falcons vs 49ers""', '""uk election results""', '""greta thunberg""', '""bears vs packers""', '""gmail mail login""', '""janoris jenkins""', '""jets vs ravens""', '""drew brees""', '""browns vs cardinals""', '""nick cannon""', '""eminem""', '""ufc""', '""dicks sporting goods""', '""virgin river""', '""wayne brady""', '""lamar jackson""', '""jersey city shooting""', '""champions league""', '""grade calculator""']","['""+2,600%""', '""+1,250%""', '""+1,150%""', '""+1,100%""', '""+1,100%""', '""+800%""', '""+700%""', '""+700%""', '""+650%""', '""+650%""', '""+600%""', '""+600%""', '""+550%""', '""+300%""', '""+250%""', '""+200%""', '""+130%""', '""+120%""', '""+120%""', '""+90%""', '""+90%""', '""+80%""', '""+60%""', '""+60%""', '""+60%""']"
"['""holiday season""', '""winter season""', '""50 most popular women""', '""luka magnotta""', '""bills vs patriots""', '""asap rocky""', '""marshawn lynch""', '""cowboys vs eagles""', '""norad santa tracker""', '""did trump get impeached""', '""what does impeachment mean""', '""the witcher""', '""trump impeached""', '""rams vs 49ers""', '""star wars the rise of skywalker""', '""impeached presidents""', '""eddie murphy""', '""rise of skywalker""', '""trump impeachment""', '""steelers vs jets""', '""santa tracker""', '""trump impeachment vote""', '""impeachment process""', '""impeachment""', '""winter solstice""']","['""Breakout""', '""Breakout""', '""+2,000%""', '""+1,750%""', '""+1,450%""', '""+1,250%""', '""+1,150%""', '""+1,000%""', '""+1,000%""', '""+1,000%""', '""+1,000%""', '""+900%""', '""+900%""', '""+850%""', '""+850%""', '""+750%""', '""+750%""', '""+500%""', '""+500%""', '""+500%""', '""+500%""', '""+450%""', '""+450%""', '""+350%""', '""+300%""']"
"['""ohio state vs clemson""', '""texas church shooting""', '""don imus""', '""lsu vs oklahoma 2019""', '""carley mccord""', '""dolphins vs patriots""', '""america vs monterrey""', '""stores open on christmas day""', '""eagles vs giants""', '""clemson""', '""happy new year 2020""', '""you season 2""', '""spies in disguise""', '""new years eve events near me""', '""lsu""', '""clemson football""', '""college football games today""', '""whats open christmas day""', '""jason garrett""', '""ohio state""', '""lsu football""', '""little women""', '""boxing day""', '""college football scores""', '""nfl playoff schedule""']","['""+3,000%""', '""+2,950%""', '""+1,800%""', '""+1,450%""', '""+1,350%""', '""+1,150%""', '""+1,050%""', '""+1,050%""', '""+1,000%""', '""+1,000%""', '""+950%""', '""+900%""', '""+700%""', '""+700%""', '""+650%""', '""+600%""', '""+550%""', '""+450%""', '""+450%""', '""+400%""', '""+350%""', '""+300%""', '""+300%""', '""+300%""', '""+300%""']"
"['""ww3""', '""world war 3""', '""iran""', '""golden globes""', '""ricky gervais""', '""mollie fitzgerald""', '""australia fires""', '""titans vs patriots""', '""iran news""', '""david stern""', '""bills vs texans""', '""nick gordon""', '""lexii alijai""', '""seahawks vs eagles""', '""qassem soleimani""', '""google classroom""', '""cameron diaz""', '""puerto rico earthquake""', '""australia fires map""', '""mike mccarthy""', '""the grudge""', '""carson wentz""', '""patricia arquette""', '""tom hanks""', '""kate mckinnon""']","['""Breakout""', '""Breakout""', '""+3,650%""', '""+3,050%""', '""+3,000%""', '""+2,200%""', '""+2,100%""', '""+1,800%""', '""+1,750%""', '""+1,550%""', '""+1,350%""', '""+1,250%""', '""+1,200%""', '""+1,150%""', '""+1,000%""', '""+1,000%""', '""+800%""', '""+700%""', '""+700%""', '""+550%""', '""+450%""', '""+450%""', '""+450%""', '""+400%""', '""+400%""']"
"['""neil peart""', '""lsu clemson game 2020""', '""titans vs ravens""', '""texans vs chiefs""', '""packers vs seahawks""', '""harry and meghan""', '""lyme disease""', '""vikings vs 49ers""', '""clemson vs lsu""', '""lsu""', '""meghan markle""', '""clemson tigers""', '""joe burrow""', '""chiefs""', '""national championship""', '""ravens""', '""kansas city chiefs""', '""ncaa football championship""', '""packers""', '""trevor lawrence""', '""like a boss""', '""college football championship""', '""lsu football""', '""49ers""', '""green bay packers""']","['""+3,800%""', '""+3,450%""', '""+1,900%""', '""+1,750%""', '""+1,600%""', '""+1,200%""', '""+1,000%""', '""+950%""', '""+800%""', '""+750%""', '""+600%""', '""+550%""', '""+500%""', '""+500%""', '""+400%""', '""+400%""', '""+350%""', '""+350%""', '""+350%""', '""+350%""', '""+300%""', '""+300%""', '""+250%""', '""+250%""', '""+250%""']"
"['""martin luther king jr. day""', '""mcgregor fight""', '""delonte west""', '""aaron hernandez""', '""luke kuechly""', '""coronavirus""', '""packers vs 49ers""', '""packers vs 49ers playoffs""', '""conor mcgregor fight""', '""ufc 246""', '""rocky johnson""', '""chiefs vs titans""', '""conor mcgregor""', '""ufc""', '""australian open""', '""gmail.com signin""', '""betty white""', '""aaron hernandez netflix""', '""donald cerrone""', '""bad boys 3""', '""espn plus""', '""martin luther king jr""', '""superbowl""', '""weather tomorrow""', '""brad pitt""']","['""Breakout""', '""+2,300%""', '""+2,050%""', '""+1,700%""', '""+1,500%""', '""+1,450%""', '""+1,150%""', '""+1,100%""', '""+1,100%""', '""+1,050%""', '""+1,000%""', '""+900%""', '""+550%""', '""+550%""', '""+550%""', '""+450%""', '""+350%""', '""+300%""', '""+250%""', '""+250%""', '""+250%""', '""+200%""', '""+150%""', '""+120%""', '""+80%""']"
"['""kobe bryant""', '""kobe""', '""kobe bryant helicopter""', '""kobe bryant dead""', '""vanessa bryant""', '""kobe bryant crash""', '""helicopter crash""', '""kobe bryant death""', '""kobe bryant wife""', '""kobe bryant kids""', '""kobe bryant daughter""', '""kobe bryant died""', '""gianna bryant""', '""kobe bryant helicopter crash""', '""rick fox""', '""kobe bryant family""', '""kobe bryant daughters""', '""kobe bryant rape""', '""coronavirus in usa""', '""superbowl sunday 2020 date""', '""lunar new year""', '""grammys 2020""', '""john altobelli""', '""sikorsky s-76""', '""corona virus""']","['""Breakout""', '""Breakout""', '""Breakout""', '""Breakout""', '""Breakout""', '""Breakout""', '""Breakout""', '""Breakout""', '""Breakout""', '""Breakout""', '""Breakout""', '""+5,000%""', '""+4,700%""', '""+4,200%""', '""+4,150%""', '""+3,450%""', '""+2,900%""', '""+2,250%""', '""+2,200%""', '""+2,200%""', '""+2,050%""', '""+2,000%""', '""+1,900%""', '""+1,900%""', '""+1,750%""']"
"['""greensboro sit-in""', '""iowa caucus results""', '""shakira""', '""iowa caucus""', '""super bowl score""', '""super bowl 2020 time""', '""caucus""', '""superbowl score""', '""shakira age""', '""halftime show 2020""', '""shaun weiss""', '""super bowl time""', '""wheres my refund.com""', '""j lo""', '""how old is shakira""', '""what time is the super bowl""', '""super bowl halftime show 2020""', '""jennifer lopez""', '""49ers vs chiefs""', '""groundhog day 2020""', '""null""', '""andy reid""', '""superbowl 2020 halftime""', '""patrick mahomes""', '""mahomes""']","['""Breakout""', '""Breakout""', '""+4,350%""', '""+3,950%""', '""+3,200%""', '""+3,200%""', '""+2,850%""', '""+2,550%""', '""+2,100%""', '""+2,050%""', '""+2,000%""', '""+1,850%""', '""+1,700%""', '""+1,500%""', '""+1,400%""', '""+1,250%""', '""+1,250%""', '""+1,200%""', '""+1,150%""', '""+1,150%""', '""+1,150%""', '""+1,050%""', '""+950%""', '""+750%""', '""+750%""']"
"['""kirk douglas""', '""gayle king""', '""orson bean""', '""oscars""', '""oscars 2020""', '""robert conrad""', '""locke and key""', '""laura dern""', '""nancy pelosi""', '""school closings""', '""renee zellweger""', '""ufc 247""', '""irs refund tracker""', '""xfl""', '""xfl schedule""', '""parasite""', '""jon jones""', '""maría teresa vera""', '""parasite movie""', '""andrew wiggins""', '""suns vs lakers""', '""joaquin phoenix""', '""mitt romney""', '""birds of prey""', '""pete buttigieg""']","['""+4,150%""', '""+3,500%""', '""+1,700%""', '""+1,500%""', '""+1,350%""', '""+1,250%""', '""+1,100%""', '""+950%""', '""+950%""', '""+800%""', '""+750%""', '""+700%""', '""+700%""', '""+700%""', '""+550%""', '""+500%""', '""+500%""', '""+500%""', '""+450%""', '""+450%""', '""+450%""', '""+400%""', '""+400%""', '""+350%""', '""+250%""']"
"['""ryan newman""', '""susan b. anthony""', '""ryan newman daytona 500""', '""caroline flack""', '""ryan newman update""', '""daytona 500""', '""happy valentines day""', '""daytona 500 start time""', '""nascar daytona 500""', '""all star game""', '""fantasy island""', '""the photograph""', '""wheres my refund.gov""', '""nba all star""', '""nascar""', '""downhill""', '""chaka khan""', '""sonic the hedgehog""', '""galentines day""', '""new hampshire primary results""', '""sonic""', '""new hampshire primary""', '""valentines day""', '""joe jonas""', '""irs refund tracker""']","['""Breakout""', '""Breakout""', '""+4,700%""', '""+3,100%""', '""+2,850%""', '""+1,900%""', '""+1,400%""', '""+1,350%""', '""+1,250%""', '""+800%""', '""+500%""', '""+450%""', '""+450%""', '""+400%""', '""+400%""', '""+400%""', '""+350%""', '""+300%""', '""+200%""', '""+200%""', '""+150%""', '""+120%""', '""+110%""', '""+110%""', '""+90%""']"
