date,vader,textblob,bert,flair
2017-01-01,0.0235794520547945,0.1071066915073764,0.2946335175266004,0.15700722720525037
2017-01-02,-0.0141488636363636,0.0357424693362193,-0.1125716282562775,-0.20987893302332272
2017-01-03,0.0222966216216216,0.0713470525970525,0.0116988013725022,0.059468428830842725
2017-01-04,0.0574811111111111,0.1036179503367003,0.0715552022059758,0.058654200037320456
2017-01-05,0.0504721925133689,0.0797044049483889,0.0788811190243073,0.022874184193149693
2017-01-06,0.0422094594594594,0.0815393664768664,0.0218443835640812,0.0790468513428628
2017-01-07,0.0298779069767441,0.052556349765652,-0.1802009441131769,-0.06739498224369316
2017-01-08,0.0912467532467532,0.111687936882742,0.1916762249810355,0.1681348162812072
2017-01-09,0.0401032432432432,0.057567173620745,-0.1462492656063389,-0.04455394358248324
2017-01-10,0.0875365079365079,0.0944563493654102,0.0544932636003645,0.007536066903008362
2017-01-11,0.0630551886792452,0.0951741944943595,0.0587674387783374,0.003663284598656425
2017-01-12,0.0538295566502463,0.0837955848885651,0.1000885884162827,0.14085875820405414
2017-01-13,0.0838577075098814,0.074282597343368,-0.0109284489522338,0.07670335807347957
2017-01-14,0.0081855769230769,0.0971500432437932,0.0467444131007561,0.049758155758564286
2017-01-15,0.08895,0.093387013936356,0.1605532310510936,0.18832920177986748
2017-01-16,0.0059899224806201,0.0827067183462532,-0.0332007482070331,-0.10050789746203162
2017-01-17,0.034522159090909,0.0920903276542481,0.0343198732218959,0.04684810137206858
2017-01-18,0.084059009009009,0.0714423785257118,-0.0537612859730247,-0.08329778802287471
2017-01-19,0.0032896551724137,0.0742813822866504,0.148768013692907,0.12919236782410135
2017-01-20,0.0703740458015267,0.0631389506968387,0.1790846681776847,0.19023031951816938
2017-01-21,0.0819862385321101,0.0733454355702062,0.0882189016823375,0.01481518122034335
2017-01-22,0.024059493670886,0.0698043804531146,0.1729700248452681,0.06103051010566422
2017-01-23,0.003496,0.0779884209705638,-0.0783018636703491,-0.047589867455618724
2017-01-24,0.0197549132947976,0.0646627780002057,-0.0543067717138742,-0.08969208443095919
2017-01-25,0.0089644859813084,0.0641584650422267,0.0356698183812827,0.05181440516052959
2017-01-26,0.0401024154589371,0.068296341898395,0.1322595595161696,0.13872600839909724
2017-01-27,0.0476331914893617,0.0717274863631246,0.0009533194785422,0.09433252101248883
2017-01-28,-0.0189990990990991,0.0622408772408772,-0.0576231178936657,-0.20234075269183596
2017-01-29,-0.129725,0.1025466602111338,-0.2902857465179343,-0.21859849048288246
2017-01-30,0.0762464788732394,0.1286857127614169,-0.0057912611625563,-0.04614081964806212
2017-01-31,0.0288941176470588,0.0860856095384281,0.0330674315200132,-0.02180335013305439
2017-02-01,0.0686169565217391,0.0815744776962168,0.1665302857108738,0.17453571920809538
2017-02-02,0.0131515021459227,0.0828376873682667,0.0353117482856619,0.007383437115747024
2017-02-03,0.060611475409836,0.1176890656100989,0.015865536742523,0.02814772944958483
2017-02-04,0.0435621359223301,0.0874345798484147,-0.2701574407734917,-0.19929980363660646
2017-02-05,0.069369387755102,0.0620079561406092,-0.0627466209080754,-0.137716607171662
2017-02-06,0.0741284023668639,0.0955125501279347,-0.1036513214985999,-0.07415360247595071
2017-02-07,-0.0258189944134078,0.0810021793331849,-0.0737179511086234,-0.09197807644998561
2017-02-08,0.0811556650246305,0.1051526383358559,-0.076459073668043,0.00472075451771027
2017-02-09,-0.0286054545454545,0.0737597767342085,0.1188005664131858,0.15551107011058113
2017-02-10,0.1065774058577405,0.1027694395136863,0.1017445522870977,0.1696188187998209
2017-02-11,0.085104716981132,0.1100862703857986,-0.0451717376708984,0.0002651225845768735
2017-02-12,0.1102147727272727,0.1169749491279523,0.4064909775148738,0.35053191740404477
2017-02-13,0.0727635467980295,0.0720520755764422,-0.0709510865469871,-0.04421742091625195
2017-02-14,0.058297247706422,0.0731567355936621,0.067880889691344,0.0869265573287229
2017-02-15,0.095986574074074,0.0802844082357971,0.1232066091012071,0.04464126185134605
2017-02-16,0.082511475409836,0.0758802451912083,0.066447732145669,0.04017571787365147
2017-02-17,0.1062223577235772,0.1018006054684335,0.0006751849399349,0.12201694259798623
2017-02-18,0.0252866666666666,0.0863806292087542,-0.0724433372418085,-0.08680870831012727
2017-02-19,0.0274131313131313,0.0406834184801356,0.0749845607112152,0.0955312191837966
2017-02-20,-0.0024748091603053,0.0486003413818299,-0.0174430353950908,0.0025946757265629676
2017-02-21,0.0065947089947089,0.0689527598356963,0.014642663102932,0.12548457756244316
2017-02-22,0.0616587912087912,0.0744231479499336,0.1366423682852106,0.1567602236192305
2017-02-23,0.0635607655502392,0.0769009204875148,0.1147530078887939,0.1692115205326719
2017-02-24,0.0067061475409836,0.0742124350679678,0.122188176043698,0.11375079389478339
2017-02-25,-0.0070866071428571,0.0600327413162234,-0.2164645391915525,-0.1303362926202161
2017-02-26,0.03353625,0.0591856511544011,0.2866906858980655,0.3156813770532608
2017-02-27,0.0894005263157894,0.0920729427736006,-0.0046625341239728,0.013963225013331365
2017-02-28,0.0584280423280423,0.0695571191252408,0.0133713234669317,-0.001128097375233968
2017-03-01,0.0011129310344827,0.0694189387400594,0.0976995949087471,0.030891024603925902
2017-03-02,0.0681030567685589,0.0872621725476529,0.151090660209739,0.2008425458029368
2017-03-03,0.1154244541484716,0.1151708911943628,0.2201790398385326,0.2570954673154906
2017-03-04,0.0754904761904761,0.074265753646706,-0.1507494296346392,-0.13176470484052388
2017-03-05,0.0001776119402985,0.0550583661777691,0.1361544932892073,0.19169498824361544
2017-03-06,0.0465743169398907,0.0751338176850471,-0.04132621112417,0.0030080435054549728
2017-03-07,0.0431777777777777,0.0658908208438631,-0.1424189727142374,-0.22436429646910813
2017-03-08,0.0628664974619289,0.0681950635276414,-0.089585659770191,-0.11481317045724937
2017-03-09,0.0344999999999999,0.0863270220017081,0.0858453340111417,0.042758822690492894
2017-03-10,0.0326298165137614,0.0884867818640754,0.0407027194806195,0.050945614182620974
2017-03-11,-0.0349215686274509,0.0742525615043997,-0.1641453551311119,-0.06421044702623405
2017-03-12,0.1734197530864197,0.0937561527978194,0.0661415921317206,0.1445813642607795
2017-03-13,0.0702117647058823,0.0881041396215192,-0.0720699155394406,-0.07034639464342658
2017-03-14,0.0678772277227722,0.0726020280599488,-0.0351485524437215,-0.012241766889496604
2017-03-15,0.048213953488372,0.0747431361550962,-0.0237568145574525,-0.024934102768121767
2017-03-16,0.0205497942386831,0.0768820864396996,-0.0201900969316929,-0.003728559723606815
2017-03-17,0.0360485714285714,0.1120239248657616,0.0614604743159547,0.12477992237830648
2017-03-18,-0.0596292452830188,0.045072830733208,-0.0434936538057507,-0.14223233765026308
2017-03-19,0.0571392857142857,0.0644631637377173,0.1319304371163958,0.15611808995405832
2017-03-20,-0.0016232558139534,0.08199015172489,0.0317338722389797,0.06123943037764971
2017-03-21,0.0153540106951871,0.0517844953867681,0.1203414577851321,0.061995837777693644
2017-03-22,0.0045901477832512,0.0581820975503241,-0.1152887015507139,-0.10802442129022383
2017-03-23,0.0013906542056074,0.0677245132852609,0.016431993970247,0.0782040650042418
2017-03-24,-0.0270118143459915,0.0725466879971099,0.0809552390364152,0.10389296515581477
2017-03-25,-0.035290625,0.0567509169071669,-0.0894015158216158,-0.10900745292504628
2017-03-26,0.051176923076923,0.0518640795932462,0.2815738977530064,0.34508043833267993
2017-03-27,-0.0325355828220858,0.0671232999731465,-0.1559748890941128,-0.05008285469804073
2017-03-28,0.007505291005291,0.0463149827832367,-0.1175265198662167,-0.07976348059517997
2017-03-29,0.0498431372549019,0.0875252905455111,-0.0294434016241746,-0.016341864186174733
2017-03-30,0.0243638392857142,0.0973815361078594,0.0081510809915406,0.07504153145211083
2017-03-31,0.0170362831858407,0.0788527912394062,-0.0804882226264582,0.06955538070307368
2017-04-01,0.030348623853211,0.0446721237841814,-0.0735654497365339,-0.029544690880206746
2017-04-02,0.034253086419753,0.0772589164950275,0.264347066849838,0.3390418394112293
2017-04-03,0.076725748502994,0.0560176860770316,-0.0265191204533605,-0.04249389657003436
2017-04-04,-0.0125099999999999,0.0795421494355317,-0.0893021643161773,-0.022100262080921845
2017-04-05,0.0013179372197309,0.0746689357810434,-0.1504969201280397,-0.14629440991867818
2017-04-06,0.0319395652173913,0.07563894061399,0.0059486487637395,0.056221020740011465
2017-04-07,-0.0254661921708185,0.0746202060428039,-0.0578942156771323,-0.02884911196936068
2017-04-08,0.0016650943396226,0.0593119367529744,-0.1664511910024678,-0.1455855943122
2017-04-09,0.0519324675324675,0.0492107063210959,-0.0558057427406311,0.16700802607969803
2017-04-10,0.027127868852459,0.0645663550677211,0.0201434056615568,0.027673090741934015
2017-04-11,-0.0697216867469879,0.0740769064714847,-0.2144210123154054,-0.16890647684235172
2017-04-12,-0.0133558974358974,0.0657472221341268,-0.1801607654644892,-0.15950792416548118
2017-04-13,0.0181179999999999,0.0895461473149866,0.060044440627098,0.022410001456737515
2017-04-14,0.0312138613861386,0.0712637689364174,0.1408386735042723,0.15396177149055026
2017-04-15,-0.03035,0.1041951831237545,-0.157093692190793,-0.09727975239559096
2017-04-16,-0.0486928571428571,0.0572490079365079,-0.1054981206144605,0.0791337353842599
2017-04-17,-0.0198253333333333,0.0980202302327302,-0.1058141982555389,-0.07233775258064269
2017-04-18,0.0610932098765432,0.0900550678745123,-0.0117941704797156,-0.08815410402086045
2017-04-19,0.07325,0.0769986511337521,-0.014965131728336,0.005304076755889736
2017-04-20,0.0145763636363636,0.0815279233603097,0.0882676661014556,0.18854573314840142
2017-04-21,0.0066077669902912,0.1036746555314516,0.0605825952534536,0.18582017821015664
2017-04-22,-0.0289130434782608,0.0791616638695443,-0.0457743438689605,0.03810048686421437
2017-04-23,0.033259493670886,0.0689778321186549,0.2540011587022226,0.18078984414474875
2017-04-24,-0.0053711764705882,0.0535342217695158,-0.0868248578380136,0.04755325878367705
2017-04-25,0.0536601092896174,0.0716963327406828,-0.1103017909930703,-0.06544639178312542
2017-04-26,0.0353100478468899,0.0728043565065096,-0.0745605452779377,0.032786958240436016
2017-04-27,0.0046078341013824,0.0852982729422821,0.0452057592879792,0.05154484455486597
2017-04-28,0.0513914634146341,0.0913651724855992,0.1083757659284079,0.14951556824087128
2017-04-29,-0.0507865979381443,0.0540318067766521,-0.0025588083513004,-0.05052032114304218
2017-04-30,0.0264747252747252,0.0782058682058682,0.1411194716181074,0.15535102506260295
2017-05-01,0.0570402173913043,0.0639597476044486,-0.0135195815692777,0.026298174391622124
2017-05-02,0.0419700534759358,0.0906142061048478,0.0690816385860749,-0.001502027167355947
2017-05-03,0.12668779342723,0.0872430329408028,0.0164391026250633,0.046666302591422355
2017-05-04,0.031285922330097,0.0858940602694936,0.0631044909213353,0.1263659885786112
2017-05-05,0.0355585365853658,0.0902485824172816,0.0409306658477318,0.08807116480377633
2017-05-06,0.0122771739130434,-0.005083919200767,-0.0546564349661702,-0.05890648390935813
2017-05-07,0.018679746835443,0.0968613196461297,0.0666512130182,0.20627914652039733
2017-05-08,0.0426403614457831,0.0728134815597165,-0.0616310030581003,-0.03619650293545551
2017-05-09,0.0506063829787234,0.0854480241242209,-0.0390732069598867,0.04834860658391993
2017-05-10,-0.0502841628959276,0.0515924026953438,-0.1525843175827647,-0.06498740728084858
