date,textblob,textblob_full,vader,vader_full,textblob_weight,textblob_full_weight,vader_weight,vader_full_weight,close
2017-01-07,1.117463430969072,1.0364452768041237,1.093508096041237,1.0687390532989691,0.5794635269899999,0.5254010079804123,0.5730548223190722,0.5439205471082474,117.230003
2017-01-14,1.0805457567789474,1.0269920521052631,1.0667316290631579,1.065358996,0.5608161511422105,0.5319227840042106,0.5628212693493684,0.5502550502010526,117.220001
2017-01-21,1.0996644520842105,1.028235406,1.0499661999157894,1.0565929794736841,0.5565307300966316,0.5271947335726316,0.5522315739053684,0.5411642592231579,116.910004
2017-01-28,1.08345952728125,1.0325844552083334,1.0557787819895832,1.0567024840625001,0.5625064256288542,0.5272972017197917,0.5538816533558334,0.539510607728125,118.160004
2017-02-04,1.0835999446489362,1.029130834680851,1.0726359713404254,1.0579574665957447,0.5740679187854255,0.53616760845,0.5708154933131915,0.549760456580851,118.419998
2017-02-11,1.0982398411382979,1.0366795240425533,1.089955745212766,1.065368364574468,0.5747103659195745,0.5291273222468085,0.5709164714865957,0.5438096475180851,119.540001
2017-02-18,1.1064225580215052,1.0348358332258063,1.1252013915268817,1.0673171711827956,0.5752895960864516,0.5340108264473118,0.5864716166012903,0.5511070399559139,121.309998
2017-02-25,1.088817435212766,1.0346231175531915,1.099829134606383,1.0653500232978723,0.5647096354918085,0.52991232285,0.5754685052760639,0.5463309522393617,121.980003
2017-03-04,1.1644988357311827,1.0247955710752688,1.3623165722473118,1.0590170966666665,0.5878322292370968,0.5325336512526881,0.618465314122043,0.550188447555914,122.75
2017-03-11,1.0855236782526316,1.023465238631579,1.2595086079263158,1.0556506336842106,0.5511436054412632,0.5237208257031579,0.6754455610164211,0.5434848814873684,122.040001
2017-03-18,1.1024623194623657,1.024190505591398,1.3049941632150537,1.05941906,0.5629492540269893,0.5206111728806452,0.6957273638295699,0.542286752111828,122.57
2017-03-25,1.158230568106383,1.0302353919148937,1.3252046973404255,1.0685293538297873,0.5720650416959574,0.5240211033042553,0.7092605965501064,0.5471399577021276,120.160004
2017-04-01,1.140391236268817,1.0238062761290323,1.3369401255913977,1.0677027703225805,0.5575790128141935,0.5240002415236559,0.7235356155635483,0.5518486860376344,121.32
2017-04-08,1.10287126234375,1.0240196346875001,1.2982741882604167,1.0614903207291666,0.549041779364375,0.517406404003125,0.7040642822212501,0.54183603133125,120.879997
2017-04-15,1.0759526141770832,1.02092765375,1.2794710079791667,1.06975692875,0.5369889802461458,0.5140204530854167,0.7069470700341666,0.5414595565885417,
2017-04-22,1.0882139180315789,1.0216885711578947,1.2917704883789474,1.0697351068421053,0.5408628927822106,0.5180041981631579,0.7146041713675789,0.5457125064273685,120.830002
2017-04-29,1.0766827134736843,1.0169750196842104,1.2681262262210526,1.070119118,0.5419483607191579,0.517719918136842,0.7175668880588421,0.5452571144757895,122.610001
2017-05-06,1.0784476300412371,1.0200910717525773,1.2509003484536083,1.060853116597938,0.5350917847728865,0.5121478125958763,0.6856911727325774,0.5346119053206185,123.330002
2017-05-13,1.0680496350721649,1.0188434106185567,1.320131339845361,1.0600891341237113,0.5363036439825773,0.5109218858051546,0.7181080634649484,0.5324808748886598,122.769997
2017-05-20,1.0832957576458333,1.0224012423958333,1.2882043519166666,1.0638445003125,0.5459877917921875,0.5170845365166666,0.7082818806372916,0.53813794631875,122.370003
2017-05-27,1.1003826671958763,1.0201432158762886,1.2779259170618555,1.0560333224742267,0.5484399958309278,0.5196662102226804,0.7118426341154639,0.5408762902494845,124.089996
2017-06-03,1.12250055540625,1.0223367445833333,1.3304068857916667,1.0588835170833333,0.5609464414361458,0.5249223220229167,0.725458194284375,0.54558010468125,125.410004
2017-06-10,1.16684221615625,1.0186799389583332,1.3535742147291667,1.0637695236458333,0.5996172423820834,0.52332163173125,0.7414797419771876,0.547910781875,125.190002
2017-06-17,1.1544244602680411,1.0217627940206186,1.3489476636701032,1.0649830249484535,0.5758877132826804,0.514504111528866,0.7322902928734022,0.5391233183721649,125.25
2017-06-24,1.1594561829583332,1.0235019078125,1.3670576800520833,1.0722045477083333,0.5809567223372917,0.5167274804229166,0.7279198945701042,0.5404466918052083,125.050003
2017-07-01,1.1503386432916667,1.0239692247916665,1.3606753378645833,1.0721999425,0.58277452755875,0.5185612686104166,0.7252245893478125,0.5424814928322916,124.449997
2017-07-08,1.140904418736842,1.0229476066315788,1.337835954063158,1.0668696855789475,0.5875765505022105,0.5196371741821053,0.7209423900208421,0.5445521134021053,124.519997
2017-07-15,1.1465199530206185,1.0250030354639175,1.3786480871958764,1.0709948741237112,0.5917131814143299,0.5169353682505154,0.7388661705050517,0.5423923129247422,126.230003
2017-07-22,1.1542294400421054,1.0232811681052632,1.381649368,1.0638193078947369,0.5900162779796841,0.5221510431473684,0.7327407420547368,0.5477258418168421,126.949997
2017-07-29,1.1782020873402062,1.0231427816494845,1.4053537039381443,1.071546816185567,0.5595601823668042,0.5094314219505155,0.6931380549051547,0.5374483921463917,126.860001
2017-08-05,1.1648283992659574,1.0198278330851065,1.4238066826382978,1.067512960212766,0.5558002965478723,0.5197911084202127,0.7067453650430852,0.5483294569319148,126.910004
2017-08-12,1.0525452614021737,1.0127191169565217,1.375296440945652,1.0596739251086955,0.5216440789811956,0.520513820352174,0.6775455958386957,0.5485913884913043,125.040001
2017-08-19,1.1299066144408603,1.0198964121505376,1.4139331168494624,1.0676133753763442,0.5251493954337634,0.5113990209731183,0.6915032356615054,0.5411800932301075,124.209999
2017-08-26,1.1346578943297874,1.0202506211702127,1.3189539201702127,1.070249825319149,0.5348392370930851,0.5097897896425532,0.6537476339693618,0.5400321160308511,125.360001
2017-09-02,1.1512505196,1.0228696462105262,1.3150947784421052,1.0698600482105263,0.5527567037094736,0.5055733214631579,0.6892287008623158,0.5336903358315789,127.269997
2017-09-09,1.13005117559375,1.0212977814583333,1.3167856520520833,1.0787861115625,0.5438390431707292,0.5011754714166666,0.6820613026876042,0.53209020243125,126.489998
2017-09-16,1.0851621584148936,1.0202758005319148,1.2966279564468084,1.068942960744681,0.5370401423685106,0.5105419864063829,0.6908481406837235,0.5392510549914894,128.600006
2017-09-23,1.0911196960104166,1.0188538027083334,1.1944793580208335,1.0679604113541667,0.52366679884,0.5006266144395833,0.6168287263754166,0.528926993228125,128.369995
