date,DJIA_percent_change,trends_bert_sum,trends_bert_mean,trends_vader_mean,trends_vader_sum,trends_textblob_mean,trends_textblob_sum,NYT_vader,NYT_textblob,NYT_flair,NYT_bert,whole_song_vader,song_mean_by_sentence_vader,song_mean_by_sentence_without_0_vader,whole_song_textblob,song_by_sentence_without_0_textblob,song_bert,song_flair,WEIGHTED_whole_song_score,WEIGHTED_mean_by_sentence_song_score,WEIGHTED_mean_without_0_by_sentence_song_score,WEIGHTED_tb_whole_song,WEIGHTED_tb_song_by_sentence,WEIGHTED_tb_song_by_sentence_without_0,WEIGHTED_bert,WEIGHTED_flair
2017-03-28,0.003218279,-4.538812756538391,-0.4126193415034901,-0.0722636363636363,-0.7948999999999999,0.0,0.0,0.007505291,0.046314983,-0.079763481,-0.11752652,0.342683,0.054922286,0.10086136,0.076684637,0.09153692,3.261804257,0.043568406,0.4040058800868735,0.06367538231665644,0.11877642041783343,0.08750044908491615,0.035195939190449804,0.10431969481532243,3.6774799748274627,0.026772926859108148
2017-04-04,-0.000344692,-15.672827541828156,-0.6269131016731262,-0.012728,-0.3182,0.0054545454545454,0.1363636363636363,-0.01251,0.079542149,-0.022100262,-0.089302164,0.43423,0.055158649,0.106317467,0.083267785,0.098646204,3.213437172,0.00197283,0.5168060660170631,0.06760953408477828,0.13073091089723937,0.09846331734837681,0.03900935899212861,0.1157652242365314,3.6237081373498548,-0.015866367507887218
2017-04-11,-0.001360305,-4.171517372131348,-0.1668606948852539,-0.002208,-0.0552,0.032,0.8,-0.069721687,0.074076906,-0.168906477,-0.214421012,0.457832,0.06269235,0.120005123,0.078541294,0.095764168,3.23256272,-0.028514923,0.5031369689704922,0.06860609120019777,0.1337734696319267,0.08491800570993344,0.033735384027975476,0.10296105863132703,3.5958305477690273,-0.06032723418609666
2017-04-18,-0.005272594,-4.732299506664276,-0.189291980266571,-0.038148,-0.9537,0.072,1.8,0.06109321,0.090055068,-0.088154104,-0.01179417,0.410973,0.056101338,0.107393519,0.069273656,0.086131081,3.221094474,-0.046443992,0.4368410970519458,0.059426888045763994,0.11636407589762483,0.07175557054567074,0.03142255818722115,0.08968548924027255,3.578614989196978,-0.09147655500957019
2017-04-25,0.018755513,-1.6952738761901855,-0.0678109550476074,0.012728,0.3182,0.032,0.8,0.053660109,0.071696333,-0.065446392,-0.110301791,0.385351,0.055567425,0.108717183,0.064835843,0.086226257,3.225672214,-0.011996883,0.412027796795947,0.05883176231822995,0.11770034347144363,0.0690743184208628,0.029717855374891963,0.09180541814960962,3.6219367253440864,-0.05658234001215193
2017-05-02,0.003162288,-8.12501722574234,-0.3385423844059308,0.0449916666666666,1.0798,0.0,0.0,0.041970053,0.090614206,-0.001502027,0.069081639,0.287409,0.046400071,0.086501252,0.063769476,0.085400453,3.194479628,0.023362105,0.32469179106035573,0.05365873471423965,0.10159199204276127,0.07729068687552003,0.03238089575546706,0.10101128690182358,3.612616664329824,0.004931319057463591
2017-05-09,-0.005279804,-6.1374436020851135,-0.2454977440834045,0.0,0.0,0.012,0.3,0.050606383,0.085448024,0.048348607,-0.039073207,0.365111,0.049616275,0.094130361,0.064251101,0.086946458,3.226977441,0.034258539,0.41067659502789794,0.05720211852885599,0.10985672190113915,0.07719525430705121,0.030982647902498425,0.10215008953330955,3.6736848657144145,0.02387642501141979
2017-05-16,-0.004410993,2.975834965705872,0.1190333986282348,0.062612,1.5653,0.0826666666666666,2.066666666666667,-0.050462712,0.078432616,-0.237730105,-0.210407783,0.378366,0.052932196,0.099613752,0.069725247,0.089730319,3.22530329,0.098825291,0.40981464799338646,0.0557133354111833,0.10802950888172513,0.0763707614085544,0.02811693789473022,0.09767159471439407,3.65143434681793,0.06952710852045389
2017-05-23,0.01306624,-5.330673694610596,-0.2050259113311767,-0.005624,-0.1406,0.0,0.0,0.023748913,0.090269872,-0.067872118,-0.02297944,0.360638,0.05059034,0.100409112,0.06598682,0.088782436,3.214891803,0.066943243,0.3869767429470503,0.05556147165442141,0.110226674321802,0.07594086975914666,0.028893003963525697,0.09995675348353154,3.6235296552952456,0.055668609668819063
2017-05-30,0.005942105,-3.5823554396629333,-0.1791177719831466,-0.018925,-0.3785,-0.0121428571428571,-0.2428571428571428,0.058032738,0.068264927,0.020234118,-0.039901828,0.350606,0.05116283,0.100557239,0.069247071,0.088246064,3.224499921,0.079200674,0.3807745522097425,0.05607062502350476,0.1109116999935937,0.07850295084716326,0.02993560756575746,0.09801827173607526,3.6248999164898676,0.07636423606086633
2017-06-06,0.003087631,-4.339118599891663,-0.1735647439956665,0.0217559999999999,0.5438999999999999,0.015,0.375,0.010124865,0.088568042,0.000363289,-0.069523326,0.388241,0.058937576,0.114333947,0.071384226,0.086914393,3.227329752,0.112513983,0.4077314299897704,0.061965816198187966,0.12045905217847462,0.07530482902533171,0.02890653934312669,0.09039580959803882,3.5523827297231185,0.09917329508101246
2017-06-13,0.005251989,-4.504102170467377,-0.180164086818695,0.025476,0.6369,0.0313939393939393,0.7848484848484848,0.018799485,0.085173232,-0.067197581,-0.109990274,0.421983,0.060109958,0.115133346,0.071082444,0.087328928,3.215328374,0.055988756,0.44588095738854855,0.06510096021493346,0.12533339159352525,0.07877857269048001,0.031038322245734197,0.09588433414908183,3.6092844002458464,0.06443932754484465
2017-06-20,0.00048984,-3.978157639503479,-0.1591263055801391,0.0092759999999999,0.2318999999999999,0.0297777777777777,0.7444444444444445,-0.000941398,0.063119891,0.017895495,-0.062838196,0.42910202,0.065441505,0.125285502,0.06570277,0.081244321,3.246142854,0.144415589,0.4606159485067154,0.06995417412679887,0.13450667301709127,0.07367927104879149,0.02893706221472369,0.08986830286010392,3.6047748503624795,0.13833842715666425
2017-06-27,-0.002113854,-4.448350369930267,-0.1934065378230551,0.039895652173913,0.9176,0.0,0.0,0.054903867,0.102296505,-0.001761826,-0.004989079,0.429453535,0.06705074,0.129426549,0.065621793,0.081385908,3.238371007,0.145635497,0.45403341245605044,0.07166988204652232,0.1388327689236917,0.07378184920493405,0.029006925765047858,0.09064017693476835,3.6268827838500113,0.13450259478230894
2017-07-04,0.003021807,3.3272299766540527,0.1330891990661621,0.007604,0.1901,0.0454545454545454,1.1363636363636362,-0.062168224,0.083032688,-0.004179301,0.053446743,0.391966667,0.062292644,0.120798528,0.064091088,0.080310903,3.250282429,0.148126,0.4173969557606715,0.06705470122400427,0.1305620563128848,0.07132346437139256,0.02842139990777211,0.08884494034109103,3.6328018458143965,0.13185380418164702
2017-07-11,0.010324553,-7.706912875175476,-0.308276515007019,-0.096952,-2.4238,-0.01,-0.25,0.017805348,0.056702759,-0.016314842,0.046259589,0.411423232,0.065613572,0.128222551,0.06621888,0.082585807,3.257840495,0.134543426,0.42460014193309414,0.06964287987232154,0.13745494321281154,0.073451995130232,0.028832781253520068,0.09148688121108393,3.604544791235381,0.11083389816492357
2017-07-18,-0.002672373,-4.536028861999512,-0.1814411544799804,-0.033844,-0.8461000000000001,-0.0559999999999999,-1.4,0.010663226,0.066855984,-0.043223423,-0.047054908,0.324385859,0.057908252,0.113472437,0.062640342,0.07838918,3.184681772,0.125691992,0.3684158592641175,0.06432439602288643,0.12698192516203172,0.07356555400652147,0.027048337045698635,0.09151476434997682,3.6246607440844723,0.12866614285837347
2017-07-25,0.011462961,-0.288990318775177,-0.011559612751007,0.01968,0.492,0.024,0.6,0.032714674,0.073997453,-0.02772853,-0.072799664,0.36440404,0.062286445,0.120096589,0.063184394,0.079658154,3.206850055,0.109947084,0.42133496561336986,0.0700532469655741,0.13655759011817006,0.07306767247442433,0.028092684226100305,0.09143336982796509,3.6056024392970873,0.12359969329151811
2017-08-01,0.011881694,-5.668542385101318,-0.2699305897667294,0.0055190476190476,0.1158999999999999,0.0666666666666666,1.4,0.012734132,0.062529269,0.015392451,-0.056005017,0.344710101,0.061009115,0.117393568,0.059885542,0.076082679,3.19677499,0.204944559,0.37463439168062934,0.06579458128154943,0.12736837334729575,0.06771204983938937,0.026123858402658077,0.08543170557413901,3.6151203493597728,0.21061673178773752
2017-08-08,-0.010727723,-5.373276054859161,-0.2985153363810645,0.0,0.0,0.0,0.0,-0.003881132,0.051356756,0.015454286,-0.082128305,0.284274747,0.049633607,0.098063324,0.051572954,0.062334734,3.139224364,0.162020152,0.32316745859230456,0.05759499713034942,0.1132597414479873,0.06523362283548144,0.019729593945193007,0.0777101215617367,3.5305751964613536,0.20768620924302542
2017-08-15,-0.008480469,-4.418861389160156,-0.1767544555664062,0.082008,2.0502,0.02,0.5,-0.055038182,0.038861341,0.017933518,-0.09951759,0.355017172,0.059075436,0.111641512,0.058311528,0.070826086,3.179847218,0.151430113,0.38854206541987885,0.06550765544766006,0.12442107511885625,0.0691529203074821,0.025410713114993187,0.08309825443062074,3.598841882635026,0.17991426817381728
2017-08-22,0.006379486,-10.362625360488892,-0.4145050144195557,-0.002808,-0.0702,0.0,0.0,-0.032154749,0.046951926,0.011940001,-0.1438219,0.373022222,0.059620968,0.116899018,0.058539772,0.073962349,3.155456811,0.155197099,0.408807581796797,0.06572121268681094,0.13037343083690212,0.06966209479026596,0.027017184685046026,0.08684885280132493,3.5677885027356946,0.18912021890831995
2017-08-29,0.007908563,-11.285728812217712,-0.4514291524887085,-0.0650079999999999,-1.6251999999999998,0.0054545454545454,0.1363636363636363,-0.009062092,0.066409642,0.010391438,-0.019141636,0.36799596,0.062127928,0.117979683,0.061302242,0.076711446,3.178967272,0.093403259,0.3965372391664891,0.06739617706819231,0.12974068611294598,0.07209698499336548,0.02940300155837656,0.08961145434934537,3.5972076833255864,0.11913512287836954
2017-09-05,-0.008705928,-12.487844049930573,-0.4995137619972229,-0.019068,-0.4767,0.0,0.0,0.028615152,0.061786316,0.012393971,0.040656829,0.350285859,0.066363853,0.127244062,0.060748939,0.076545377,3.165010553,0.033955598,0.3833547573850159,0.07176063580910319,0.13962264602832336,0.07077762310441185,0.02791893571340795,0.08849663618563464,3.574603160260332,0.04674502253013107
2017-09-12,0.021130897,-7.105621814727783,-0.2842248725891113,0.0173119999999999,0.4327999999999999,0.0054545454545454,0.1363636363636363,0.044004523,0.079051866,0.149508222,0.122664169,0.329104,0.052677315,0.101965668,0.051733314,0.067865089,3.037390922,-0.084427893,0.35498259051069525,0.05681104413922574,0.11241471707709905,0.05719952054003422,0.02191979926861298,0.07559453979623611,3.5016054005397454,-0.0982965869762662
2017-09-19,0.003635413,-5.676240622997284,-0.2838120311498642,0.021075,0.4215,0.0,0.0,-0.058912429,0.067068188,0.038135708,-0.019733235,0.341446,0.055329582,0.107182308,0.063776224,0.081892807,3.107823427,-0.015403682,0.37268855519775557,0.05989198058775181,0.11843061294768296,0.07096697680761954,0.025179386322040892,0.09196831066614101,3.5812601600666336,-0.02592527332914085
2017-09-26,0.002477116,-3.604748547077179,-0.1441899418830871,0.039512,0.9878,0.0233333333333333,0.5833333333333333,-0.019101579,0.070734405,0.009190236,0.033445273,0.289841,0.047484333,0.099113638,0.058145813,0.073660426,3.112787793,-0.019821762,0.3119981838702371,0.050641926447980275,0.10707172240134497,0.0639416881907548,0.022790035856850074,0.08184813145668722,3.558436041509374,-0.02514192319136298
2017-10-03,0.01618448,-6.706807196140289,-0.2682722878456116,-0.055316,-1.3829,-0.0253333333333333,-0.6333333333333335,-0.002572165,0.074162487,0.067421772,0.008201448,0.309464,0.050543002,0.107177389,0.069273556,0.083081199,3.115734484,-0.017476734,0.34187502096207617,0.05512673939967797,0.11807372675404498,0.07716576989833059,0.027114035673701332,0.09315199382899733,3.578700433869018,-0.02388045856064767
2017-10-10,0.004286953,-13.636580348014832,-0.5454632139205933,-0.01686,-0.4215,-0.006,-0.15,0.030512821,0.066014733,-0.079888663,-0.045132171,0.353427,0.055529979,0.113759458,0.072304372,0.088652949,3.174756301,0.003453662,0.3862912980470245,0.06104533411786507,0.12583787701023302,0.07962305464630752,0.0295414089835583,0.09809936694794583,3.647669545760105,-0.007603809281863375
2017-10-17,0.019585805,-4.540988385677338,-0.1816395354270935,-0.002064,-0.0516,0.0399999999999999,1.0,-0.031388889,0.049464859,-0.104052219,-0.137852271,0.346655,0.053293589,0.112509756,0.068081182,0.086384968,3.12419518,-0.034929102,0.3961803751926576,0.05997494476825141,0.1273686930824789,0.07501199958667412,0.02926086356522413,0.09541343597630356,3.6028494396151682,-0.03619419132543251
2017-10-24,0.004504529,-11.042022228240969,-0.4416808891296386,-0.04768,-1.1920000000000002,-0.032,-0.8,0.080037563,0.085197324,0.184060915,0.036026924,0.387625,0.058356058,0.122693976,0.072764349,0.088113588,3.161588912,0.006455921,0.44851406627447526,0.06624261659666605,0.13911579468465338,0.08108735303895624,0.03114903425304254,0.09962185374324509,3.6333963497979918,-0.003650436800267856
2017-10-31,0.004460646,-5.755298018455505,-0.2302119207382202,0.017616,0.4404,0.0013333333333333,0.0333333333333333,-0.035161576,0.082355914,0.070270342,0.047273214,0.356994,0.053533079,0.10536757,0.053010177,0.07171448,3.162629487,-0.035268059,0.40662715338190575,0.06046040774075373,0.11960902198806446,0.05764723947987751,0.027489242684838964,0.07923755759848315,3.60975812270684,-0.04386146509408805
2017-11-07,-0.004994405,-9.235201478004456,-0.3694080591201782,0.030596,0.7649,-0.0033333333333333,-0.0833333333333333,0.034638095,0.06733699,0.055299215,-0.021426163,0.355861,0.05604424,0.11009246,0.064948064,0.086098351,3.158830312,-0.08567933,0.39992069209460324,0.06238572122455984,0.12329932512244311,0.07127206197241104,0.03162269385136448,0.09617018335735031,3.619208837315237,-0.09792421099217713
2017-11-14,-0.002738648,-4.724360823631287,-0.1889744329452514,0.001528,0.0382,-0.0333333333333333,-0.8333333333333333,0.037296296,0.094231183,-0.089071465,-0.062453134,0.271466,0.044581134,0.085093184,0.046632127,0.06246963,3.153534659,-0.063239884,0.3289417471639345,0.05318681214651105,0.10266500328614549,0.052208245165030386,0.02731033063387131,0.07331451793139264,3.628721729854171,-0.07422328676662354
2017-11-21,0.008479077,-0.6746461987495422,-0.0269858479499816,0.060488,1.5122,0.0273333333333333,0.6833333333333333,-0.04804734,0.081054597,-0.054284109,-0.109238825,0.2402,0.037800151,0.074349981,0.046707232,0.063021843,3.105959471,-0.047679816,0.28348243541178775,0.04614598241019,0.09051498749380621,0.05135753882504716,0.025635295394302638,0.07245630631146673,3.554722721410084,-0.05461777463808823
2017-11-28,0.027798423,-0.0822296738624572,-0.0032891869544982,0.1295319999999999,3.2383,0.1606666666666666,4.016666666666667,-0.036702273,0.080586503,-0.039041179,-0.098893832,0.183945,0.032296685,0.068833744,0.046745431,0.061062123,3.097364492,-0.143230521,0.21032104780884409,0.03764041473093607,0.07920186047500878,0.05007608346504384,0.025269292366775227,0.06684790073381108,3.5239527168792835,-0.1580994017592542
2017-12-05,0.004010414,-0.1350431442260742,-0.0054017257690429,-0.0382399999999999,-0.956,0.0074545454545454,0.1863636363636363,0.043864948,0.106947968,-0.054264694,-0.064879042,0.158296,0.029201307,0.060011746,0.047574152,0.061708284,3.077181823,-0.085752034,0.18000424338909676,0.03389495365121985,0.0688724692565764,0.049418409994590975,0.024101070847809485,0.06553719629637025,3.4936521075394134,-0.09711550109786117
2017-12-12,0.013085486,-8.198635041713715,-0.3279454016685486,-0.074492,-1.8623000000000005,0.0,0.0,-0.09123046,0.08657035,-0.093334205,-0.213019344,0.159505,0.027546168,0.054863196,0.04846351,0.061485017,3.046635341,-0.024346392,0.17446649338124084,0.03092568949645315,0.06074041531220177,0.04987044319905411,0.0254686625764525,0.06417740925968675,3.4080381894212444,-0.038331753054527934
2017-12-19,0.004133463,-9.168846726417542,-0.3667538690567016,-0.0474,-1.185,0.0279999999999999,0.7,0.022373684,0.106550965,-0.010761401,-0.067624754,0.169202,0.02636442,0.059015495,0.060493713,0.077696061,3.048189928,-0.00242255,0.1841809757869886,0.029194172363626644,0.06472613744782144,0.0628677461778051,0.030432574178521334,0.08217385548316951,3.4404940276502094,-0.01088565922113973
2017-12-26,-0.00140943,-1.4327542781829834,-0.0573101711273193,0.0474799999999999,1.1869999999999998,0.112,2.8,0.066872727,0.057741789,0.197642622,0.193123621,0.196173,0.029466185,0.065879446,0.065975076,0.084059809,3.10217348,-0.015132037,0.22107379095139587,0.03347191159257679,0.07374783147875359,0.06936767948993366,0.03363998978941218,0.08939718065390874,3.4705087637702463,-0.017401102358279498
2018-01-02,0.022796211,-3.579792022705078,-0.1431916809082031,0.048352,1.2088,0.1055151515151515,2.637878787878788,-0.006468333,0.0668451,-0.107616336,-0.079790143,0.239721,0.035288181,0.070465255,0.065696297,0.088626381,3.066802156,-0.064659849,0.26441796975754445,0.0401709008023907,0.07912477748258599,0.07233119572173755,0.03517051124430332,0.09799624431585721,3.3762618806291096,-0.04637883052225997
2018-01-09,0.019661135,0.068528413772583,0.0027411365509033,0.0118559999999999,0.2963999999999999,0.0399999999999999,1.0,0.032674857,0.058776452,0.030707555,-0.01147723,0.156066,0.026189782,0.054444427,0.061156261,0.080142869,3.055958614,-0.018917766,0.18343360057404212,0.032330282073435794,0.06518647692933453,0.07033259631127535,0.03391488217502083,0.09216399037874215,3.426622646329955,0.003137103862716939
2018-01-16,0.010299666,-6.45048463344574,-0.2580193853378296,0.003796,0.0949,-0.016,-0.4,-0.015123899,0.054625064,-0.135931393,-0.113775341,0.210654,0.030622826,0.060147358,0.065772857,0.084094612,3.076937568,-0.040155546,0.24790648250264857,0.036831476159050455,0.07055377814349073,0.07839311128318194,0.03731811967504672,0.09885050125251807,3.4202696214369017,-0.011163101914466712
2018-01-23,0.020475483,-1.3743891716003418,-0.0549755668640136,0.00226,0.0565000000000001,-0.0026666666666666,-0.0666666666666667,0.007185185,0.074297981,0.010714246,-0.031327361,0.159862,0.027300889,0.051350305,0.057169108,0.072210022,3.06833863,-0.058242085,0.19069777714335312,0.03245594932281547,0.05957534051148832,0.06754221153296754,0.031291905827228905,0.08423305106817074,3.393508486241393,-0.037966530744803384
2018-01-30,-0.042935297,-4.319082081317902,-0.172763283252716,0.043044,1.0761,0.0066666666666666,0.1666666666666666,0.067079592,0.086399484,-0.164938182,-0.069641904,0.17134,0.027600841,0.057189869,0.048642058,0.061996321,3.042567353,-0.096577787,0.2021865643264768,0.032979830871081174,0.06523934358696803,0.057650281526238176,0.028090111805717778,0.07239723098412301,3.3303106499106625,-0.08187785028408902
2018-02-06,-0.054981832,-2.562034368515014,-0.1024813747406005,0.214684,5.3671,0.0886666666666666,2.216666666666667,-0.026676923,0.060726267,0.020370137,-0.050078721,0.145186,0.028055783,0.046990569,0.049780438,0.060617076,2.99888734,-0.188425227,0.1581990070557952,0.03377101787694161,0.056845077446212165,0.05948606452557787,0.02578433133607938,0.0711444888050851,3.2911590982578183,-0.15672716872387707
2018-02-13,0.040781336,-6.550115823745728,-0.2620046329498291,0.012848,0.3212,0.0294545454545454,0.7363636363636363,0.092600521,0.067250699,0.022970564,-0.060409711,0.158516,0.033952627,0.057183533,0.055699082,0.065815555,3.037492157,-0.041626117,0.18896295678420522,0.039289621907797376,0.06821280696793751,0.06446435807008581,0.026499238288301308,0.07509860172976944,3.312352140225783,-0.030028311051889484
2018-02-20,0.003580009,-2.4697787165641785,-0.0987911486625671,-0.0030679999999999,-0.0766999999999999,0.0053333333333333,0.1333333333333333,-0.017112834,0.065925564,0.078001187,0.027159487,0.171625,0.032796802,0.058781194,0.064392405,0.07509524,3.007722083,-0.058279012,0.20906029721713051,0.04019313106583882,0.07364132395402488,0.07547675599393613,0.02926042458061887,0.08699158335613147,3.3195458853507924,-0.048565942252146874
2018-02-27,-0.031458477,-6.442794680595398,-0.4601996200425284,-0.0463285714285714,-0.6486,-0.0142857142857142,-0.2,0.078315882,0.072564744,-0.036883689,-0.015041356,0.178797,0.034697114,0.060551224,0.062680671,0.072659914,3.02552308,-0.055707811,0.22138733862388157,0.04246939367667196,0.07568613982037169,0.07403361544463125,0.0312519751113147,0.08492643968925281,3.3476787521436333,-0.03871375879838395
2018-03-06,0.031484377,0.0474893450736999,0.0018995738029479,0.060812,1.5203,0.0279999999999999,0.7,0.010957895,0.063027629,-0.008334008,-0.007070272,0.087207,0.020047554,0.035222166,0.053953082,0.05961545,2.966944878,-0.073243127,0.13508911554124897,0.027280043309783,0.049303326780267255,0.06318459082666365,0.024289761143574656,0.06874547834947767,3.262081778098536,-0.07624093081444307
2018-03-13,-0.015602583,-7.121146500110626,-0.284845860004425,-0.014164,-0.3541000000000001,0.0,0.0,0.007611765,0.060489469,-0.060534522,-0.059082383,0.093946,0.022239421,0.035265945,0.053521008,0.062708446,2.951037071,-0.163041179,0.12213448529694311,0.027694762290367634,0.04710701608336794,0.06111748812211124,0.021069200306614605,0.07037966772365627,3.2529696508282164,-0.16866551839083205
2018-03-20,-0.060056006,-9.177388608455658,-0.3529764849406022,-0.034324,-0.8581000000000001,0.0397402597402597,0.9935064935064934,-0.056179899,0.067486084,-0.041463207,-0.111037637,0.044771,0.012869773,0.01916662,0.040455708,0.043500859,2.899944432,-0.191180767,0.08119814998520089,0.018695448360646922,0.03127560694632692,0.045499098683650915,0.01522374014512436,0.04863443145879916,3.134970334042247,-0.18874283561299648
2018-03-27,0.003541027,-5.636770308017731,-0.2254708123207092,-0.039492,-0.9873,0.004,0.1,-0.054498876,0.055429626,-0.076129422,-0.085043698,0.109525,0.022253568,0.037009942,0.042339787,0.051853647,2.971561518,-0.182557448,0.13053114581181194,0.027566456330345847,0.048013833197992704,0.0478835012446255,0.016623459099215653,0.057546216028373905,3.2797578553811797,-0.2051138069192459
2018-04-03,0.016695107,1.072798788547516,0.0429119515419006,0.0358719999999999,0.8968,0.0499545454545454,1.2488636363636365,-0.002335404,0.074896172,-0.122753833,-0.114086325,0.140061,0.025304431,0.043994485,0.052824866,0.06481011,2.952466849,-0.151180592,0.17661363542234618,0.031485434383735175,0.05699316583470675,0.060539694312318766,0.02032048329540223,0.07322336542852054,3.26589239452627,-0.15951547757498416
2018-04-10,0.017544234,-1.5855941772460938,-0.0634237670898437,0.023436,0.5859,0.0,0.0,-0.004220606,0.075056553,-0.160264634,-0.244622289,0.238692,0.042323961,0.073905953,0.061353816,0.073203531,2.992869615,-0.139333224,0.26386213848694184,0.045807716136668036,0.082193812722168,0.06800373262133666,0.023443869885922796,0.0798180587587016,3.3025802938933357,-0.1470386994413003
