,0
0,41.577799999999996
1,17.41816
2,-8.687599999999998
3,0.0
4,-96.18979999999999
5,198.98960000000002
6,156.65099999999995
7,6.866200000000001
8,77.9398
9,2.1971249999999998
10,0.7020000000000004
11,-30.56040000000001
12,-125.24427272727274
13,-2.41832
14,-10.417200000000003
15,30.1126
16,3.182
17,92.27333333333333
18,0.0
19,94.2016
20,-0.8288000000000011
21,6.35775
22,24.6576
23,20.3808
24,2.79
25,29.921739130434784
26,32.02
27,-184.64568000000003
28,-30.6826
29,10.7688
30,6.979047619047616
31,0.0
32,32.262
33,-29.218800000000005
34,-64.5466
35,-37.1826
36,11.505999999999998
37,3.7935000000000003
38,10.8658
39,-197.8378
40,-10.116
41,-0.7223999999999999
42,-34.56724
43,2.9947200000000005
44,14.305
45,-5.196439999999999
46,16.671639999999996
47,72.75864
48,-21.135
49,-59.25527999999999
50,-2.4395999999999995
51,5.411479999999998
52,38.8116
53,-135.89684
54,9.3398
55,-1.5419600000000004
56,51.568200000000004
57,238.605
58,15.490679999999998
59,-103.3292
60,-6.022714285714286
61,66.26796
62,-9.09484
63,-170.899
64,-7.35432
65,48.968199999999996
66,8.2026
67,-7.636799999999999
68,-83.83444
69,-123.2718
70,-6.156399999999998
71,95.72574999999999
72,12.8464
73,36.450199999999995
74,9.5046
75,-3.541119999999999
76,-308.5852
77,8.316799999999999
78,45.559
79,138.846
80,15.5218
81,-65.92333333333333
82,-126.35463636363637
83,-33.76104545454545
84,33.78568
85,36.0972
86,-43.312200000000004
87,-30.003200000000003
88,-151.68479999999997
89,5.6266
90,-13.47195652173913
91,-12.254399999999999
92,5.723439999999998
93,0.0
94,0.0
95,8.567400000000005
96,-21.139200000000002
97,-24.338199999999997
98,0.0
99,87.63907999999999
100,-58.151799999999994
101,20.38857142857143
102,-34.35961538461539
103,23.5088
104,97.223
105,18.767999999999997
106,2.5456
107,43.235600000000005
108,-4.13688
109,239.20960000000002
110,83.7934
111,44.539799999999985
112,42.1852
113,-1.0995999999999992
114,20.38384
115,-12.548800000000002
116,-10.071599999999998
117,-9.6888
118,30.027272727272727
119,-126.28
120,5.878879999999999
121,-1.963
122,-50.04559999999999
123,124.53415999999999
124,11.9275
125,10.475666666666669
126,7.373799999999999
127,-5.52036
128,22.70367999999999
129,0.0
130,9.190800000000001
131,-91.2264
132,-10.95516
133,-14.697400000000002
134,69.146
135,5.5
136,-12.2936
137,18.292080000000002
138,57.94843999999999
139,-52.437
140,0.0
141,0.0
142,255.51120000000003
143,0.44800000000000006
144,16.39864
145,0.0
146,1.9377600000000001
147,-88.288
148,-9.623999999999999
149,-0.7719200000000004
150,7.025999999999999
151,5.2669999999999995
152,29.7388
153,-84.49600000000001
154,1.2640799999999999
155,107.4984
156,14.732199999999999
157,-131.86800000000002
158,22.8312
159,-57.3478
160,-692.5672
161,257.742
162,0.0
163,32.026399999999995
164,-68.62799999999999
165,32.857200000000006
166,25.3186
167,-11.4504
168,18.457
169,-2.29008
170,122.62799999999999
171,48.610200000000006
172,-11.574000000000002
173,7.02599999999999
174,-51.411799999999985
175,113.8468
176,3.5232
177,33.67982608695652
178,-306.4096
179,-24.266
180,-2.0
181,43.05619999999999
182,-52.6875
183,24.0198
184,37.653
185,-19.367857142857144
186,21.527200000000004
187,-31.711599999999997
188,21.9844
189,18.74132
190,-5.44
191,-132.1716
192,-10.200000000000001
193,115.93299999999999
194,10.0332
195,0.0
196,120.72300000000001
197,-77.6858
198,37.13152
199,32.026399999999995
200,22.121399999999994
201,303.9286
202,-45.29599999999999
203,4.588
204,141.572
205,14.06312
206,29.903000000000002
207,151.57080000000002
208,-101.0658
209,-18.596199999999996
210,0.0
211,-5.0568
212,-4.370399999999998
213,24.48
214,291.2198
215,14.514800000000001
216,45.71508000000001
217,0.0
218,-7.6272
219,18.1146
220,23.128199999999996
221,-10.397714285714287
222,58.07219999999998
223,-27.53704
224,68.41900000000001
225,-22.907999999999998
226,4.525399999999999
227,96.2234
228,-16.8072
229,81.54572000000002
230,1.6411199999999986
231,79.87819999999999
232,-0.8909599999999999
233,111.0926
234,-427.10960000000006
235,-29.944600000000005
236,-17.25736
237,4.4210400000000005
238,209.748
239,0.0
240,-33.582
241,24.201999999999998
242,-1.1026800000000025
243,2.8662
244,-2.1434
245,6.827399999999998
246,0.0
247,11.4728
248,0.0
249,-125.1798
250,19.620130434782606
251,6.4120800000000004
252,36.23308
253,49.027
254,39.4228
255,9.675719999999998
256,101.15299999999999
257,6.47448
258,6.459840000000001
259,-6.728
260,26.9722
261,-190.4892
