real_date_trends_songs,vader_mean,vader_sum,vader_weighted_mean,vader_weighted_sum,textblob_mean,textblob_sum,textblob_weighted_mean,textblob_weighted_sum,date, value,day_of_week_x,change,percent_change,_merge,Open,High,Low,Close,Adj Close,Volume,day_of_week_y,change_VTI,percent_change_VTI,change_adj,percent_change_adj,nyt_vader_mean,nyt_vader_sum,nyt_textblob_mean,nyt_textblob_sum,whole_song_score,mean_by_sentence_song_score,mean_without_0_by_sentence_song_score,tb_whole_song,tb_song_by_sentence,tb_song_by_sentence_without_0
8/8/17,0,0,0,0,0,0,0,0,8/11/17,21858.32,Friday,-234.49,-0.010727723,both,124.940002,125.330002,124.800003,125.040001,112.925117,2039100,Friday,-1.870003,-0.014955238,-1.688805,-0.014955087,0.000261043,0.2754,0.067833583,71.56443012,0.246470213,0.046644322,0.091035103,0.044500706,0.01296225,0.054626298
8/15/17,0.082008,2.0502,32.262,806.55,0.02,0.5,3.4,85,8/18/17,21674.51,Friday,-183.81,-0.008480469,both,124.480003,124.940002,123.949997,124.209999,112.175514,2836500,Friday,-0.830002,-0.006682248,-0.749603,-0.006682412,-0.049435096,-54.2303,0.062058341,68.07800025,0.320975532,0.056588376,0.105335535,0.051597715,0.020100709,0.063569318
8/22/17,-0.002808,-0.0702,-29.2188,-730.47,0,0,0,0,8/25/17,21813.67,Friday,139.16,0.006379486,both,125.419998,125.849998,125.239998,125.360001,113.214119,1158200,Friday,1.150002,0.009173596,1.038605,0.009173812,-0.002712671,-2.9758,0.067949555,74.54066137,0.332852688,0.056034501,0.106472492,0.051869426,0.021764299,0.066336981
8/29/17,-0.065008,-1.6252,-64.5466,-1613.665,0.005454545,0.136363636,16.36363636,409.0909091,9/1/17,21987.56,Friday,173.89,0.007908563,both,127.230003,127.459999,127.120003,127.269997,114.939049,2122600,Friday,1.909996,0.015007433,1.72493,0.015007345,-0.001509212,-1.5892,0.065911572,69.40488502,0.340088172,0.060301424,0.113042368,0.055992352,0.024540963,0.071133781
9/5/17,-0.019068,-0.4767,-37.1826,-929.565,0,0,0,0,9/8/17,21797.79,Friday,-189.77,-0.008705928,both,126.349998,126.739998,126.269997,126.489998,114.234596,1206100,Friday,-0.779999,-0.006166488,-0.704453,-0.006166722,0.027049132,31.1606,0.077779048,89.60146302,0.308649462,0.06321241,0.117484958,0.054221119,0.0230177,0.069086657
9/12/17,0.017312,0.4328,11.506,287.65,0.005454545,0.136363636,8.181818182,204.5454545,9/15/17,22268.34,Friday,470.55,0.021130897,both,128.309998,128.619995,128.199997,128.600006,116.140175,1531300,Friday,2.110008,0.016407526,1.905579,0.016407578,0.033409493,40.8264,0.08547365,104.4487999,0.271207609,0.048138199,0.088865346,0.044441181,0.017672839,0.058951666
9/19/17,0.021075,0.4215,3.7935,75.87,0,0,0,0,9/22/17,22349.59,Friday,81.25,0.003635413,both,128.139999,128.440002,127.989998,128.369995,116.432289,1601600,Friday,-0.230011,-0.001791782,0.292114,0.002508874,0.014490606,16.9685,0.077904646,91.22634034,0.299761702,0.053078328,0.099344944,0.059538711,0.02143431,0.076112886
9/26/17,0.039512,0.9878,10.8658,271.645,0.023333333,0.583333333,32.06666667,801.6666667,9/29/17,22405.09,Friday,55.5,0.002477116,both,129.020004,129.559998,129.009995,129.520004,117.475311,1720600,Friday,1.150009,0.008879007,1.043022,0.008878649,0.006430744,7.7812,0.075761258,91.67112278,0.25815914,0.045722332,0.093078014,0.054998363,0.019717839,0.069362564
10/3/17,-0.055316,-1.3829,-197.8378,-4945.945,-0.025333333,-0.633333333,-61.86666667,-1546.666667,10/6/17,22773.67,Friday,368.58,0.01618448,both,131.059998,131.229996,130.910004,131.190002,118.990051,1635000,Friday,1.669998,0.012729613,1.51474,0.012729972,0.010037551,12.296,0.084388411,103.375804,0.27926129,0.049153025,0.102697889,0.066446265,0.023520452,0.081182489
10/10/17,-0.01686,-0.4215,-10.116,-252.9,-0.006,-0.15,-6.18,-154.5,10/13/17,22871.72,Friday,98.05,0.004286953,both,131.550003,131.589996,131.279999,131.360001,119.144218,1543900,Friday,0.169999,0.001294146,0.154167,0.001293953,0.031954305,38.6008,0.078681542,95.04730264,0.319667368,0.053311794,0.106807723,0.069316694,0.025835646,0.08476097
10/17/17,-0.002064,-0.0516,-0.7224,-18.06,0.04,1,16.32,408,10/20/17,23328.63,Friday,456.91,0.019585805,both,132.070007,132.449997,132.070007,132.419998,120.105675,1751000,Friday,1.059997,0.008004811,0.961457,0.008005092,0.011878047,13.2559,0.062874291,70.16770905,0.326558763,0.051319591,0.106677776,0.066873333,0.026476783,0.085209392
10/24/17,-0.04768,-1.192,-34.56724,-864.181,-0.032,-0.8,1.44,36,10/27/17,23434.19,Friday,105.56,0.004504529,both,131.940002,132.669998,131.759995,132.639999,120.305183,2672600,Friday,0.220001,0.001658632,0.199508,0.001658349,0.01946022,23.0409,0.084659724,100.2371127,0.368795876,0.056538631,0.117176973,0.07170134,0.027259281,0.086991475
10/31/17,0.017616,0.4404,2.99472,74.868,0.001333333,0.033333333,0.546666667,13.66666667,11/3/17,23539.19,Friday,105,0.004460646,both,132.539993,132.889999,132.279999,132.820007,120.468475,2677400,Friday,0.180008,0.001355278,0.163292,0.001355475,-0.033367212,-40.8081,0.074298838,90.86747886,0.337217526,0.051566488,0.099314699,0.051336215,0.02435937,0.070085177
11/7/17,0.030596,0.7649,14.305,357.625,-0.003333333,-0.083333333,-1.033333333,-25.83333333,11/10/17,23422.21,Friday,-116.98,-0.004994405,both,132.240005,132.630005,132.169998,132.539993,120.214493,2042100,Friday,-0.280014,-0.002112676,-0.253982,-0.00211274,0.001720323,2.0231,0.073826849,86.82037401,0.336049485,0.054155314,0.104185719,0.063643314,0.028299136,0.084913911
11/14/17,0.001528,0.0382,-5.19644,-129.911,-0.033333333,-0.833333333,-3.533333333,-88.33333333,11/17/17,23358.24,Friday,-63.97,-0.002738648,both,132.639999,132.910004,132.610001,132.639999,120.305183,4850200,Friday,0.100006,0.000753966,0.09069,0.000753833,0.028900596,33.9293,0.093730611,110.039737,0.24904433,0.042337678,0.07841327,0.044760905,0.023172743,0.060554405
11/21/17,0.060488,1.5122,16.67164,416.791,0.027333333,0.683333333,74.8,1870,11/24/17,23557.99,Friday,199.75,0.008479077,both,134.080002,134.130005,133.979996,134.110001,121.638512,670500,Friday,1.470002,0.010961166,1.333329,0.010961405,0.013008455,12.4621,0.086059232,82.44474468,0.21681134,0.035346975,0.067337803,0.044838333,0.021847653,0.061123696
11/28/17,0.129532,3.2383,72.75864,1818.966,0.160666667,4.016666667,88.2,2205,12/1/17,24231.59,Friday,673.6,0.027798423,both,136.279999,136.5,134.039993,136.070007,123.416229,3585700,Friday,1.960006,0.014404394,1.777717,0.01440424,0.020956706,23.2829,0.082584819,91.75173367,0.150058333,0.027868959,0.057690565,0.041946965,0.021169003,0.056178083
12/5/17,-0.03824,-0.956,-21.135,-528.375,0.007454545,0.186363636,5.809090909,145.2272727,12/8/17,24329.16,Friday,97.57,0.004010414,both,136.369995,136.520004,136.070007,136.479996,123.788086,1502600,Friday,0.409989,0.003004023,0.371857,0.003003981,0.010614765,12.6528,0.095317264,113.6181787,0.114795789,0.024608761,0.048184783,0.044217768,0.021502315,0.058805138
12/12/17,-0.074492,-1.8623,-59.25528,-1481.382,0,0,0,0,12/15/17,24651.74,Friday,322.58,0.013085486,both,136.949997,137.830002,136.869995,137.550003,124.758629,2293000,Friday,1.070007,0.00777904,0.970543,0.007779366,0.005380859,6.0158,0.083025729,92.82276532,0.116068421,0.02286651,0.042765258,0.045153934,0.023175254,0.05857012
12/19/17,-0.0474,-1.185,-2.4396,-60.99,0.028,0.7,12.6,315,12/22/17,24754.06,Friday,102.32,0.004133463,both,137.639999,137.860001,137.190002,137.520004,125.342949,1926000,Friday,-0.029999,-0.000218143,0.58432,0.00466177,0.030340496,33.0408,0.085331868,92.92640432,0.126275789,0.021622564,0.047136099,0.057817305,0.027677191,0.075634377
12/26/17,0.04748,1.187,5.41148,135.287,0.112,2.8,31.96,799,12/29/17,24719.22,Friday,-34.84,-0.00140943,both,138.080002,138.100006,137.149994,137.25,125.096886,2256500,Friday,-0.270004,-0.001967242,-0.246063,-0.001966979,0.029788015,23.1155,0.079817309,61.93823161,0.154666316,0.02488758,0.05436131,0.063587161,0.030653932,0.082333059
1/2/18,0.048352,1.2088,38.8116,970.29,0.105515152,2.637878788,106.5,2662.5,1/5/18,25295.87,Friday,576.65,0.022796211,both,140.020004,140.440002,139.720001,140.369995,127.940582,2188500,Friday,3.119995,0.022226937,2.843696,0.022226693,0.00374887,3.4827,0.078374023,72.80946717,0.226286022,0.03406442,0.06513607,0.067743392,0.031777226,0.091556573
1/9/18,0.011856,0.2964,-135.89684,-3397.421,0.04,1,28.38,709.5,1/12/18,25803.19,Friday,507.32,0.019661135,both,142.080002,142.850006,142,142.75,130.109863,2661800,Friday,2.380005,0.016672539,2.169281,0.016672687,0.020476296,22.1144,0.070525673,76.16772667,0.127090217,0.023903556,0.046449645,0.060281726,0.028758994,0.079422441
1/16/18,0.003796,0.0949,9.3398,233.495,-0.016,-0.4,-7.2,-180,1/19/18,26071.72,Friday,268.53,0.010299666,both,143.490005,143.929993,143.190002,143.919998,131.176254,2119000,Friday,1.169998,0.008129503,1.066391,0.008129452,0.003003089,3.1112,0.079004492,81.84865356,0.186425,0.028722083,0.052648483,0.065299764,0.031952925,0.083717814
1/23/18,0.00226,0.0565,-1.54196,-38.549,-0.002666667,-0.066666667,-2.706666667,-67.66666667,1/26/18,26616.71,Friday,544.99,0.020475483,both,145.820007,146.869995,145.630005,146.860001,133.855957,1995900,Friday,2.940003,0.020019086,2.679703,0.020019303,-0.016110317,-18.2691,0.075333276,85.42793525,0.130171429,0.025541591,0.044430983,0.053705532,0.026559701,0.0704789
1/30/18,0.043044,1.0761,51.5682,1289.205,0.006666667,0.166666667,7.6,190,2/2/18,25520.96,Friday,-1095.75,-0.042935297,both,143.509995,143.679993,141.240005,141.300003,128.788254,5323600,Friday,-5.559998,-0.039348888,-5.067703,-0.039349109,0.037793474,42.8578,0.079349723,89.98258618,0.143692391,0.025437317,0.049433821,0.046679331,0.023504031,0.059697933
2/6/18,0.214684,5.3671,238.605,5965.125,0.088666667,2.216666667,98.13333333,2453.333333,2/9/18,24190.9,Friday,-1330.06,-0.054981832,both,133.899994,135.210007,129.839996,134.229996,122.344299,9474000,Friday,-7.070007,-0.052670843,-6.443955,-0.05267066,0.007995378,8.9948,0.081370538,91.54185524,0.124686022,0.026550371,0.040101395,0.04947017,0.021907779,0.058991503
2/13/18,0.012848,0.3212,15.49068,387.267,0.029454545,0.736363636,16.03636364,400.9090909,2/16/18,25219.38,Friday,1028.48,0.040781336,both,139.679993,141.229996,139.669998,140.110001,127.703629,2813100,Friday,5.880005,0.041967061,5.35933,0.041966936,0.031300503,37.3728,0.073664437,87.95533821,0.148038298,0.033169073,0.052456708,0.058434078,0.023635465,0.067719182
2/20/18,-0.003068,-0.0767,-103.3292,-2583.23,0.005333333,0.133333333,-25.2,-630,2/23/18,25309.99,Friday,90.61,0.003580009,both,139.449997,140.860001,139.139999,140.860001,128.387207,1439500,Friday,0.75,0.005324436,0.683578,0.005324347,-0.01146295,-13.0563,0.066999148,76.31202932,0.161984043,0.031939471,0.054156347,0.067682294,0.025802663,0.077591187
2/27/18,-0.046328571,-0.6486,-6.022714286,-84.318,-0.014285714,-0.2,-1.857142857,-26,3/2/18,24538.06,Friday,-771.93,-0.031458477,both,136.279999,138.509995,135.830002,138.240005,125.999207,3021300,Friday,-2.619996,-0.018952517,-2.388,-0.0189525,0.026446903,29.885,0.076278083,86.19423402,0.178343158,0.034717226,0.05736201,0.066011084,0.027393622,0.07552246
3/6/18,0.060812,1.5203,66.26796,1656.699,0.028,0.7,4.48,112,3/9/18,25335.74,Friday,797.68,0.031484377,both,141.789993,143.300003,141.550003,143.300003,130.611176,2325100,Friday,5.059998,0.035310523,4.611969,0.035310677,0.024117533,27.3734,0.096297046,109.2971469,0.090819792,0.019387817,0.031198179,0.055285281,0.020762704,0.059806367
3/13/18,-0.014164,-0.3541,-9.09484,-227.371,0,0,0,0,3/16/18,24946.51,Friday,-389.23,-0.015602583,both,141.580002,142.190002,141.580002,141.660004,129.116379,2641400,Friday,-1.639999,-0.011577008,-1.494797,-0.011577129,-0.021272821,-24.8892,0.08431774,98.65175547,0.097839583,0.021671012,0.031243782,0.054835204,0.018742952,0.063028237
3/20/18,-0.034324,-0.8581,-170.899,-4272.475,0.03974026,0.993506494,18.02597403,450.6493506,3/23/18,23533.2,Friday,-1413.31,-0.060056006,both,136.130005,136.440002,133.029999,133.100006,121.80706,5697000,Friday,-8.559998,-0.064312529,-7.309319,-0.060007351,-0.011173486,-12.7266,0.080060053,91.18840089,0.046615625,0.011910962,0.014473652,0.041225517,0.013579836,0.043020335
3/27/18,-0.039492,-0.9873,-7.35432,-183.858,0.004,0.1,1.2,30,3/30/18,,,,,left_only,,,,,,,,,,,,-0.014246525,-15.372,0.080471057,86.82826998,0.113963542,0.021498035,0.032422348,0.043991504,0.015283278,0.052537601
4/3/18,0.035872,0.8968,48.9682,1224.205,0.049954545,1.248863636,55.95545455,1398.886364,4/6/18,23932.76,Friday,399.56,0.016695107,both,135.729996,136.539993,132.919998,133.869995,122.511696,4942600,Friday,0.769989,0.005751767,0.704636,0.005751581,-0.022849103,-24.1972,0.078107404,82.71574073,0.134091753,0.023713941,0.03831559,0.053187276,0.017519503,0.063935869
4/10/18,0.023436,0.5859,8.2026,205.065,0,0,0,0,4/13/18,24360.14,Friday,427.38,0.017544234,both,137.720001,137.75,136.009995,136.580002,124.991806,2192600,Friday,2.710007,0.019841902,2.48011,0.019842181,-0.012630044,-14.2088,0.080431898,90.4858849,0.243567347,0.042909134,0.072955182,0.064676431,0.022495725,0.075316857
4/17/18,0,0,-7.6368,-190.92,0,0,0,0,4/20/18,24462.94,Friday,102.8,0.004202275,both,138.559998,138.669998,137.029999,137.5,125.833702,1669600,Friday,0.919998,0.006690895,0.841896,0.006690545,0.001842599,2.0416,0.07016821,77.74637671,0.217274227,0.041314829,0.070441793,0.058608548,0.021457389,0.067229087
4/24/18,-0.067444,-1.6861,-83.83444,-2095.861,0.023333333,0.583333333,11.83333333,295.8333333,4/27/18,24311.19,Friday,-151.75,-0.006241982,both,137.539993,137.740005,136.800003,137.330002,125.678169,1133600,Friday,-0.169998,-0.00123788,-0.155533,-0.00123755,-0.002963181,-3.3158,0.083647834,93.60192583,0.265535052,0.045689681,0.078578399,0.068559594,0.026171565,0.080492138
5/1/18,-0.081012,-2.0253,-123.2718,-3081.795,0.02,0.5,59.04,1476,5/4/18,24262.51,Friday,-48.68,-0.002006388,both,134.970001,137.559998,134.639999,137.130005,125.495117,2379400,Friday,-0.199997,-0.001458448,-0.183052,-0.001458638,0.001310746,1.4759,0.07876621,88.69075246,0.212773196,0.047401544,0.077276214,0.071345343,0.026225944,0.077840915
5/8/18,0.0262,0.655,-6.1564,-153.91,0.01,0.25,-9.5,-237.5,5/11/18,24831.17,Friday,568.66,0.022901055,both,140.410004,140.869995,140.050003,140.570007,128.64328,1199100,Friday,3.440002,0.024471806,3.148163,0.024472036,0.018267076,20.8062,0.06953272,79.19776786,0.205514433,0.043657492,0.078560575,0.069173981,0.022425675,0.074637939
5/15/18,0.041383333,0.9932,95.72575,2297.418,0.066666667,1.6,148.3333333,3560,5/18/18,24715.09,Friday,-116.08,-0.004696726,both,140.360001,140.509995,139.970001,140.199997,128.304626,910200,Friday,-0.37001,-0.002639158,-0.338654,-0.002639453,0.014132027,16.591,0.077530622,91.02095026,0.194434021,0.04059367,0.076310355,0.064815638,0.018845889,0.069252581
5/22/18,0.018352,0.4588,12.8464,321.16,0.0064,0.16,25.6,640,5/25/18,24753.09,Friday,38,0.001535162,both,140.600006,140.910004,140.279999,140.600006,128.670715,1264500,Friday,0.400009,0.002845014,0.366089,0.002845162,0.009821955,11.4524,0.081664741,95.22108801,0.229666327,0.045614125,0.08005062,0.063135919,0.017772359,0.067551576
5/29/18,0.058212,1.4553,36.4502,911.255,-0.012,-0.3,-0.2,-5,6/1/18,24635.21,Friday,-117.88,-0.004785021,both,140.929993,141.649994,140.759995,141.5,129.494385,1857800,Friday,0.899994,0.006360382,0.82367,0.006360662,0.015367493,16.7352,0.071480534,77.84230144,0.197485714,0.049755389,0.087372224,0.064375389,0.021801348,0.071591999
6/5/18,0.009052,0.2263,9.5046,237.615,0.01,0.25,8.5,212.5,6/8/18,25316.53,Friday,681.32,0.026912061,both,143.270004,143.940002,143.119995,143.910004,131.699875,1084200,Friday,2.410004,0.016746605,2.20549,0.016746333,0.028211955,32.3309,0.076616501,87.80251031,0.199693878,0.04997719,0.088810653,0.055442193,0.018708851,0.061677634
6/12/18,-0.019088,-0.4772,-3.54112,-88.528,0.028,0.7,14,350,6/15/18,25090.48,Friday,-226.05,-0.009009393,both,143.850006,144.330002,143.229996,144.149994,131.919495,3328300,Friday,0.23999,0.001664863,0.21962,0.001664803,0.037168358,43.2268,0.072277468,84.05869547,0.19341875,0.047578113,0.085117328,0.058741089,0.021786848,0.06529193
6/19/18,-0.052408,-1.3102,-308.5852,-7714.63,0.048,1.2,85.6,2140,6/22/18,24580.89,Friday,-509.59,-0.020731145,both,143,143.080002,142.369995,142.449997,130.916367,1226300,Friday,-1.699997,-0.011933991,-1.003128,-0.007662357,0.021554293,25.6065,0.068084852,80.88480409,0.173352632,0.051003693,0.087258844,0.055817891,0.021900092,0.061479219
6/26/18,0.003904,0.0976,8.3168,207.92,0,0,0,0,6/29/18,24271.41,Friday,-309.48,-0.012750804,both,140.899994,141.660004,140.389999,140.429993,129.059875,1834000,Friday,-2.020004,-0.01438442,-1.856492,-0.014384734,0.030710145,36.023,0.076894403,90.19713464,0.184404082,0.044042439,0.081676795,0.053920629,0.021475633,0.059696158
7/3/18,0.063788,1.5947,45.559,1138.975,0.02,0.5,12,300,7/6/18,24456.48,Friday,185.07,0.00756732,both,141.660004,143,141.440002,142.789993,131.228851,1756400,Friday,2.36,0.016527769,2.168976,0.016528195,0.024901212,24.6522,0.074770743,74.02303539,0.15862449,0.038858904,0.066707182,0.043531903,0.016106807,0.051129653
7/10/18,0.100224,2.5056,138.846,3471.15,0.037,0.925,14.7,367.5,7/13/18,25019.41,Friday,562.93,0.022499731,both,144.529999,144.979996,144.259995,144.699997,132.984207,1964700,Friday,1.910004,0.013199751,1.755356,0.013199733,0.032565488,34.0635,0.075099082,78.55363936,0.316031633,0.047484134,0.090191193,0.043835016,0.017026845,0.055718048
7/17/18,0.023284,0.5821,15.5218,388.045,0.006,0.15,5.1,127.5,7/20/18,25058.12,Friday,38.71,0.001544809,both,145,145.240005,144.559998,144.839996,133.112823,1507800,Friday,0.139999,0.000966577,0.128616,0.000966218,0.006168774,6.3415,0.076438378,78.57865263,0.279746465,0.046064269,0.087990872,0.043921054,0.016816776,0.0552558
7/24/18,-0.053470833,-1.2833,-65.92333333,-1582.16,-0.033333333,-0.8,-26.66666667,-640,7/27/18,25451.06,Friday,392.94,0.015439043,both,146.600006,146.639999,144.630005,145.220001,133.462097,2535000,Friday,0.380005,0.002616754,0.349274,0.002617028,-0.022121603,-22.6304,0.064980258,66.47480411,0.359971717,0.058746164,0.109200633,0.049103144,0.019767123,0.059032859
7/31/18,-0.059427273,-1.3074,-126.3546364,-2779.802,-0.090909091,-2,-41.75757576,-918.6666667,8/3/18,25462.58,Friday,11.52,0.000452429,both,145.889999,146.289993,145.759995,146.270004,134.427109,1977100,Friday,1.050003,0.007178526,0.965012,0.007178701,-0.020423344,-20.0353,0.069972123,68.64265276,0.411614286,0.064887428,0.122894347,0.052093524,0.019704147,0.062324588
8/7/18,-0.047945455,-1.0548,-33.76104545,-742.743,0.022727273,0.5,4.090909091,90,8/10/18,25313.14,Friday,-149.44,-0.005903653,both,146.350006,146.759995,145.940002,146.25,134.408676,1854000,Friday,-0.020004,-0.000136779,-0.018433,-0.000137141,-0.006049439,-5.9345,0.086157626,84.52063159,0.472496939,0.073806412,0.137697487,0.050910589,0.021333805,0.064255513
8/14/18,0.036836,0.9209,33.78568,844.642,0.054285714,1.357142857,9.885714286,247.1428571,8/17/18,25669.32,Friday,356.18,0.013875708,both,146.449997,147.389999,146.300003,147.169998,135.254196,2188300,Friday,0.919998,0.006251261,0.84552,0.00625134,0.008144796,7.9819,0.089828666,88.03209307,0.481708163,0.072983511,0.134048138,0.050522239,0.021718296,0.063964155
8/21/18,0.060384,1.5096,36.0972,902.43,0.033,0.825,34.555,863.875,8/24/18,25790.35,Friday,121.03,0.004692841,both,148.149994,148.759995,148.100006,148.679993,136.641922,1712700,Friday,1.509995,0.010156007,1.387726,0.010155932,-0.0009714,-0.9714,0.066913822,66.9138216,0.399373958,0.062941601,0.116247863,0.049942109,0.022644396,0.066322207
8/28/18,-0.028684,-0.7171,-43.3122,-1082.805,0.036454545,0.911363636,5.511818182,137.7954545,8/31/18,25964.82,Friday,174.47,0.006719477,both,149.809998,150.279999,149.589996,150.070007,137.919418,2537500,Friday,1.390014,0.009262437,1.277496,0.009262626,-0.019997317,-57.3923,0.115308484,330.9353496,0.469260204,0.077305377,0.144545964,0.065959409,0.031748072,0.081622374
9/4/18,-0.042496,-1.0624,-30.0032,-750.08,0,0,0,0,9/7/18,25916.54,Friday,-48.28,-0.001862903,both,148.369995,149.169998,148.130005,148.580002,136.550049,2334400,Friday,-1.490005,-0.010028301,-1.369369,-0.01002833,0.017038543,17.7712,0.068549585,71.49721755,0.382463636,0.057223656,0.111185291,0.056819086,0.026694339,0.074495796
9/11/18,-0.058248,-1.4562,-151.6848,-3792.12,-0.016,-0.4,-37.2,-930,9/14/18,26154.67,Friday,238.13,0.009104684,both,150.279999,150.479996,149.789993,150.279999,138.112381,1363900,Friday,1.699997,0.011312197,1.562332,0.011312034,0.02457988,28.5864,0.092179683,107.2049711,0.386710309,0.062036877,0.115018863,0.056591363,0.029249281,0.072419623
9/18/18,0.016076,0.4019,5.6266,140.665,0.010909091,0.272727273,7.581818182,189.5454545,9/21/18,26743.5,Friday,588.83,0.022017687,both,151.820007,151.839996,151.050003,151.160004,138.921158,1986100,Friday,0.880005,0.005821679,0.808777,0.005821842,-0.012970982,-14.9296,0.088524101,101.8912406,0.397123469,0.060561118,0.114473619,0.050398406,0.025548262,0.06631118
9/25/18,-0.020726087,-0.4767,-13.47195652,-309.855,0,0,0,0,9/28/18,26458.31,Friday,-285.19,-0.010778844,both,149.279999,149.990005,149.229996,149.649994,138.189865,1797000,Friday,-1.51001,-0.010090278,-0.731293,-0.005291944,0.025476145,29.4759,0.088934635,102.8973731,0.350445918,0.054857654,0.102509208,0.048763654,0.028532047,0.066799101
10/2/18,-0.027232,-0.6808,-12.2544,-306.36,0,0,0,0,10/5/18,26447.05,Friday,-11.26,-0.000425756,both,148.619995,148.949997,146.729996,147.630005,136.32457,3197900,Friday,-2.019989,-0.013682781,-1.865295,-0.01368275,0.020864675,24.0987,0.087425528,100.9764845,0.316340404,0.046779511,0.089636538,0.035682488,0.024419981,0.052175794
10/9/18,0.014184,0.3546,5.72344,143.086,-0.016,-0.4,-8,-200,10/12/18,25339.99,Friday,-1107.06,-0.043688257,both,142,142.320007,139.490005,141.369995,130.544006,7981200,Friday,-6.26001,-0.044281037,-5.780564,-0.044280578,-0.000328157,-0.3846,0.072614151,85.10378499,0.226540816,0.035064115,0.071371407,0.0490328,0.027270895,0.065430613
10/16/18,0,0,0,0,0.01,0.25,2.5,62.5,10/19/18,25444.34,Friday,104.35,0.004101109,both,142.139999,143.070007,141.009995,141.350006,130.525482,2997700,Friday,-0.019989,-0.000141415,-0.018524,-0.000141919,-0.002831897,-3.285,0.057774783,67.01874831,0.170286735,0.03272018,0.061874773,0.044199838,0.024614811,0.06175198
10/23/18,0,0,0,0,-0.022222222,-0.555555556,-8.471111111,-211.7777778,10/26/18,24688.31,Friday,-756.03,-0.030622995,both,136.119995,137.529999,134.169998,135.770004,125.372818,6623500,Friday,-5.580002,-0.041098931,-5.152664,-0.041098733,-0.009518026,-11.0885,0.073981042,86.18791361,0.26922268,0.0435937,0.080579399,0.039813771,0.024647755,0.055522883
10/30/18,-0.068844,-1.7211,8.5674,214.185,-0.016,-0.4,-3.8,-95,11/2/18,25270.83,Friday,582.52,0.023051083,both,140.929993,141.199997,138.389999,139.559998,128.872543,3171400,Friday,3.789994,0.027156736,3.499725,0.027156483,-0.006508959,-7.6285,0.065427002,76.68044636,0.134227835,0.031608454,0.059500111,0.035636806,0.022391173,0.049571777
11/6/18,-0.017616,-0.4404,-21.1392,-528.48,0.004,0.1,11.66666667,291.6666667,11/9/18,25989.3,Friday,718.47,0.027644838,both,142.910004,142.960007,141.289993,142.169998,131.282669,2226900,Friday,2.61,0.018358304,2.410126,0.018358295,0.056528664,69.4172,0.084362516,103.5971694,0.172083673,0.031476763,0.059261638,0.034369724,0.02216734,0.046107592
11/13/18,-0.007548,-0.1887,-24.3382,-608.455,-0.008,-0.2,-27.6,-690,11/16/18,25413.22,Friday,-576.08,-0.022668517,both,139.070007,140.570007,138.820007,140.080002,129.352768,2272300,Friday,-2.089996,-0.014920017,-1.929901,-0.014919673,0.006414455,7.0559,0.066701541,73.37169517,0.228583673,0.039668174,0.07015498,0.040047062,0.025213372,0.055350666
11/20/18,0,0,0,0,-0.041333333,-1.033333333,-6.533333333,-163.3333333,11/23/18,24285.95,Friday,-1127.27,-0.046416549,both,134.919998,135.919998,134.729996,135.130005,124.781853,1300000,Friday,-4.949997,-0.036631368,-4.570915,-0.036631248,0.001573271,1.5245,0.075347942,73.0121562,0.209585714,0.045520468,0.079252922,0.034586759,0.024649489,0.049390575
11/27/18,0.086204,2.1551,87.63908,2190.977,0.137333333,3.433333333,122.8666667,3071.666667,11/30/18,25538.46,Friday,1252.51,0.049044069,both,140.240005,141.509995,140.070007,141.350006,130.525482,2142100,Friday,6.220001,0.04400425,5.743629,0.04400389,0.017014595,18.0695,0.075333125,80.00377868,0.264847959,0.050230928,0.08728651,0.050347144,0.029914017,0.062131038
12/4/18,-0.051768,-1.2942,-58.1518,-1453.795,0.005454545,0.136363636,0.927272727,23.18181818,12/7/18,24388.95,Friday,-1149.51,-0.04713241,both,137.940002,138.869995,134.429993,134.899994,124.569405,4986900,Friday,-6.450012,-0.047813286,-5.956077,-0.047813321,0.032104578,35.7645,0.084014111,93.59172004,0.285310204,0.051409167,0.095257725,0.063184504,0.034015936,0.078003026
12/11/18,0.049514286,1.0398,20.38857143,428.16,0.003174603,0.066666667,-15.07936508,-316.6666667,12/14/18,24100.51,Friday,-288.44,-0.011968211,both,134.259995,134.919998,132.759995,133.119995,122.925743,4503200,Friday,-1.779999,-0.013371387,-1.643662,-0.013371178,0.010294896,10.892,0.076071058,80.48317958,0.239931959,0.038378464,0.07338637,0.045009644,0.025837979,0.057427388
12/18/18,-0.051053846,-0.6637,-34.35961538,-446.675,-0.061538462,-0.8,-30.76923077,-400,12/21/18,22445.37,Friday,-1655.14,-0.07374082,both,126.510002,127.970001,123.120003,123.489998,114.033188,13605000,Friday,-9.629997,-0.077982,-8.892555,-0.077982166,0.031035423,32.6803,0.080433011,84.69596088,0.375747959,0.057878919,0.11925365,0.066527607,0.02955119,0.071307108
12/25/18,0.036688,0.9172,23.5088,587.72,0.008,0.2,1.1,27.5,12/28/18,23062.4,Friday,617.03,0.026754804,both,127.5,128.309998,125.730003,126.43,117.433701,11668700,Friday,2.940002,0.02325399,3.400513,0.028956875,0.02227486,15.8597,0.08813842,62.75455525,0.510258163,0.081035386,0.167416815,0.093603684,0.044536271,0.113701282
