date,close,adj_close,whole_song_vader,song_mean_by_sentence_vader,song_mean_by_sentence_without_0_vader,whole_song_textblob,song_by_sentence_without_0_textblob,song_bert,song_flair,,WEIGHTED_whole_song_score,WEIGHTED_mean_by_sentence_song_score,WEIGHTED_mean_without_0_by_sentence_song_score,WEIGHTED_tb_whole_song,WEIGHTED_tb_song_by_sentence,WEIGHTED_tb_song_by_sentence_without_0,WEIGHTED_bert,WEIGHTED_flair,,vader,textblob,textblob_full,vader_full
4/18/17,120.830002,108.622681,0.410973,0.056101338,0.107393519,0.069273656,0.086131081,3.221094474,-0.046443992,,0.436841097,0.059426888,0.116364076,0.071755571,0.031422558,0.089685489,3.578614989,-0.091476555,,1.812898991,1.083754833,1.021072981,1.069798203
4/25/17,122.610001,110.222847,0.385351,0.055567425,0.108717183,0.064835843,0.086226257,3.225672214,-0.011996883,,0.412027797,0.058831762,0.117700343,0.069074318,0.029717855,0.091805418,3.621936725,-0.05658234,,1.787264085,1.074851298,1.016787893,1.068930157
5/2/17,123.330002,110.870117,0.287409,0.046400071,0.086501252,0.063769476,0.085400453,3.194479628,0.023362105,,0.324691791,0.053658735,0.101591992,0.077290687,0.032380896,0.101011287,3.612616664,0.004931319,,1.764904958,1.074880137,1.020017277,1.060077326
5/9/17,122.769997,110.366669,0.365111,0.049616275,0.094130361,0.064251101,0.086946458,3.226977441,0.034258539,,0.410676595,0.057202119,0.109856722,0.077195254,0.030982648,0.10215009,3.673684866,0.023876425,,1.834135949,1.064482142,1.018769616,1.059313344
5/16/17,122.370003,110.00708,0.378366,0.052932196,0.099613752,0.069725247,0.089730319,3.22530329,0.098825291,,0.409814648,0.055713335,0.108029509,0.076370761,0.028116938,0.097671595,3.651434347,0.069527109,,1.807563176,1.079691104,1.022305627,1.06295228
5/23/17,124.089996,111.553307,0.360638,0.05059034,0.100409112,0.06598682,0.088782436,3.214891803,0.066943243,,0.386976743,0.055561472,0.110226674,0.07594087,0.028893004,0.099956753,3.623529655,0.05566861,,1.795264249,1.100382667,1.020143215,1.056033322
5/30/17,125.410004,112.739975,0.350606,0.05116283,0.100557239,0.069247071,0.088246064,3.224499921,0.079200674,,0.380774552,0.056070625,0.1109117,0.078502951,0.029935608,0.098018272,3.624899916,0.076364236,,1.853134158,1.122500555,1.022336744,1.058883517
6/6/17,125.190002,112.542198,0.388241,0.058937576,0.114333947,0.071384226,0.086914393,3.227329752,0.112513983,,0.40773143,0.061965816,0.120459052,0.075304829,0.028906539,0.09039581,3.55238273,0.099173295,,1.872472846,1.382498157,1.019323321,1.064100119
6/13/17,125.25,112.59613,0.421983,0.060109958,0.115133346,0.071082444,0.087328928,3.215328374,0.055988756,,0.445880957,0.06510096,0.125333392,0.078778573,0.031038322,0.095884334,3.6092844,0.064439328,,1.866285995,1.370919306,1.021762794,1.064983025
6/20/17,125.050003,112.934158,0.42910202,0.065441505,0.125285502,0.06570277,0.081244321,3.246142854,0.144415589,,0.460615949,0.069954174,0.134506673,0.073679271,0.028937062,0.089868303,3.60477485,0.138338427,,1.880611912,1.37430715,1.023765287,1.072444507
