real_date_trends_songs,percent_change,NYT_vader,NYT_textblob,NYT_bert,NYT_flair,BB_weight_bert,BB_weight_vader,BB_weight_textblob,BB_weight_flair
9/24/19,-0.004281094,-0.013945902,0.06184291,0.045594341,0.072239265,0.327446096,0.138830534,0.019960764,-0.097454369
10/1/19,-0.009277211,-0.022,0.052201069,-0.040067319,-0.045846057,0.330237422,0.183204342,0.032790885,-0.057043226
10/8/19,0.009056707,0.010374713,0.035615777,-0.08272466,-0.13233742,0.326031664,0.128078358,0.032002299,-0.108455453
10/15/19,-0.001732897,0.012860571,0.082477141,-0.070846834,-0.040494686,0.323778066,0.227850667,0.04328184,-0.054728661
10/22/19,0.006968602,0.011409375,0.063407707,-0.132601895,-0.12994113,0.322842058,0.1609245,0.040105884,-0.108372709
10/29/19,0.014235378,-0.043836413,0.058924758,-0.136092006,-0.122327286,0.317060167,0.192076644,0.048229553,-0.086846482
11/5/19,0.012061598,0.003836095,0.050154673,-0.00152912,0.008698051,0.312533851,0.233989,0.054510027,-0.066877785
11/12/19,0.01155691,-0.049027072,0.057917352,-0.181303689,-0.194270583,0.314793866,0.193420653,0.05599797,-0.103581454
11/19/19,-0.004637386,0.062072159,0.085678228,-0.167042962,-0.02127278,0.307201694,0.174139312,0.062478552,-0.071152791
11/26/19,0.006266708,0.038649432,0.080576534,-0.150802541,-0.033103788,0.31870415,0.200380347,0.066227687,-0.043971555
12/3/19,-0.001297516,0.057816149,0.073300266,-0.023852414,0.079208308,0.32647231,0.240331082,0.079004494,-0.02528528
12/10/19,0.004276466,0.007867284,0.07120705,-0.160171078,-0.163866155,0.317006551,0.243965355,0.073518646,0.029143743
12/17/19,0.0112356,0.036184667,0.07920072,-0.214673389,-0.164525614,0.332472004,0.289240167,0.079801671,0.043486576
12/24/19,0.006638795,0.1336504,0.087785142,0.088995062,0.183923739,0.334036678,0.278310429,0.085668612,0.00857645
12/31/19,-0.000362495,0.046561404,0.089688979,0.091081069,0.070490876,0.31439049,0.312964737,0.089404218,0.116817678
1/7/20,0.006553272,-0.059322222,0.054930465,-0.131172753,-0.035124602,0.347632867,0.243139203,0.076031102,0.004996157
1/14/20,0.017865893,0.050230409,0.100078163,-0.01721829,0.092987826,0.343466379,0.182216667,0.072245427,-0.044861567
1/21/20,-0.012361964,-0.044825568,0.087941878,-0.138274139,-0.109310224,0.337527954,0.179095886,0.067295272,-0.066571077
1/28/20,-0.025966139,0.004110881,0.080637841,0.073214989,0.12887115,0.334056459,0.167666986,0.053514657,-0.115842368
2/4/20,0.029086151,0.005485795,0.090582444,-0.196407209,-0.039892506,0.330648534,0.151952122,0.050529999,-0.073753887
2/11/20,0.010054058,-0.00757217,0.06286514,-0.103892126,-0.044089021,0.322254556,0.118411905,0.04656479,-0.125202389
2/18/20,-0.013992283,0.002031013,0.061658906,-0.021973922,-0.045832289,0.330042431,0.142944324,0.048589825,-0.119449459
2/25/20,-0.141012997,0.031222527,0.083694995,-0.185742012,-0.049170323,0.323866553,0.153459986,0.047886063,-0.116042236
3/3/20,0.017607728,0.145436723,0.082318797,-0.089435416,-0.054305105,0.331280697,0.089758189,0.042248656,-0.118444961
3/10/20,-0.115552657,0.011937278,0.047410111,-0.160608407,-0.049683628,0.336714589,0.018170343,0.043698724,-0.09873708
3/17/20,-0.209223124,-0.008280349,0.081742178,-0.328419104,-0.044929897,0.325983033,0.02016604,0.05166897,-0.151872088
3/24/20,0.1138247,-0.041238172,0.051071702,-0.256806534,-0.043907798,0.323453536,0.040322786,0.038782926,-0.200563905
3/31/20,-0.027752009,0.034957396,0.103206912,-0.315751313,-0.043724485,0.330275888,0.006195141,0.030891498,-0.217705769
4/7/20,-0.027676913,-0.011331472,0.090838345,-0.1828299,-0.114695718,0.331360183,0.003614623,0.038351871,-0.137112416
4/14/20,0.131585493,0.00053641,0.068622137,-0.244984241,-0.050592654,0.326019349,0.02346274,0.045584333,-0.247168817
4/21/20,-0.019651512,0.059068687,0.105302011,-0.165493015,-0.049994087,0.335329842,0.070597549,0.046017929,-0.257866793
4/28/20,-0.002174198,0.004256354,0.087333008,-0.19477273,-0.048421745,0.328339714,0.061060537,0.053153757,-0.275762714
5/5/20,0.024973162,0.026244944,0.057477494,-0.151454488,-0.061105524,0.336844378,0.106950696,0.053006365,-0.224512603
5/12/20,-0.027269941,-0.032649468,0.043234939,-0.159031332,-0.098257745,0.325645778,0.14110794,0.044959762,-0.238032197
5/19/20,0.031871445,-0.042402395,0.045253857,-0.154340615,-0.088921658,0.336772846,0.056696452,0.044398686,-0.238359676
5/26/20,0.036163811,0.023069863,0.077617411,-0.112893492,-0.115113322,0.338729872,-0.02629819,0.040821935,-0.237615321
6/2/20,0.063733218,-0.083976647,0.078457931,-0.202764466,-0.047624047,0.338591624,0.059980475,0.035858526,-0.21072538
6/9/20,-0.058793527,-0.053472121,0.049610776,-0.174703086,-0.046026447,0.343378673,0.136226667,0.038886546,-0.201906062
6/16/20,0.010278508,-0.02168239,0.081110525,-0.137784389,-0.037910779,0.335030671,0.116699672,0.037490451,-0.171319966
6/23/20,-0.034215118,-0.15518,0.04547573,-0.311806485,-0.037520774,0.334266819,0.115373338,0.038031059,-0.177642699
6/30/20,-0.00481826,0.034586813,0.096546322,-0.112401238,-0.041330492,0.336267617,0.185651333,0.044803447,-0.173355704
7/7/20,0.021970025,-0.016104737,0.109972866,-0.060784597,-0.038740476,0.340588032,0.212235127,0.045771506,-0.113169683
7/14/20,0.022369943,-0.028159302,0.081450036,-0.183479873,-0.029796384,0.33886252,0.237367368,0.053003802,-0.143651846
7/21/20,-0.007633579,-0.063080337,0.019601924,-0.142296535,-0.021245045,0.340524041,0.025764459,0.02997188,-0.193373236
7/28/20,-0.001572934,-0.021783425,0.062899279,-0.166277546,-0.012020892,0.339413379,0.110569456,0.045063401,-0.180818296
8/4/20,0.036639901,-0.040065644,0.070197787,-0.283094529,-0.299479888,0.347082123,0.133876338,0.034500276,-0.180017089
8/11/20,0.01781317,0.005599515,0.124662999,-0.152871321,-0.093082288,0.340955795,0.235807063,0.053775108,-0.165641588
8/18/20,-2.47E-05,-0.010955172,0.091275513,-0.089118209,-0.02569917,0.327715397,0.198674119,0.057482339,-0.183482825
8/25/20,0.025251039,0.033121579,0.089429291,-0.081615546,-0.116659095,0.331482736,0.181076467,0.06110684,-0.220405697
9/1/20,-0.018503333,-0.065904372,0.078196757,-0.149606412,-0.057269097,0.334406461,0.201547596,0.064053602,-0.228077738
9/8/20,-0.016904362,-0.054424855,0.096343201,-0.170468261,-0.169520336,0.331817271,0.258115368,0.064921494,-0.202110675
9/15/20,-0.000297208,-0.011220725,0.076019549,-0.188482323,-0.116020568,0.329647499,0.181291889,0.057022286,-0.156336187
9/22/20,-0.017791297,0.013461404,0.052450896,-0.158838065,-0.146063238,0.324761992,0.156324433,0.048482122,-0.227289789
9/29/20,0.018381443,0.042334513,0.064806309,-0.109705856,-0.017845981,0.3271865,0.173079673,0.054208518,-0.121817263
10/6/20,0.031626025,-0.031533019,0.046974696,0.007777776,0.004689083,0.318574653,0.199101636,0.057509788,-0.122136637
10/13/20,0.000678522,0.06535907,0.072160934,-0.140517872,0.003799553,0.335993434,0.259226511,0.070721548,-0.029018659
10/20/20,-0.009554775,-0.066210303,0.081645174,-0.253347825,0.003672952,0.333065254,0.263073294,0.0712222,0.007306018
10/27/20,-0.069202237,0.024954634,0.071408091,-0.094051036,-0.006896221,0.327036828,0.243950058,0.075274327,-0.028115121
11/3/20,0.064321374,-0.000921088,0.215730969,-0.350592508,0.465408116,0.346594106,0.244639804,0.076903014,-0.055442823
11/10/20,0.039227186,0.143919048,0.113067296,0.006617801,0.112293615,0.348752083,0.245570466,0.076778091,-0.11635152
11/17/20,-0.007392491,-0.004048039,0.061368025,-0.033060697,-0.023252384,0.356807613,0.190534075,0.082687423,-0.148384332
11/24/20,0.021627616,0.054803409,0.098351472,0.043916033,0.000737683,0.355346469,0.217581604,0.08225486,-0.11000958
12/1/20,0.010188873,0.111411728,0.113807694,0.015210632,0.065809932,0.349707613,0.191760017,0.089464071,-0.10882335
12/8/20,-0.005720824,0.048823913,0.064376188,-0.154814963,-0.161844337,0.331411217,0.259768435,0.09439397,0.011195924
12/15/20,0.004396427,0.08874709,0.088908561,0.057921964,0.035491597,0.322981292,0.271283015,0.091446694,0.016986041
12/22/20,0.00013972,0.041400641,0.055827289,-0.192015936,-0.094741736,0.318054578,0.267640986,0.081024476,0.038164229
12/29/20,0.006376559,-0.004484034,0.065558723,-0.087660472,-0.087504567,0.30551737,0.231293289,0.088188247,0.040376777
1/5/21,0.029549196,0.00939906,0.225581551,-0.493122586,0.501907726,0.342683749,0.205805634,0.080226085,-0.10776385
1/12/21,-0.009207101,-0.032203302,0.05412383,-0.254631201,-0.282440942,0.350729057,0.163287118,0.075658434,-0.200695166
1/19/21,0.005894768,-0.057354737,0.054454503,-0.112923724,-0.054506334,0.354145341,0.146458648,0.064914855,-0.283437711
1/26/21,-0.0338316,0.032337234,0.098676236,-0.006067991,-0.137628442,0.345278143,0.151075304,0.064697067,-0.232714105
2/2/21,0.037421697,0.00878877,0.078272525,-0.193184673,-0.181488466,0.357551341,0.169145897,0.060925523,-0.246959343
2/9/21,0.00985937,0.037435122,0.060133854,-0.089856697,-0.01989284,0.354083721,0.108307169,0.050441743,-0.257855729
2/16/21,0.001140523,-0.032915244,0.05255957,-0.180287198,-0.143882004,0.356290731,0.095503058,0.059468505,-0.268415934
