date,DJIA_percent_change,trends_bert_sum,trends_bert_mean,trends_vader_mean,trends_vader_sum,trends_textblob_mean,trends_textblob_sum,NYT_vader,NYT_textblob,NYT_flair,NYT_bert,whole_song_vader,song_mean_by_sentence_vader,song_mean_by_sentence_without_0_vader,whole_song_textblob,song_by_sentence_without_0_textblob,song_bert,song_flair,WEIGHTED_whole_song_score,WEIGHTED_mean_by_sentence_song_score,WEIGHTED_mean_without_0_by_sentence_song_score,WEIGHTED_tb_whole_song,WEIGHTED_tb_song_by_sentence,WEIGHTED_tb_song_by_sentence_without_0,WEIGHTED_bert,WEIGHTED_flair,,vader,textblob,textblob_full,vader_full
3/14/17,0.000556548,-14.32066172,-0.572826469,0.002808,0.0702,0.022666667,0.566666667,0.067877228,0.072602028,-0.012241767,-0.035148552,0.377545,0.051470056,0.099859759,0.0767385,0.093285767,3.250635374,0.065791107,0.425674487,0.059546659,0.114275201,0.087870799,0.036779481,0.107437578,3.624684052,0.057794585,,1.822417703,1.095920023,1.022849655,1.057704752
3/21/17,-0.015434496,-5.453407228,-0.218136289,-0.005976,-0.1494,0.045454545,1.136363636,0.015354011,0.051784495,0.061995838,0.120341458,0.438685,0.064427246,0.128901804,0.099353505,0.118898488,3.340098706,0.123055721,0.504000405,0.075901176,0.151357122,0.114116664,0.044068247,0.135545876,3.754992649,0.115032105,,1.836817356,1.150594582,1.028782573,1.066643105
3/28/17,0.003218279,-4.538812757,-0.412619342,-0.072263636,-0.7949,0,0,0.007505291,0.046314983,-0.079763481,-0.11752652,0.342683,0.054922286,0.10086136,0.076684637,0.09153692,3.261804257,0.043568406,0.40400588,0.063675382,0.11877642,0.087500449,0.035195939,0.104319695,3.677479975,0.026772927,,1.853691119,1.133050436,1.022473515,1.065814068
4/4/17,-0.000344692,-15.67282754,-0.626913102,-0.012728,-0.3182,0.005454545,0.136363636,-0.01251,0.079542149,-0.022100262,-0.089302164,0.43423,0.055158649,0.106317467,0.083267785,0.098646204,3.213437172,0.00197283,0.516806066,0.067609534,0.130730911,0.098463317,0.039009359,0.115765224,3.623708137,-0.015866368,,1.813963184,1.098307041,1.023386359,1.061637764
4/11/17,-0.001360305,-4.171517372,-0.166860695,-0.002208,-0.0552,0.032,0.8,-0.069721687,0.074076906,-0.168906477,-0.214421012,0.457832,0.06269235,0.120005123,0.078541294,0.095764168,3.23256272,-0.028514923,0.503136969,0.068606091,0.13377347,0.084918006,0.033735384,0.102961059,3.595830548,-0.060327234,,1.795353851,1.071665905,1.020326254,1.069819149
4/18/17,-0.005272594,-4.732299507,-0.18929198,-0.038148,-0.9537,0.072,1.8,0.06109321,0.090055068,-0.088154104,-0.01179417,0.410973,0.056101338,0.107393519,0.069273656,0.086131081,3.221094474,-0.046443992,0.436841097,0.059426888,0.116364076,0.071755571,0.031422558,0.089685489,3.578614989,-0.091476555,,1.812898991,1.083754833,1.021072981,1.069798203
4/25/17,0.018755513,-1.695273876,-0.067810955,0.012728,0.3182,0.032,0.8,0.053660109,0.071696333,-0.065446392,-0.110301791,0.385351,0.055567425,0.108717183,0.064835843,0.086226257,3.225672214,-0.011996883,0.412027797,0.058831762,0.117700343,0.069074318,0.029717855,0.091805418,3.621936725,-0.05658234,,1.787264085,1.074851298,1.016787893,1.068930157
5/2/17,0.003162288,-8.125017226,-0.338542384,0.044991667,1.0798,0,0,0.041970053,0.090614206,-0.001502027,0.069081639,0.287409,0.046400071,0.086501252,0.063769476,0.085400453,3.194479628,0.023362105,0.324691791,0.053658735,0.101591992,0.077290687,0.032380896,0.101011287,3.612616664,0.004931319,,1.764904958,1.074880137,1.020017277,1.060077326
5/9/17,-0.005279804,-6.137443602,-0.245497744,0,0,0.012,0.3,0.050606383,0.085448024,0.048348607,-0.039073207,0.365111,0.049616275,0.094130361,0.064251101,0.086946458,3.226977441,0.034258539,0.410676595,0.057202119,0.109856722,0.077195254,0.030982648,0.10215009,3.673684866,0.023876425,,1.834135949,1.064482142,1.018769616,1.059313344
5/16/17,-0.004410993,2.975834966,0.119033399,0.062612,1.5653,0.082666667,2.066666667,-0.050462712,0.078432616,-0.237730105,-0.210407783,0.378366,0.052932196,0.099613752,0.069725247,0.089730319,3.22530329,0.098825291,0.409814648,0.055713335,0.108029509,0.076370761,0.028116938,0.097671595,3.651434347,0.069527109,,1.807563176,1.079691104,1.022305627,1.06295228
5/23/17,0.01306624,-5.330673695,-0.205025911,-0.005624,-0.1406,0,0,0.023748913,0.090269872,-0.067872118,-0.02297944,0.360638,0.05059034,0.100409112,0.06598682,0.088782436,3.214891803,0.066943243,0.386976743,0.055561472,0.110226674,0.07594087,0.028893004,0.099956753,3.623529655,0.05566861,,1.795264249,1.100382667,1.020143215,1.056033322
5/30/17,0.005942105,-3.58235544,-0.179117772,-0.018925,-0.3785,-0.012142857,-0.242857143,0.058032738,0.068264927,0.020234118,-0.039901828,0.350606,0.05116283,0.100557239,0.069247071,0.088246064,3.224499921,0.079200674,0.380774552,0.056070625,0.1109117,0.078502951,0.029935608,0.098018272,3.624899916,0.076364236,,1.853134158,1.122500555,1.022336744,1.058883517
6/6/17,0.003087631,-4.3391186,-0.173564744,0.021756,0.5439,0.015,0.375,0.010124865,0.088568042,0.000363289,-0.069523326,0.388241,0.058937576,0.114333947,0.071384226,0.086914393,3.227329752,0.112513983,0.40773143,0.061965816,0.120459052,0.075304829,0.028906539,0.09039581,3.55238273,0.099173295,,1.872472846,1.382498157,1.019323321,1.064100119
6/13/17,0.005251989,-4.50410217,-0.180164087,0.025476,0.6369,0.031393939,0.784848485,0.018799485,0.085173232,-0.067197581,-0.109990274,0.421983,0.060109958,0.115133346,0.071082444,0.087328928,3.215328374,0.055988756,0.445880957,0.06510096,0.125333392,0.078778573,0.031038322,0.095884334,3.6092844,0.064439328,,1.866285995,1.370919306,1.021762794,1.064983025
6/20/17,0.00048984,-3.97815764,-0.159126306,0.009276,0.2319,0.029777778,0.744444444,-0.000941398,0.063119891,0.017895495,-0.062838196,0.42910202,0.065441505,0.125285502,0.06570277,0.081244321,3.246142854,0.144415589,0.460615949,0.069954174,0.134506673,0.073679271,0.028937062,0.089868303,3.60477485,0.138338427,,1.880611912,1.37430715,1.023765287,1.072444507
6/27/17,-0.002113854,-4.44835037,-0.193406538,0.039895652,0.9176,0,0,0.054903867,0.102296505,-0.001761826,-0.004989079,0.429453535,0.06705074,0.129426549,0.065621793,0.081385908,3.238371007,0.145635497,0.454033412,0.071669882,0.138832769,0.073781849,0.029006926,0.090640177,3.626882784,0.134502595,,1.874295367,1.365283606,1.024227786,1.072439949
7/4/17,0.003021807,3.327229977,0.133089199,0.007604,0.1901,0.045454545,1.136363636,-0.062168224,0.083032688,-0.004179301,0.053446743,0.391966667,0.062292644,0.120798528,0.064091088,0.080310903,3.250282429,0.148126,0.417396956,0.067054701,0.130562056,0.071323464,0.0284214,0.08884494,3.632801846,0.131853804,,1.847568268,1.366110107,1.023734096,1.06624107
7/11/17,0.010324553,-7.706912875,-0.308276515,-0.096952,-2.4238,-0.01,-0.25,0.017805348,0.056702759,-0.016314842,0.046259589,0.411423232,0.065613572,0.128222551,0.06621888,0.082585807,3.257840495,0.134543426,0.424600142,0.06964288,0.137454943,0.073451995,0.028832781,0.091486881,3.604544791,0.110833898,,1.8868437,1.359310566,1.025248409,1.071244728
7/18/17,-0.002672373,-4.536028862,-0.181441154,-0.033844,-0.8461,-0.056,-1.4,0.010663226,0.066855984,-0.043223423,-0.047054908,0.324385859,0.057908252,0.113472437,0.062640342,0.07838918,3.184681772,0.125691992,0.368415859,0.064324396,0.126981925,0.073565554,0.027048337,0.091514764,3.624660744,0.128666143,,1.900401126,1.371372883,1.02354959,1.064149113
7/25/17,0.011462961,-0.288990319,-0.011559613,0.01968,0.492,0.024,0.6,0.032714674,0.073997453,-0.02772853,-0.072799664,0.36440404,0.062286445,0.120096589,0.063184394,0.079658154,3.206850055,0.109947084,0.421334966,0.070053247,0.13655759,0.073067672,0.028092684,0.09143337,3.605602439,0.123599693,,1.922692036,1.394696933,1.023142781,1.071546816
8/1/17,0.011881694,-5.668542385,-0.26993059,0.005519048,0.1159,0.066666667,1.4,0.012734132,0.062529269,0.015392451,-0.056005017,0.344710101,0.061009115,0.117393568,0.059885542,0.076082679,3.19677499,0.204944559,0.374634392,0.065794581,0.127368373,0.06771205,0.026123858,0.085431706,3.615120349,0.210616732,,1.947575225,1.384145995,1.020135431,1.067807356
8/8/17,-0.010727723,-5.373276055,-0.298515336,0,0,0,0,-0.003881132,0.051356756,0.015454286,-0.082128305,0.284274747,0.049633607,0.098063324,0.051572954,0.062334734,3.139224364,0.162020152,0.323167459,0.057594997,0.113259741,0.065233623,0.019729594,0.077710122,3.530575196,0.207686209,,1.900679169,1.050249606,1.012785342,1.058985256
8/15/17,-0.008480469,-4.418861389,-0.176754456,0.082008,2.0502,0.02,0.5,-0.055038182,0.038861341,0.017933518,-0.09951759,0.355017172,0.059075436,0.111641512,0.058311528,0.070826086,3.179847218,0.151430113,0.388542065,0.065507655,0.124421075,0.06915292,0.025410713,0.083098254,3.598841883,0.179914268,,1.938610048,1.123290294,1.019982718,1.068899894
8/22/17,0.006379486,-10.36262536,-0.414505014,-0.002808,-0.0702,0,0,-0.032154749,0.046951926,0.011940001,-0.1438219,0.373022222,0.059620968,0.116899018,0.058539772,0.073962349,3.155456811,0.155197099,0.408807582,0.065721213,0.130373431,0.069662095,0.027017185,0.086848853,3.567788503,0.189120219,,1.8401442,1.128011509,1.020328649,1.071468016
8/29/17,0.007908563,-11.28572881,-0.451429152,-0.065008,-1.6252,0.005454545,0.136363636,-0.009062092,0.066409642,0.010391438,-0.019141636,0.36799596,0.062127928,0.117979683,0.061302242,0.076711446,3.178967272,0.093403259,0.396537239,0.067396177,0.129740686,0.072096985,0.029403002,0.089611454,3.597207683,0.119135123,,1.839647694,1.14583398,1.022620402,1.070819479
9/5/17,-0.008705928,-12.48784405,-0.499513762,-0.019068,-0.4767,0,0,0.028615152,0.061786316,0.012393971,0.040656829,0.350285859,0.066363853,0.127244062,0.060748939,0.076545377,3.165010553,0.033955598,0.383354757,0.071760636,0.139622646,0.070777623,0.027918936,0.088496636,3.57460316,0.046745023,,1.835913374,1.124909027,1.021067312,1.07964363
9/12/17,0.021130897,-7.105621815,-0.284224873,0.017312,0.4328,0.005454545,0.136363636,0.044004523,0.079051866,0.149508222,0.122664169,0.329104,0.052677315,0.101965668,0.051733314,0.067865089,3.037390922,-0.084427893,0.354982591,0.056811044,0.112414717,0.057199521,0.021919799,0.07559454,3.501605401,-0.098296587,,1.82472403,1.086644701,1.020608041,1.071813147
9/19/17,0.003635413,-5.676240623,-0.283812031,0.021075,0.4215,0,0,-0.058912429,0.067068188,0.038135708,-0.019733235,0.341446,0.055329582,0.107182308,0.063776224,0.081892807,3.107823427,-0.015403682,0.372688555,0.059891981,0.118430613,0.070966977,0.025179386,0.091968311,3.58126016,-0.025925273,,1.626584321,1.093403497,1.01890064,1.070537554
