week_start,vader,textblob,textblob_full,vader_full,,WEIGHTED_spotify_bert_old,WEIGHTED_spotify_flair_old,DJIA,ICC,song_flair_old,song_bert_old
1/5/21,1.496587493,1.556838931,1.036858374,1.076820459,,3.271330454,-0.296003509,30937.04,79,-0.242575759,3.124800988
1/12/21,1.435292765,1.636322183,1.039932513,1.066262406,,3.218168352,-0.368755161,30687.48,79,-0.322921189,3.036285713
1/19/21,1.413030182,1.523549119,1.032199437,1.065196377,,3.196086299,-0.490547479,31375.83,79,-0.424061898,2.981108233
1/26/21,1.396530329,1.52662254,1.034901653,1.069403831,,3.175687913,-0.436375992,31522.75,79,-0.366468563,2.989403732
2/2/21,1.414283725,1.550344876,1.032232774,1.062948511,,3.217551694,-0.419119885,31537.35,76.8,-0.350785082,2.980927629
2/9/21,1.383731252,1.505648756,1.025934907,1.056790737,,3.138534779,-0.474006347,31391.52,76.8,-0.404525011,2.935692189
2/16/21,1.371114098,1.504727208,1.030535483,1.052733205,,3.090440424,-0.426542543,31832.74,76.8,-0.366157167,2.946762449
2/23/21,1.379915867,1.520725079,1.032122301,1.05960273,,3.10573364,-0.371610706,32825.95,76.8,-0.320852443,2.985634681
3/2/21,1.365204412,1.492539884,1.030950527,1.054757458,,3.114777421,-0.295557359,32423.15,84.9,-0.267283813,2.96483739
3/9/21,1.360548272,1.500461036,1.032745644,1.056094364,,3.122007835,-0.314456857,33066.96,84.9,-0.283860477,2.965712962
3/16/21,1.393231814,1.496526239,1.034327871,1.055274744,,3.18503333,-0.246316292,33430.24,84.9,-0.233036932,2.986659778
3/23/21,1.38754087,1.492180315,1.03109574,1.055940137,,3.178439615,-0.226925149,33677.27,84.9,-0.220122741,2.994237737
3/30/21,1.389058186,1.48335901,1.032264465,1.068386139,,3.281885916,-0.194585906,33821.3,84.9,-0.209056432,3.021188879
4/6/21,1.390676579,1.478361474,1.023540405,1.05801732,,3.175543423,-0.324281724,33984.93,88.3,-0.356485892,2.985478724
4/13/21,1.376117427,1.468422007,1.026243177,1.060422741,,3.194377329,-0.236887915,34133.03,88.3,-0.239287692,2.979156789
4/20/21,1.384553245,1.434030376,1.029322678,1.05874801,,3.246800683,-0.256359122,34269.16,88.3,-0.281456457,2.978577862
4/27/21,1.410800121,1.482426173,1.027705642,1.061983739,,3.20152799,-0.306713897,34060.66,88.3,-0.30781635,2.981088656
5/4/21,1.37120617,1.452754392,1.027205765,1.058815339,,3.128443767,-0.306311873,34312.46,82.9,-0.308323401,2.938172116
5/11/21,1.409040228,1.455810059,1.02608336,1.062694769,,3.138837864,-0.331019884,34575.31,82.9,-0.326177009,2.939812909
5/18/21,1.379694897,1.435898357,1.030492904,1.06615729,,3.158976842,-0.288935295,34599.82,82.9,-0.285697861,2.959067586
5/25/21,1.057535283,1.056883415,1.026126126,1.059398519,,3.155199743,-0.352818823,34299.33,82.9,-0.388016816,2.962222998
6/1/21,1.096308097,1.080684321,1.029502694,1.060551443,,3.312013771,-0.385587486,33945.58,85.5,-0.398080166,3.004559606
6/8/21,1.099625715,1.078169017,1.028805706,1.067014068,,3.322196188,-0.339624298,34292.29,85.5,-0.332248477,3.009300343
6/15/21,1.105796874,1.076747586,1.028397803,1.061081302,,3.191939651,-0.397936741,34577.37,85.5,-0.39428144,2.941117095
6/22/21,1.116623797,1.073913867,1.023274073,1.055487676,,3.144667568,-0.402215851,34888.79,85.5,-0.394629966,2.905228589
6/29/21,1.122379976,1.082571608,1.027651067,1.071136151,,3.226385313,-0.387903554,34511.99,85.5,-0.370591026,2.974484675
7/6/21,1.142107687,1.090442768,1.026137368,1.067924953,,3.343114948,-0.298282745,35058.52,81.2,-0.275132939,2.991723165
7/13/21,1.137354995,1.112419647,1.027531872,1.068226436,,3.360002401,-0.339660816,35116.4,81.2,-0.311813447,3.027752667
7/20/21,1.1353733,1.110282151,1.02623138,1.064863022,,3.342710466,-0.312395416,35264.67,81.2,-0.285068099,2.996160562
7/27/21,1.154373012,1.115677403,1.027572874,1.066305458,,3.316080458,-0.350597633,35343.28,81.2,-0.321712645,2.998217989
8/3/21,1.123866156,1.116983446,1.029775173,1.067446821,,3.331284792,-0.297138007,35366.26,70.3,-0.281831419,2.96546434
8/10/21,1.131040587,1.14531929,1.029962668,1.066546541,,3.325486845,-0.260723546,35360.73,70.3,-0.230329835,2.968549575
8/17/21,1.147098942,1.138167622,1.025263345,1.058510128,,3.340240222,-0.216413076,35100,70.3,-0.202655907,3.012075184
8/24/21,1.158486136,1.135697297,1.025380521,1.056519807,,3.319040895,-0.249189571,34577.57,70.3,-0.235669948,2.998455041
8/31/21,1.169920689,1.13056588,1.025948191,1.062398337,,3.299166893,-0.178136889,33919.84,70.3,-0.163907604,2.996826685
9/7/21,1.243747167,1.16735463,1.028952326,1.076979408,,3.315489786,-0.230426721,34299.99,72.8,-0.208958458,3.111694607
9/14/21,1.196157467,1.195744946,1.031325398,1.067761399,,3.366474568,-0.257668954,34314.67,72.8,-0.219491583,3.054429826
9/21/21,1.248179533,1.189856314,1.031741155,1.067497848,,3.365754802,-0.233596116,34378.34,72.8,-0.210110133,3.04145045
9/28/21,1.221147688,1.155594508,1.026780794,1.066956566,,3.333698113,-0.233894021,35457.31,72.8,-0.203911667,3.031839771
10/5/21,1.245863594,1.16797554,1.021988624,1.055611897,,3.299667912,-0.318079833,35756.88,71.7,-0.30782386,2.969758185
10/12/21,1.277121018,1.205923018,1.023875797,1.061955232,,3.33596834,-0.212562497,36052.63,71.7,-0.189627981,2.994575343
,,,,,,,,,,-0.179825144,3.042107907
,,,,,,,,,,-0.207944245,2.970277503
,,,,,,,,,,-0.265103496,2.987256919
,,,,,,,,,,-0.226188937,3.011977443
,,,,,,,,,,-0.377206842,3.004250378
,,,,,,,,,,-0.112519524,3.195218233
,,,,,,,,,,-0.103853189,3.17990912
,,,,,,,,,,-0.051848572,3.262689322
,,,,,,,,,,-0.094761177,3.273415068
,,,,,,,,,,-0.080683307,3.335991217
,,,,,,,,,,-0.030398108,3.461090349
