,date, value,day_of_week,change,percent_change
151,2019-12-13,28135.38,Friday,120.31999999999971,0.004276466143339799
152,2019-12-20,28455.09,Friday,319.7099999999991,0.0112355996765429
153,2019-12-27,28645.26,Friday,190.16999999999825,0.006638794690639857
154,2020-01-03,28634.88,Friday,-10.37999999999738,-0.00036249497116793854
155,2020-01-10,28823.77,Friday,188.88999999999942,0.006553271830853473
156,2020-01-17,29348.1,Friday,524.3299999999981,0.017865892510929092
157,2020-01-24,28989.73,Friday,-358.369999999999,-0.01236196404726774
158,2020-01-31,28256.03,Friday,-733.7000000000007,-0.025966138909110755
159,2020-02-07,29102.51,Friday,846.4799999999996,0.029086150988351163
160,2020-02-14,29398.08,Friday,295.57000000000335,0.010054057952084059
161,2020-02-21,28992.41,Friday,-405.6700000000019,-0.0139922828078108
162,2020-02-28,25409.36,Friday,-3583.0499999999993,-0.14101299678543652
163,2020-03-06,25864.78,Friday,455.41999999999825,0.017607727573944115
164,2020-03-13,23185.62,Friday,-2679.16,-0.11555265720735525
165,2020-03-20,19173.98,Friday,-4011.6399999999994,-0.2092231242548495
166,2020-03-27,21636.78,Friday,2462.7999999999993,0.11382470034820336
167,2020-04-03,21052.53,Friday,-584.25,-0.02775200890344296
168,2020-04-17,24242.49,Friday,3189.9600000000028,0.13158549307435013
169,2020-04-24,23775.27,Friday,-467.22000000000116,-0.01965151184402958
170,2020-05-01,23723.69,Friday,-51.580000000001746,-0.0021741980273727126
171,2020-05-08,24331.32,Friday,607.630000000001,0.024973162163006407
172,2020-05-15,23685.42,Friday,-645.9000000000015,-0.02726994074835918
173,2020-05-22,24465.16,Friday,779.7400000000016,0.03187144494456613
174,2020-05-29,25383.11,Friday,917.9500000000007,0.03616381129026351
175,2020-06-05,27110.98,Friday,1727.869999999999,0.06373321805408727
176,2020-06-12,25605.54,Friday,-1505.4399999999987,-0.058793526713359634
177,2020-06-19,25871.46,Friday,265.91999999999825,0.010278507668295422
178,2020-06-26,25015.55,Friday,-855.9099999999999,-0.034215118196481785
179,2020-07-10,26075.3,Friday,1059.75,0.04064191016018991
180,2020-07-17,26671.95,Friday,596.6500000000015,0.022369942955052083
181,2020-07-24,26469.89,Friday,-202.0600000000013,-0.0076335791346318895
182,2020-07-31,26428.32,Friday,-41.56999999999971,-0.0015729338830466602
183,2020-08-07,27433.48,Friday,1005.1599999999999,0.036639901317660026
184,2020-08-14,27931.02,Friday,497.5400000000009,0.017813169730285572
185,2020-08-21,27930.33,Friday,-0.6899999999986903,-2.4704326801677255e-05
186,2020-08-28,28653.87,Friday,723.5399999999972,0.025251039388396655
187,2020-09-04,28133.31,Friday,-520.5599999999977,-0.018503332881911073
188,2020-09-11,27665.64,Friday,-467.6700000000019,-0.016904362234164902
189,2020-09-18,27657.42,Friday,-8.220000000001164,-0.00029720776558338284
190,2020-09-25,27173.96,Friday,-483.4599999999991,-0.01779129725663831
191,2020-10-02,27682.81,Friday,508.8500000000022,0.018381443213315488
192,2020-10-09,28586.9,Friday,904.0900000000001,0.03162602450772907
193,2020-10-16,28606.31,Friday,19.409999999999854,0.0006785216268718284
194,2020-10-23,28335.57,Friday,-270.7400000000016,-0.00955477514657378
195,2020-10-30,26501.6,Friday,-1833.9700000000012,-0.06920223684607726
196,2020-11-06,28323.4,Friday,1821.800000000003,0.06432137384636036
197,2020-11-13,29479.81,Friday,1156.4099999999999,0.039227186335325764
198,2020-11-20,29263.48,Friday,-216.33000000000175,-0.007392490571866427
199,2020-11-27,29910.37,Friday,646.8899999999994,0.02162761610772449
200,2020-12-04,30218.26,Friday,307.8899999999994,0.01018887255586521
201,2020-12-11,30046.37,Friday,-171.88999999999942,-0.005720824179426647
202,2020-12-18,30179.05,Friday,132.6800000000003,0.0043964273229276695
203,2021-01-08,31097.97,Friday,918.9200000000019,0.02954919565489329
204,2021-01-15,30814.26,Friday,-283.71000000000276,-0.009207100868234473
205,2021-01-22,30996.98,Friday,182.72000000000116,0.005894767812864387
206,2021-01-29,29982.62,Friday,-1014.3600000000006,-0.033831599773468786
207,2021-02-05,31148.24,Friday,1165.6200000000026,0.03742169702044169
208,2021-02-12,31458.4,Friday,310.15999999999985,0.009859369834448028
209,2021-02-19,31494.32,Friday,35.919999999998254,0.0011405231165492143
210,2021-02-26,30932.37,Friday,-561.9500000000007,-0.018167052831709978
211,2021-03-05,31496.3,Friday,563.9300000000003,0.017904642767563185
212,2021-03-12,32778.64,Friday,1282.3400000000001,0.0391212082014385
213,2021-03-19,32627.97,Friday,-150.66999999999825,-0.004617817167295368
214,2021-03-26,33072.88,Friday,444.9099999999962,0.013452411764563481
215,2021-04-09,33800.6,Friday,727.7200000000012,0.021529795329077034
216,2021-04-16,34200.67,Friday,400.0699999999997,0.011697724050435261
217,2021-04-23,34043.49,Friday,-157.1800000000003,-0.004617035444955858
218,2021-04-30,33874.85,Friday,-168.63999999999942,-0.004978324627267705
219,2021-05-07,34777.76,Friday,902.9100000000035,0.025962281642061002
220,2021-05-14,34382.13,Friday,-395.63000000000466,-0.011506849633807001
221,2021-05-21,34207.84,Friday,-174.29000000000087,-0.005095030846729898
222,2021-05-28,34529.45,Friday,321.6100000000006,0.009314078272315389
223,2021-06-04,34756.39,Friday,226.94000000000233,0.006529446815391424
224,2021-06-11,34479.6,Friday,-276.7900000000009,-0.008027645332312466
225,2021-06-18,33290.08,Friday,-1189.5199999999968,-0.03573196579882045
226,2021-06-25,34433.84,Friday,1143.7599999999948,0.03321616177574139
227,2021-07-02,34786.35,Friday,352.51000000000204,0.01013357250760721
228,2021-07-09,34870.16,Friday,83.81000000000495,0.0024034876811578993
229,2021-07-16,34687.85,Friday,-182.31000000000495,-0.00525573075298714
230,2021-07-23,35061.55,Friday,373.70000000000437,0.010658399300658537
231,2021-07-30,34935.47,Friday,-126.08000000000175,-0.0036089395677230546
